Review text,teks_bersih
"Udah sangat bagus hanya saja, sepertinya akan lebih menarik jika waktu scan Qris ada bunyinya kayak apk biru, kayak cennut gitu, atau apalah bunyinya, jadi waktu kita mau bayar pakai qris si penjual tau kalo kita udah proses scan",Udah sangat bagus hanya saja sepertinya akan lebih menarik jika waktu scan Qris bunyinya kayak biru kayak cennut gitu atau apalah bunyinya jadi waktu kita bayar pakai qris penjual kalo kita udah proses scan
semoga beruntung setiap harinya,semoga beruntung setiap harinya
bintang 2 dlu,bintang
bagusssssss,bagusssssss
mempermudah segala pembayaran melalui digital,mempermudah segala pembayaran melalui digital
multi pungsi app nya👍👍👍👍👍👍👍👍🙏🙏🙏🙏,multi pungsi
penipu...masa akun baru saya buat udah top up lagi malah g bisa transaksi apa apa. mau upgrade juga g bisa. semuanya g bisa padahal udah di top up lagi. di lapor ke cs nya malah lambat responnya terus g ada kabar dah. ini lah aplikasi penipu. saya ada bukti-bukti nya,penipumasa akun baru saya buat udah lagi malah bisa transaksi upgrade juga bisa semuanya bisa padahal udah lagi lapor malah lambat responnya terus kabar aplikasi penipu saya buktibukti
sangat membantu ketika sedang darurat dan keadaan mendesak,sangat membantu ketika sedang darurat keadaan mendesak
top up gratis admin,gratis admin
"mantap semua Barang-barang ada semua kadang yg td nya ga tau barang nya jd tau,,barang yg lupa kita mau beli eh tiba-tiba muncul jd inget LG untuk beli,, barang-barang unik jg ada di sini saya belanaja di shopee ini udh lebih 5 tahun dan klo belanja selalu di shopee terus 😁",mantap semua Barangbarang semua kadang barang taubarang lupa kita beli tibatiba muncul inget untuk beli barangbarang unik sini saya belanaja shopee lebih tahun belanja selalu shopee terus
👎,
mudah digunakan tidak ribet,mudah digunakan tidak ribet
mantap ..gak ribet,mantap ribet
buruk,buruk
"aplikasi pencuri saldo, hati hati bagi kalian yang pakai aplikasi ini",aplikasi pencuri saldo hati hati bagi kalian yang pakai aplikasi
oke,
"selama pakai shopeepay semua transaksi harian/bulanan jadi lebih mudah, banyak diskonnya juga",selama pakai shopeepay semua transaksi harianbulanan jadi lebih mudah banyak diskonnya juga
"Assalamualaikum,Selamat Pagi,Yth.ShoppePay,Saya mohon maaf kepada Shoppe Pay dan kalian harus ada perbaikan juga,Di Shoppe Pay Saya harus di suruh,sudah itu Saya sudah coba foto KTP malah tidak muncul ke tahap verifikasi/berikutnya,halaman upgrade KTP sering muncul di beranda Shoppe Pay Saya dan diskon voucher cepat habis,walaupun begitu Saya hargai,tambahkan Voucher E-Money dari Dana,Ovo,atau Gopay kalau serta voucher toko game lain bisa dapat diskon,Terima kasih atas perhatiannya,Mimin Shoppe.",AssalamualaikumSelamat PagiYthShoppePaySaya mohon maaf kepada Shoppe kalian harus perbaikan jugaDi Shoppe Saya harus suruhsudah Saya sudah coba foto malah tidak muncul tahap verifikasiberikutnyahalaman upgrade sering muncul beranda Shoppe Saya diskon voucher cepat habiswalaupun begitu Saya hargaitambahkan Voucher EMoney dari DanaOvoatau Gopay kalau serta voucher toko game lain bisa dapat diskonTerima kasih atas perhatiannyaMimin Shoppe
kesini ke shopee mud ah dan cepat terimakasih sopee,kesini shopee cepat terimakasih sopee
juaranya gratis .......,juaranya gratis
"shopee sekarang menarik dari sebelumnya, tingkatkan semoga makin sukses",shopee sekarang menarik dari sebelumnya tingkatkan semoga makin sukses
kendala gk teratis min......,kendala teratis
proses cepat mudah,proses cepat mudah
mudah dan sangat lancar,mudah sangat lancar
"lebih mudah berbelanja jadi nya gk repot"" COD lgi",lebih mudah berbelanja jadi repot
TERBAIK & BERKUALITAS BINTANG LIMA SHOPEEPay.....,TERBAIK BERKUALITAS BINTANG LIMA SHOPEEPay
waah uang saya keluar tak terkendali lewat aplikasi ini saya terkejut setelah cek saldo saya. kapok ini saya,waah uang saya keluar terkendali lewat aplikasi saya terkejut setelah saldo saya kapok saya
sangat membantuh dan mudah di pakai,sangat membantuh mudah pakai
"rajin byr tpt waktu malah dibekukan spinjam.makin g jelas aturannya, mendingan byr telat sekalian. basi shope",rajin waktu malah dibekukan spinjammakin jelas aturannya mendingan telat sekalian basi shope
good application,good application
tiba2 ada tagihan alfagift padahal saya ga order apa2 d alfa gift terus di telponin sama shopeepay buat bayar alfagift???,tiba2 tagihan alfagift padahal saya order apa2 alfa gift terus telponin sama shopeepay buat bayar alfagift
Recommended,Recommended
bermanfaat sekali,bermanfaat sekali
bagus bsnget,bagus bsnget
Mantaaaaaap. .. !! bisa mempermudah dalan melakukan pembayaran,Mantaaaaaap bisa mempermudah dalan melakukan pembayaran
baikk,baikk
very good,very good
Berbelanja jadi mudah dengan adanya shopeepay..,Berbelanja jadi mudah dengan adanya shopeepay
mudahkan,mudahkan
good service,good service
"aplikasi bgus,sangat membantu",aplikasi bgussangat membantu
"sudah mulai sering proses,penanganan lambat costumer pada beralih🥺🥺",sudah mulai sering prosespenanganan lambat costumer pada beralih
terlalu ribet untuk aktivasi dan terlalu banyak hambatan dalam penggunaan nya,terlalu ribet untuk aktivasi terlalu banyak hambatan dalam penggunaan
"Lebih mudah, dan banyak fitur"" menarik + setiap hari ada reward koin gratis",Lebih mudah banyak fitur menarik setiap hari reward koin gratis
berikan saya hadiah sepeda motornya dong shopee..saya sangat butuh utk anak saya yg sekolah,berikan saya hadiah sepeda motornya dong shopeesaya sangat butuh anak saya sekolah
nice app,nice
😁👍👍👍,
"Bagus dan oke juga harga,terjangkau.programnya & internalnya lebih bekerja dgn baik,bebas iklan,bug,ataupun lelet,cepatlah ketika dijalankan & mengakses smua menu2nya. Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,masukan tuk bagusnya dibenahi segalanya🎉🎉",Bagus juga hargaterjangkauprogramnya internalnya lebih bekerja baikbebas iklanbugataupun leletcepatlah ketika dijalankan mengakses smua menu2nya Tapi sayangkan sering ketika dipakai terkadang agak sulit membukanya saat koneksi lagi buruk tidak stabil terkadang loadingnya lambat banget cuma berputarputar saja mungkin cuma yang biasa terjadi apps yang lainlainnya sesuai pengalaman transaksi suksesmasukan bagusnya dibenahi segalanya
aplikasi sampah,aplikasi sampah
"bisa top up robux nih, menang 50rb free juga",bisa robux menang 50rb free juga
joss gandos,joss gandos
sangat bagus mungkin,sangat bagus mungkin
ok good,good
sangat memuaskan untuk semua jenis kebutuhan,sangat memuaskan untuk semua jenis kebutuhan
"aplikasi sangan membantu, sangat mudah dipahami",aplikasi sangan membantu sangat mudah dipahami
apk sangat bagus dan bermanfaat,sangat bagus bermanfaat
Baik,Baik
"Halo PT. Shopee pay ,, Mohon Kejelasan Transaksi An. Yolanda. transaksi Berhasil uamg tidak masuk,,, disampaikan menunggu 1x24 jam,, malahan sdh 2 hari tdk ada masuk n kejelasan,, sdh di Hubungi CS nya Alasan tunggu di cek., Perbankan macam apa ini,, Saya sampaikan Tolong di proses sekarang,, Tidak mau tau,,! jika tidak di proses kami akan Laporkan ke Pihak OJK 😡",Halo Shopee Mohon Kejelasan Transaksi Yolanda transaksi Berhasil uamg tidak masuk disampaikan menunggu 1x24 malahan hari masuk kejelasan Hubungi Alasan tunggu Perbankan macam Saya sampaikan Tolong proses sekarang Tidak jika tidak proses kami akan Laporkan Pihak
sangat bagus sekali dan semoga untuk mengaktifkan dan pengajuan pinjaman dipermudah.terima kasih semoga bs sangat membantu....,sangat bagus sekali semoga untuk mengaktifkan pengajuan pinjaman dipermudahterima kasih semoga sangat membantu
"mudah digunakan, operasional sistem aplikasi lancar stabil",mudah digunakan operasional sistem aplikasi lancar stabil
shopeepay is the best,shopeepay best
mantaaap,mantaaap
butuh dana shopepay solusi nya,butuh dana shopepay solusi
baik dan nyaman di gunakan. dan sangat bermanfaat,baik nyaman gunakan sangat bermanfaat
👍👍,
uangnya langsung masuk ke rekening saya.,uangnya langsung masuk rekening saya
bagus apk nya,bagus
keren sekali tingkat kan LG,keren sekali tingkat
saya kasih bintang 3 dulu krn penginasuk shoppepay sangat sulit & ganti akun begitu juga sulit,saya kasih bintang dulu penginasuk shoppepay sangat sulit ganti akun begitu juga sulit
menyenangkan,menyenangkan
memudahkan,memudahkan
bagussss,bagussss
ok terbaik,terbaik
betul sangat membantu,betul sangat membantu
aplikasi yang very helpfull,aplikasi yang very helpfull
sangat berguna untuk transaksi,sangat berguna untuk transaksi
uang jajan,uang jajan
sangat berguna,sangat berguna
aplikasi cukup bagus bila digunakan tapi iklannya sangat menggangu,aplikasi cukup bagus bila digunakan tapi iklannya sangat menggangu
aplikasi yang banyak manfaatnya,aplikasi yang banyak manfaatnya
tiap bulan sllu bayar biaya admin pdahal apk ga dipake sama sekali,tiap bulan sllu bayar biaya admin pdahal dipake sama sekali
bagus ga ribet,bagus ribet
mantab dan bagus,mantab bagus
mantapp 👍👍,mantapp
simpel.,simpel
terimakasih shopepay telah memberikan kami kemudahan transaksi,terimakasih shopepay telah memberikan kami kemudahan transaksi
Kenapa sih setiap hujan padahal gerimis selalu aja gak bisa order shopeefood?,Kenapa setiap hujan padahal gerimis selalu bisa order shopeefood
Baguss,Baguss
sangat senang menggunakan aplikasi ini karena cepat dan mudah dalam transaksi,sangat senang menggunakan aplikasi karena cepat mudah dalam transaksi
"buka aplikasi lain jaringan normal, buka spay mo transfer jaringan bermasalah. buka shopee bisa padahal. buat cari produk juga aman aja jaringan",buka aplikasi lain jaringan normal buka spay transfer jaringan bermasalah buka shopee bisa padahal buat cari produk juga aman jaringan
work it tp agk ngelek je,work ngelek
aman dan amanah.,aman amanah
sangat memuaskan layanan cukup simpel mudah di pelajari,sangat memuaskan layanan cukup simpel mudah pelajari
buat pihak shoope pinjam tolong pihak ke 3 anda jangan telepon terus saya pihak shoope pinjam memakai no telepon saya ataupun nama saya sebagai pihak ke 2 sipeminjam tersebut seharusnya sebelum memberi pinjaman telepon dulu pihak ke 2/3 apakah mengenal orang tersebut/apakah setujui sebagai pihak ke 2/3 jangan main acc dan pakai data saya sebagai pihak ke 2/3 si peminjam jadi risih di teleponin terus,buat pihak shoope pinjam tolong pihak anda jangan telepon terus saya pihak shoope pinjam memakai telepon saya ataupun nama saya sebagai pihak sipeminjam tersebut seharusnya sebelum memberi pinjaman telepon dulu pihak apakah mengenal orang tersebutapakah setujui sebagai pihak jangan main pakai data saya sebagai pihak peminjam jadi risih teleponin terus
terima kasih untuk,terima kasih untuk
assssslmmualaikum admin tolong blokir akun shopeee secara permanen soal nyo karyawan cs nya nam cs shope nya nama RINI ngak mau gurus pengiriman paket saya secara cepat di perlambat nya pengiriman paket saya saya butuh nya skrg ini lah binatang pihak cs sm pihak kuril nya saya kurang nyaman sm aplikasih shopeee,assssslmmualaikum admin tolong blokir akun shopeee secara permanen soal karyawan shope nama RINI ngak gurus pengiriman paket saya secara cepat perlambat pengiriman paket saya saya butuh skrg binatang pihak pihak kuril saya kurang nyaman aplikasih shopeee
bagus banget gampang pakainya,bagus banget gampang pakainya
tidak bisa menaikan limit,tidak bisa menaikan limit
mantap bagus,mantap bagus
sangat membantu kebutuhan Saya. terimakasih shopeepy,sangat membantu kebutuhan Saya terimakasih shopeepy
puas banget,puas banget
mantafffffff buat bayar,mantafffffff buat bayar
saldoku kembalikan,saldoku kembalikan
sanggat puas,sanggat puas
sangat puas,sangat puas
aman terpercaya dan sangat memudahkan kita dalam segala bentuk transaksi belanja online maupun di tempat2 makan lainnya.,aman terpercaya sangat memudahkan kita dalam segala bentuk transaksi belanja online maupun tempat2 makan lainnya
kecewa,kecewa
kenapa tidak bisa bayar qris,kenapa tidak bisa bayar qris
Banyak voucher yang bisa digunakan untuk pembayaran dan lain lain...,Banyak voucher yang bisa digunakan untuk pembayaran lain lain
luar biasa 👍,luar biasa
beli pulsa aja di persulit,beli pulsa persulit
okok,okok
bagimana ko bisanya saya mau mengkatipkan shopeepay ktnya akun ada udah terpakai,bagimana bisanya saya mengkatipkan shopeepay ktnya akun udah terpakai
TIDA BERGUNA SAMA SKALI APK NYA. GA GUNA MANDING GA USAH DONLOAD. INI CUMA MODUS SKIAN DARI SAYAA. ASALAMUALAIKUM,TIDA BERGUNA SAMA SKALI GUNA MANDING USAH DONLOAD CUMA MODUS SKIAN DARI SAYAA ASALAMUALAIKUM
cocok buat transaksi,cocok buat transaksi
bagus. cara termudah untuk melakukan transaksi stiap hari,bagus cara termudah untuk melakukan transaksi stiap hari
mantap👌,mantap
sangat membantu mudah belanja ta npa keluar rumah👍👍👍👍👍,sangat membantu mudah belanja keluar rumah
"tulisan TF ke akun e-walet lain gratis 120x, kebank juga beberapa kali. tapi tetep aja kena 1000. bukan masalah nominal, tp kejujuran. kalau bayar ya bayar ga masalah, orang TF 200 kan JD kurang seribu gimana.",tulisan akun ewalet lain gratis 120x kebank juga beberapa kali tapi tetep kena 1000 bukan masalah nominal kejujuran kalau bayar bayar masalah orang kurang seribu gimana
aplikasi yang sangat teramat bagus...terima kasih ShopeePey,aplikasi yang sangat teramat bagusterima kasih ShopeePey
skrng 4 dlu nanti KLO ok Bru 5,skrng nanti
"tolong selama ini make aplikasi ini tidak ada keluhan atau ganguan apapun, dan menurutku shopeepay dompet digital paling bagus, tapi baru saja ada gangguan, aku kirim saldo ke dana, saldonya ngilang tapi di dana juga kaga ada, terus waktu ngulang ngirin lagi lagi kekirim tapi yang pertama gak ada, dan hangus duit ku, ya walau cuma 150k tapi itu uang, tolong dong!!!!",tolong selama make aplikasi tidak keluhan atau ganguan apapun menurutku shopeepay dompet digital paling bagus tapi baru saja gangguan kirim saldo dana saldonya ngilang tapi dana juga kaga terus waktu ngulang ngirin lagi lagi kekirim tapi yang pertama hangus duit walau cuma 150k tapi uang tolong dong
"Bagus dan okesih berguna harga terjangkau, program & internalnya lebih bekerja dgn lancar,bebas iklan,bug,ataupun lelet,enak ketika dijalankan & mengakses semua menu2nya. Tapi sayangnya sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadinnya lambat sih dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,,masukan agar lebih bagus dibenahi lagi",Bagus okesih berguna harga terjangkau program internalnya lebih bekerja lancarbebas iklanbugataupun leletenak ketika dijalankan mengakses semua menu2nya Tapi sayangnya sering ketika dipakai terkadang agak sulit membukanya saat koneksi lagi buruk tidak stabil terkadang loadinnya lambat cuma berputarputar saja mungkin cuma yang biasa terjadi apps yang lainlainnya sesuai pengalaman transaksi suksesmasukan agar lebih bagus dibenahi lagi
"semoga ShpeePay Dompet selalu memberikan yang terbaik ,sukses selalu Shopee pay paling terbaik 👍🏻👍🏻",semoga ShpeePay Dompet selalu memberikan yang terbaik sukses selalu Shopee paling terbaik
lebih mudah Bertransaksi,lebih mudah Bertransaksi
"semoga data saya aman di shopeepay,karena saya gagal pinjam karena kita harus bergabung ke perusahaan,berarti pinjaman di sini bukan untuk umum,hanya internal yg kerja di perusahaan,capek capek isi data lengkap ehh Mala ada lagi isi nama perusahaan,no perusahaan,berarti tidak bisa di pinjamkan ke umum/usaha kecil,atau pekerjaan lepas👎",semoga data saya aman shopeepaykarena saya gagal pinjam karena kita harus bergabung perusahaanberarti pinjaman sini bukan untuk umumhanya internal kerja perusahaancapek capek data lengkap Mala lagi nama perusahaanno perusahaanberarti tidak bisa pinjamkan umumusaha kecilatau pekerjaan lepas
apk ngeleg banget buat bayar qris aja lambat,ngeleg banget buat bayar qris lambat
selalu disuruh upgrade jadi enggak bisa ngapa-ngapain deh. tidak semua emak emak itu pintar,selalu disuruh upgrade jadi enggak bisa ngapangapain tidak semua emak emak pintar
Alhamdulillah saya suka sekali,Alhamdulillah saya suka sekali
penarikan dan pengiriman uang simpel gak ribet,penarikan pengiriman uang simpel ribet
aplikasi keren,aplikasi keren
kerennn 👌🏻,kerennn
saya harap biaya admin pembelian pulsa di shopeepay untuk nomor byU sangat tinggi mohon diturunkan misalnya beli Pulsa Rp. 5.000 bayarnya Rp. 5.500 jangan Rp. 6.500 ini sangat tinggi biaya adminnya... begitu juga yg lainnya beli pulsa Rp. 20.000 bayarnya Rp. 20.500 jangan Rp. 21.500. begitu juga pembelian Paket data Telkomsel ByU terima kasih.,saya harap biaya admin pembelian pulsa shopeepay untuk nomor sangat tinggi mohon diturunkan misalnya beli Pulsa 5000 bayarnya 5500 jangan 6500 sangat tinggi biaya adminnya begitu juga lainnya beli pulsa 20000 bayarnya 20500 jangan 21500 begitu juga pembelian Paket data Telkomsel terima kasih
