full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,label
@Syifaaaaaa9_ Pertamina pgen pegang kendali monopoli import minyak swasta.. jadi biar dia satu² importir.. jelek nya lagi BBM Pertamina di oplos Etanol.. dan itu di protes pihak SPBU swasta.. krna swasta import BBM Murni tanpa campuran Etanol.. etanol bisa menurunkan kinerja mesin.,syifaaaaaa pertamina pgen pegang kendali monopoli import minyak swasta jadi biar satu importir jelek lagi pertamina oplos etanol protes pihak spbu swasta krna swasta import murni tanpa campuran etanol etanol bisa menurunkan kinerja mesin,syifaaaaaa pertamina pengin pegang kendali monopoli import minyak swasta jadi biar satu importir jelek lagi pertamina oplos etanol protes pihak spbu swasta karena swasta import murni tanpa campuran etanol etanol bisa menurunkan kinerja mesin,"['syifaaaaaa', 'pertamina', 'pengin', 'pegang', 'kendali', 'monopoli', 'import', 'minyak', 'swasta', 'jadi', 'biar', 'satu', 'importir', 'jelek', 'lagi', 'pertamina', 'oplos', 'etanol', 'protes', 'pihak', 'spbu', 'swasta', 'karena', 'swasta', 'import', 'murni', 'tanpa', 'campuran', 'etanol', 'etanol', 'bisa', 'menurunkan', 'kinerja', 'mesin']","['syifaaaaaa', 'pertamina', 'pengin', 'pegang', 'kendali', 'monopoli', 'import', 'minyak', 'swasta', 'biar', 'importir', 'jelek', 'pertamina', 'oplos', 'etanol', 'protes', 'spbu', 'swasta', 'swasta', 'import', 'murni', 'campuran', 'etanol', 'etanol', 'menurunkan', 'kinerja', 'mesin']",syifaaaaaa pertamina pengin pegang kendali monopoli import minyak swasta biar importir jelek pertamina oplos etanol protes spbu swasta swasta import murni campur etanol etanol turun kerja mesin,negative
@YuriAndriyanto @AntzBrutallica @GNFI Masak gak bisa mbandingin lebih baik mana pake BBM etanol pertamina seharga 13rb dan mesin rusak Atau Pake Bobibos seharga 8700 dan mesin rusak..?,yuriandriyanto antzbrutallica gnfi masak bisa mbandingin lebih baik mana pake etanol pertamina seharga rb mesin rusak atau pake bobibos seharga  mesin rusak,yuriandriyanto antzbrutallica gnfi masak bisa mbandingin lebih baik mana pakai etanol pertamina seharga ribu mesin rusak atau pakai bobibos seharga mesin rusak,"['yuriandriyanto', 'antzbrutallica', 'gnfi', 'masak', 'bisa', 'mbandingin', 'lebih', 'baik', 'mana', 'pakai', 'etanol', 'pertamina', 'seharga', 'ribu', 'mesin', 'rusak', 'atau', 'pakai', 'bobibos', 'seharga', 'mesin', 'rusak']","['yuriandriyanto', 'antzbrutallica', 'gnfi', 'masak', 'mbandingin', 'pakai', 'etanol', 'pertamina', 'seharga', 'ribu', 'mesin', 'rusak', 'pakai', 'bobibos', 'seharga', 'mesin', 'rusak']",yuriandriyanto antzbrutallica gnfi masak mbandingin pakai etanol pertamina harga ribu mesin rusak pakai bobibos harga mesin rusak,neutral
@AntzBrutallica @GNFI Justru harus peduli wak menyangkut permesinan lho wkwkwk Pertamina 10% etanol aja kalian protes masa yg begini malah abai Standar ganda And this statement come from me as pembenci pemangku kebijakan yg tiap hari selalu ngasih kabar jelek.,antzbrutallica gnfi justru harus peduli menyangkut permesinan wkwkwk pertamina etanol kalian protes masa begini malah abai standar ganda this statement come from pembenci pemangku kebijakan tiap hari selalu ngasih kabar jelek,antzbrutallica gnfi justru harus peduli menyangkut permesinan wkwkwk pertamina etanol kalian protes masa begini malah abai standar ganda this statement come from pembenci pemangku kebijakan tiap hari selalu mengasih kabar jelek,"['antzbrutallica', 'gnfi', 'justru', 'harus', 'peduli', 'menyangkut', 'permesinan', 'wkwkwk', 'pertamina', 'etanol', 'kalian', 'protes', 'masa', 'begini', 'malah', 'abai', 'standar', 'ganda', 'this', 'statement', 'come', 'from', 'pembenci', 'pemangku', 'kebijakan', 'tiap', 'hari', 'selalu', 'mengasih', 'kabar', 'jelek']","['antzbrutallica', 'gnfi', 'peduli', 'permesinan', 'wkwkwk', 'pertamina', 'etanol', 'protes', 'abai', 'standar', 'ganda', 'this', 'statement', 'come', 'from', 'pembenci', 'pemangku', 'kebijakan', 'mengasih', 'kabar', 'jelek']",antzbrutallica gnfi peduli mesin wkwkwk pertamina etanol protes abai standar ganda this statement come from benci mang bijak asih kabar jelek,negative
BBM Pertamina dengan Etanol Makin Laris Ini Buktinya https://t.co/0VQ5EsyROa,pertamina dengan etanol makin laris buktinya tcovqesyroa,pertamina dengan etanol makin laris buktinya tcovqesyroa,"['pertamina', 'dengan', 'etanol', 'makin', 'laris', 'buktinya', 'tcovqesyroa']","['pertamina', 'etanol', 'laris', 'buktinya', 'tcovqesyroa']",pertamina etanol laris bukti tcovqesyroa,positive
@Excel_Dee Betul masyarakat belum tahu kalau bobibos ini juga etanol sama dengan pertamina bahkan belum tau etanolnya brp %,exceldee betul masyarakat belum tahu kalau bobibos juga etanol sama dengan pertamina bahkan belum etanolnya,exceldee betul masyarakat belum tahu kalau bobibos juga etanol sama dengan pertamina bahkan belum etanolnya,"['exceldee', 'betul', 'masyarakat', 'belum', 'tahu', 'kalau', 'bobibos', 'juga', 'etanol', 'sama', 'dengan', 'pertamina', 'bahkan', 'belum', 'etanolnya']","['exceldee', 'masyarakat', 'bobibos', 'etanol', 'pertamina', 'etanolnya']",exceldee masyarakat bobibos etanol pertamina etanol,neutral
@e100ss Apakah kalian sudah melakukan riset dan uji kelayakan soal bbm campur etanol? @pertamina @pertamina135 tp alhamdulillah BP makin rame rela antri drpd beli bensin di Pertamina ,ess apakah kalian sudah melakukan riset kelayakan soal campur etanol pertamina pertamina alhamdulillah makin rame rela antri drpd beli bensin pertamina,ess apakah kalian sudah melakukan riset kelayakan soal campur etanol pertamina pertamina alhamdulillah makin rame rela antri daripada beli bensin pertamina,"['ess', 'apakah', 'kalian', 'sudah', 'melakukan', 'riset', 'kelayakan', 'soal', 'campur', 'etanol', 'pertamina', 'pertamina', 'alhamdulillah', 'makin', 'rame', 'rela', 'antri', 'daripada', 'beli', 'bensin', 'pertamina']","['ess', 'riset', 'kelayakan', 'campur', 'etanol', 'pertamina', 'pertamina', 'alhamdulillah', 'rame', 'rela', 'antri', 'beli', 'bensin', 'pertamina']",ess riset layak campur etanol pertamina pertamina alhamdulillah rame rela antri beli bensin pertamina,negative
@hakimsrg jelas2 selain Pertamina yg campur etanol kedua itu maunya 100% base fuel yg menjaga kualitas dari bensin mereka biar makin classy gw beli pertamax gk ada kesan2 mewah ny bjir ngebantu negara malah mereka stab from behind rakyatny yg ngebantu,hakimsrg jelas selain pertamina campur etanol kedua maunya base fuel menjaga kualitas dari bensin mereka biar makin classy beli pertamax kesan mewah bjir ngebantu negara malah mereka stab from behind rakyatny ngebantu,hakimsrg jelas selain pertamina campur etanol kedua maunya base fuel menjaga kualitas dari bensin mereka biar makin classy beli pertamax kesan mewah bjir membantu negara malah mereka stab from behind rakyatny membantu,"['hakimsrg', 'jelas', 'selain', 'pertamina', 'campur', 'etanol', 'kedua', 'maunya', 'base', 'fuel', 'menjaga', 'kualitas', 'dari', 'bensin', 'mereka', 'biar', 'makin', 'classy', 'beli', 'pertamax', 'kesan', 'mewah', 'bjir', 'membantu', 'negara', 'malah', 'mereka', 'stab', 'from', 'behind', 'rakyatny', 'membantu']","['hakimsrg', 'pertamina', 'campur', 'etanol', 'maunya', 'base', 'fuel', 'menjaga', 'kualitas', 'bensin', 'biar', 'classy', 'beli', 'pertamax', 'kesan', 'mewah', 'bjir', 'membantu', 'negara', 'stab', 'from', 'behind', 'rakyatny', 'membantu']",hakimsrg pertamina campur etanol mau base fuel jaga kualitas bensin biar classy beli pertamax kesan mewah bjir bantu negara stab from behind rakyatny bantu,
@hakimsrg Jadi pertanyaan kalau dr Pertamina bensinnya mengandung etanol jg atau tidak?,hakimsrg jadi pertanyaan kalau pertamina bensinnya mengandung etanol atau tidak,hakimsrg jadi pertanyaan kalau pertamina bensinnya mengandung etanol atau tidak,"['hakimsrg', 'jadi', 'pertanyaan', 'kalau', 'pertamina', 'bensinnya', 'mengandung', 'etanol', 'atau', 'tidak']","['hakimsrg', 'pertamina', 'bensinnya', 'mengandung', 'etanol']",hakimsrg pertamina bensin kandung etanol,neutral
Semua akan bioetanol pada waktunya Termasuk yg kemarin marah soal campuran etanol di bBM produksi pertamina... ,semua akan bioetanol pada waktunya termasuk kemarin marah soal campuran etanol produksi pertamina,semua akan bioetanol pada waktunya termasuk kemarin marah soal campuran etanol produksi pertamina,"['semua', 'akan', 'bioetanol', 'pada', 'waktunya', 'termasuk', 'kemarin', 'marah', 'soal', 'campuran', 'etanol', 'produksi', 'pertamina']","['bioetanol', 'kemarin', 'marah', 'campuran', 'etanol', 'produksi', 'pertamina']",bioetanol kemarin marah campur etanol produksi pertamina,neutral
@Steffany_Syn @BANGSAygSUJUD @99propaganda @are_inismyname @arum_melasari @kiwalipitu @Ndons_Back @SBaigin @florieliciouss @xquitavee @tonybulumanu @FDonghun Kl menurutku sih ini tujuan awal mau nyerng Pertamina tp keblabasan . SPBU swasta aja menolak penggunaan etanol pdhl cmn 3 5%. Lah ini bobibos 100% etanol dpt 1000 km jebol itu mesin. Sy sependpt sm km yg diuji coba itu pasti udh campuran sm BB fosil. https://t.co/08LlbrXaKf,steffanysyn bangsaygsujud propaganda areinismyname arummelasari kiwalipitu ndonsback sbaigin florieliciouss xquitavee tonybulumanu fdonghun menurutku tujuan awal nyerng pertamina keblabasan spbu swasta menolak penggunaan etanol pdhl bobibos etanol  jebol mesin sependpt diuji coba pasti campuran fosil tcollbrxakf,steffanysyn bangsaygsujud propaganda areinismyname arummelasari kiwalipitu ndonsback sbaigin florieliciouss xquitavee tonybulumanu fdonghun menurutku tujuan awal nyerng pertamina keblabasan spbu swasta menolak penggunaan etanol padahal bobibos etanol jebol mesin sependpt diuji coba pasti campuran fosil tcollbrxakf,"['steffanysyn', 'bangsaygsujud', 'propaganda', 'areinismyname', 'arummelasari', 'kiwalipitu', 'ndonsback', 'sbaigin', 'florieliciouss', 'xquitavee', 'tonybulumanu', 'fdonghun', 'menurutku', 'tujuan', 'awal', 'nyerng', 'pertamina', 'keblabasan', 'spbu', 'swasta', 'menolak', 'penggunaan', 'etanol', 'padahal', 'bobibos', 'etanol', 'jebol', 'mesin', 'sependpt', 'diuji', 'coba', 'pasti', 'campuran', 'fosil', 'tcollbrxakf']","['steffanysyn', 'bangsaygsujud', 'propaganda', 'areinismyname', 'arummelasari', 'kiwalipitu', 'ndonsback', 'sbaigin', 'florieliciouss', 'xquitavee', 'tonybulumanu', 'fdonghun', 'menurutku', 'tujuan', 'nyerng', 'pertamina', 'keblabasan', 'spbu', 'swasta', 'menolak', 'penggunaan', 'etanol', 'bobibos', 'etanol', 'jebol', 'mesin', 'sependpt', 'diuji', 'coba', 'campuran', 'fosil', 'tcollbrxakf']",steffanysyn bangsaygsujud propaganda areinismyname arummelasari kiwalipitu ndonsback sbaigin florieliciouss xquitavee tonybulumanu fdonghun turut tuju nyerng pertamina keblabasan spbu swasta tolak guna etanol bobibos etanol jebol mesin sependpt uji coba campur fosil tcollbrxakf,
@yucky_taco67035 @KangManto123 Tidak benar secara umum. Bensin Pertamina seperti Pertamax dirancang aman untuk mesin standar. Klaim kerusakan sering dari hoaks atau BBM oplosan/bercampur etanol berlebih yang bisa korosi pada mesin lawas. Gunakan dari SPBU resmi untuk menghindari risiko. Sumber: Pertamina &amp;,yuckytaco kangmanto tidak benar secara umum bensin pertamina seperti pertamax dirancang aman untuk mesin standar klaim kerusakan sering dari hoaks atau oplosanbercampur etanol berlebih yang bisa korosi pada mesin lawas gunakan dari spbu resmi untuk menghindari risiko sumber pertamina,yuckytaco kangmanto tidak benar secara umum bensin pertamina seperti pertamax dirancang aman untuk mesin standar klaim kerusakan sering dari hoaks atau oplosanbercampur etanol berlebih yang bisa korosi pada mesin lawas gunakan dari spbu resmi untuk menghindari risiko sumber pertamina,"['yuckytaco', 'kangmanto', 'tidak', 'benar', 'secara', 'umum', 'bensin', 'pertamina', 'seperti', 'pertamax', 'dirancang', 'aman', 'untuk', 'mesin', 'standar', 'klaim', 'kerusakan', 'sering', 'dari', 'hoaks', 'atau', 'oplosanbercampur', 'etanol', 'berlebih', 'yang', 'bisa', 'korosi', 'pada', 'mesin', 'lawas', 'gunakan', 'dari', 'spbu', 'resmi', 'untuk', 'menghindari', 'risiko', 'sumber', 'pertamina']","['yuckytaco', 'kangmanto', 'bensin', 'pertamina', 'pertamax', 'dirancang', 'aman', 'mesin', 'standar', 'klaim', 'kerusakan', 'hoaks', 'oplosanbercampur', 'etanol', 'berlebih', 'korosi', 'mesin', 'lawas', 'spbu', 'resmi', 'menghindari', 'risiko', 'sumber', 'pertamina']",yuckytaco kangmanto bensin pertamina pertamax rancang aman mesin standar klaim rusa hoaks oplosanbercampur etanol lebih korosi mesin lawas spbu resmi hindar risiko sumber pertamina,
@pikiran_rakyat Gini dah wkwk itu pertamina make 10% etanol aja motor vario gue suka brebet 1 bulan make full pertamax udah servis injeksi apalagi yang 100%? Bukannya nyepong bahlil tapi doi juga ada benernya harus ada riset lebih dalem lagi apalagi ini murni 100% ,pikiranrakyat gini wkwk pertamina make etanol motor vario suka brebet bulan make full pertamax udah servis injeksi apalagi yang bukannya nyepong bahlil tapi juga benernya harus riset lebih dalem lagi apalagi murni,pikiranrakyat begini wkwk pertamina memakai etanol motor vario suka brebet bulan memakai full pertamax sudah servis injeksi apalagi yang bukannya nyepong bahlil tapi juga benernya harus riset lebih dalem lagi apalagi murni,"['pikiranrakyat', 'begini', 'wkwk', 'pertamina', 'memakai', 'etanol', 'motor', 'vario', 'suka', 'brebet', 'bulan', 'memakai', 'full', 'pertamax', 'sudah', 'servis', 'injeksi', 'apalagi', 'yang', 'bukannya', 'nyepong', 'bahlil', 'tapi', 'juga', 'benernya', 'harus', 'riset', 'lebih', 'dalem', 'lagi', 'apalagi', 'murni']","['pikiranrakyat', 'wkwk', 'pertamina', 'memakai', 'etanol', 'motor', 'vario', 'suka', 'brebet', 'memakai', 'full', 'pertamax', 'servis', 'injeksi', 'nyepong', 'bahlil', 'benernya', 'riset', 'dalem', 'murni']",pikiranrakyat wkwk pertamina pakai etanol motor vario suka brebet pakai full pertamax servis injeksi nyepong bahlil benernya riset dalem murni,neutral
@PartaiSocmed Gini dah wkwk itu pertamina make 10% etanol aja motor vario gue suka brebet 1 bulan make full pertamax udah servis injeksi apalagi yang 100%? Bukannya nyepong bahlil tapi doi juga ada benernya harus ada riset lebih dalem lagi apalagi ini murni 100% tapi yaudah apresiasi aja dlu,partaisocmed gini wkwk pertamina make etanol motor vario suka brebet bulan make full pertamax udah servis injeksi apalagi yang bukannya nyepong bahlil tapi juga benernya harus riset lebih dalem lagi apalagi murni tapi yaudah apresiasi,partaisocmed begini wkwk pertamina memakai etanol motor vario suka brebet bulan memakai full pertamax sudah servis injeksi apalagi yang bukannya nyepong bahlil tapi juga benernya harus riset lebih dalem lagi apalagi murni tapi yaudah apresiasi,"['partaisocmed', 'begini', 'wkwk', 'pertamina', 'memakai', 'etanol', 'motor', 'vario', 'suka', 'brebet', 'bulan', 'memakai', 'full', 'pertamax', 'sudah', 'servis', 'injeksi', 'apalagi', 'yang', 'bukannya', 'nyepong', 'bahlil', 'tapi', 'juga', 'benernya', 'harus', 'riset', 'lebih', 'dalem', 'lagi', 'apalagi', 'murni', 'tapi', 'yaudah', 'apresiasi']","['partaisocmed', 'wkwk', 'pertamina', 'memakai', 'etanol', 'motor', 'vario', 'suka', 'brebet', 'memakai', 'full', 'pertamax', 'servis', 'injeksi', 'nyepong', 'bahlil', 'benernya', 'riset', 'dalem', 'murni', 'yaudah', 'apresiasi']",partaisocmed wkwk pertamina pakai etanol motor vario suka brebet pakai full pertamax servis injeksi nyepong bahlil benernya riset dalem murni yaudah apresiasi,neutral
@kesah_berkeluh @hakimsrg ya itu mah emang batal tapi BP udah beli ke Pertamina berarti udah sesuai standar mereka dong. ini akun BP di Instagram sendiri yang bilang kalau gak mengandung etanol untuk saat ini https://t.co/hYo2ZuEQc8,kesahberkeluh hakimsrg emang batal tapi udah beli pertamina berarti udah sesuai standar mereka dong akun instagram sendiri yang bilang kalau mengandung etanol untuk saat tcohyozueqc,kesahberkeluh hakimsrg memang batal tapi sudah beli pertamina berarti sudah sesuai standar mereka dong akun instagram sendiri yang bilang kalau mengandung etanol untuk saat tcohyozueqc,"['kesahberkeluh', 'hakimsrg', 'memang', 'batal', 'tapi', 'sudah', 'beli', 'pertamina', 'berarti', 'sudah', 'sesuai', 'standar', 'mereka', 'dong', 'akun', 'instagram', 'sendiri', 'yang', 'bilang', 'kalau', 'mengandung', 'etanol', 'untuk', 'saat', 'tcohyozueqc']","['kesahberkeluh', 'hakimsrg', 'batal', 'beli', 'pertamina', 'sesuai', 'standar', 'akun', 'instagram', 'bilang', 'mengandung', 'etanol', 'tcohyozueqc']",kesahberkeluh hakimsrg batal beli pertamina sesuai standar akun instagram bilang kandung etanol tcohyozueqc,
@pertamina yg ngangkut etanol jenisnya yg gmn?,pertamina ngangkut etanol jenisnya,pertamina ngangkut etanol jenisnya,"['pertamina', 'ngangkut', 'etanol', 'jenisnya']","['pertamina', 'ngangkut', 'etanol', 'jenisnya']",pertamina ngangkut etanol jenis,
Vivo &amp; BP tu udah beli bensin dari Pertamina. pas dateng dua kontainer ternyata bensinnya ga memenuhi standar vivo makanya vivo batalin pembelian. tu bensin yang dua kontainer sekarang adalah bensin yang dioplos etanol dijual pertamina biar kendaraan kalian semua modyar.,vivo udah beli bensin dari pertamina dateng kontainer ternyata bensinnya memenuhi standar vivo makanya vivo batalin pembelian bensin yang kontainer sekarang adalah bensin yang dioplos etanol dijual pertamina biar kendaraan kalian semua modyar,vivo sudah beli bensin dari pertamina datang kontainer ternyata bensinnya memenuhi standar vivo makanya vivo batalin pembelian bensin yang kontainer sekarang adalah bensin yang dioplos etanol dijual pertamina biar kendaraan kalian semua modyar,"['vivo', 'sudah', 'beli', 'bensin', 'dari', 'pertamina', 'datang', 'kontainer', 'ternyata', 'bensinnya', 'memenuhi', 'standar', 'vivo', 'makanya', 'vivo', 'batalin', 'pembelian', 'bensin', 'yang', 'kontainer', 'sekarang', 'adalah', 'bensin', 'yang', 'dioplos', 'etanol', 'dijual', 'pertamina', 'biar', 'kendaraan', 'kalian', 'semua', 'modyar']","['vivo', 'beli', 'bensin', 'pertamina', 'kontainer', 'bensinnya', 'memenuhi', 'standar', 'vivo', 'vivo', 'batalin', 'pembelian', 'bensin', 'kontainer', 'bensin', 'dioplos', 'etanol', 'dijual', 'pertamina', 'biar', 'kendaraan', 'modyar']",vivo beli bensin pertamina kontainer bensin penuh standar vivo vivo batalin beli bensin kontainer bensin oplos etanol jual pertamina biar kendara modyar,
@hakimsrg @grok gimana sih cara obyektif ngecek kualitas BBM sendiri tanpa lab mahal? Terus kenapa ya banyak yang bilang BP sekarang lebih boros setelah beli base fuel dari Pertamina? Apa karena etanol atau sulfur atau cuma faktor psikologis gara gara gak suka Pertamina? Lalu kebijakan,hakimsrg grok gimana cara obyektif ngecek kualitas sendiri tanpa mahal terus kenapa banyak yang bilang sekarang lebih boros setelah beli base fuel dari pertamina karena etanol atau sulfur atau cuma faktor psikologis gara gara suka pertamina lalu kebijakan,hakimsrg grok bagaimana cara obyektif mengecek kualitas sendiri tanpa mahal terus kenapa banyak yang bilang sekarang lebih boros setelah beli base fuel dari pertamina karena etanol atau sulfur atau cuma faktor psikologis gara gara suka pertamina lalu kebijakan,"['hakimsrg', 'grok', 'bagaimana', 'cara', 'obyektif', 'mengecek', 'kualitas', 'sendiri', 'tanpa', 'mahal', 'terus', 'kenapa', 'banyak', 'yang', 'bilang', 'sekarang', 'lebih', 'boros', 'setelah', 'beli', 'base', 'fuel', 'dari', 'pertamina', 'karena', 'etanol', 'atau', 'sulfur', 'atau', 'cuma', 'faktor', 'psikologis', 'gara', 'gara', 'suka', 'pertamina', 'lalu', 'kebijakan']","['hakimsrg', 'grok', 'obyektif', 'mengecek', 'kualitas', 'mahal', 'bilang', 'boros', 'beli', 'base', 'fuel', 'pertamina', 'etanol', 'sulfur', 'faktor', 'psikologis', 'gara', 'gara', 'suka', 'pertamina', 'kebijakan']",hakimsrg grok obyektif ecek kualitas mahal bilang boros beli base fuel pertamina etanol sulfur faktor psikologis gara gara suka pertamina bijak,
