Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
"pengen ganti nomor ribetnya minta ampun, minta kode OTP selalu ada kesalahan.👎",pengen ganti nomor ribetnya minta ampun minta kode selalu kesalahan,pengin ganti nomor ribetnya meminta ampun meminta kode selalu kesalahan,"['pengin', 'ganti', 'nomor', 'ribetnya', 'meminta', 'ampun', 'meminta', 'kode', 'selalu', 'kesalahan']","['pengin', 'ganti', 'nomor', 'ribetnya', 'ampun', 'kode', 'kesalahan']",pengin ganti nomor ribetnya ampun kode salah,-3,negative
"kak acc aku ,aku mau kredit tapi selalu ditolak,acc plis bingung kalo hrs ditolak trs🥺🥺",kredit tapi selalu ditolakacc plis bingung kalo ditolak,kredit tapi selalu ditolakacc plis bingung kalau ditolak,"['kredit', 'tapi', 'selalu', 'ditolakacc', 'plis', 'bingung', 'kalau', 'ditolak']","['kredit', 'ditolakacc', 'plis', 'bingung', 'ditolak']",kredit ditolakacc plis bingung tolak,-4,negative
oklah,oklah,oklah,['oklah'],['oklah'],oklah,0,neutral
cukup membantu,cukup membantu,cukup membantu,"['cukup', 'membantu']",['membantu'],bantu,3,positive
aku suka apk ini,suka,suka,['suka'],['suka'],suka,3,positive
agak lemot,agak lemot,agak lemot,"['agak', 'lemot']",['lemot'],lot,-5,negative
mudah di gunakan dan proseny cepat,mudah gunakan proseny cepat,mudah gunakan proseny cepat,"['mudah', 'gunakan', 'proseny', 'cepat']","['mudah', 'proseny', 'cepat']",mudah proseny cepat,7,positive
"kurang nyaman, susah buat ganti ganti akun",kurang nyaman susah buat ganti ganti akun,kurang nyaman susah buat ganti ganti akun,"['kurang', 'nyaman', 'susah', 'buat', 'ganti', 'ganti', 'akun']","['nyaman', 'susah', 'ganti', 'ganti', 'akun']",nyaman susah ganti ganti akun,7,positive
Aplikasinya sangat bagus,aplikasinya sangat bagus,aplikasinya sangat bagus,"['aplikasinya', 'sangat', 'bagus']","['aplikasinya', 'bagus']",aplikasi bagus,-2,negative
serba bisaa,serba bisaa,serba bisa,"['serba', 'bisa']",['serba'],serba,0,neutral
jos bagus dan membantu,bagus membantu,bagus membantu,"['bagus', 'membantu']","['bagus', 'membantu']",bagus bantu,5,positive
sangat membantu ok mantap,sangat membantu mantap,sangat membantu mantap,"['sangat', 'membantu', 'mantap']","['membantu', 'mantap']",bantu mantap,8,positive
"boleh di coba, kalau tidak terbukti silahkan uninstall kalau saya sejauh ini masih sangat puas belum ada aplikasi pesaing yang bisa gantikan shoopee dan fiturnya di hati dan kehidupan sehari-hari saya. kalau kamu saya gak tau coba cek ke diri kamu sendiri aja jangan ikutan orang nyamannya kamu dimna. kalau aku disini",boleh coba kalau tidak terbukti silahkan uninstall kalau saya sejauh masih sangat puas belum aplikasi pesaing yang bisa gantikan shoopee fiturnya hati kehidupan seharihari saya kalau kamu saya coba diri kamu sendiri jangan ikutan orang nyamannya kamu dimna kalau disini,boleh coba kalau tidak terbukti silakan uninstall kalau saya sejauh masih sangat puas belum aplikasi pesaing yang bisa gantikan shoopee fiturnya hati kehidupan seharihari saya kalau kamu saya coba diri kamu sendiri jangan ikutan orang nyamannya kamu dimna kalau disini,"['boleh', 'coba', 'kalau', 'tidak', 'terbukti', 'silakan', 'uninstall', 'kalau', 'saya', 'sejauh', 'masih', 'sangat', 'puas', 'belum', 'aplikasi', 'pesaing', 'yang', 'bisa', 'gantikan', 'shoopee', 'fiturnya', 'hati', 'kehidupan', 'seharihari', 'saya', 'kalau', 'kamu', 'saya', 'coba', 'diri', 'kamu', 'sendiri', 'jangan', 'ikutan', 'orang', 'nyamannya', 'kamu', 'dimna', 'kalau', 'disini']","['coba', 'terbukti', 'silakan', 'uninstall', 'puas', 'aplikasi', 'pesaing', 'gantikan', 'shoopee', 'fiturnya', 'hati', 'kehidupan', 'seharihari', 'coba', 'ikutan', 'orang', 'nyamannya', 'dimna']",coba bukti sila uninstall puas aplikasi saing ganti shoopee fiturnya hati hidup seharihari coba ikut orang nyaman dimna,9,positive
aplikasi yg sangat berguna,aplikasi sangat berguna,aplikasi sangat berguna,"['aplikasi', 'sangat', 'berguna']","['aplikasi', 'berguna']",aplikasi guna,-3,negative
kereeeeen,kereeeeen,keren,['keren'],['keren'],keren,0,neutral
Mantul,mantul,mantul,['mantul'],['mantul'],mantul,0,neutral
love sakebon,love sakebon,love sakebon,"['love', 'sakebon']","['love', 'sakebon']",love sakebon,5,positive
bagus ..,bagus,bagus,['bagus'],['bagus'],bagus,2,positive
shopee kasi aku playleter,shopee kasi playleter,shopee kasih playleter,"['shopee', 'kasih', 'playleter']","['shopee', 'kasih', 'playleter']",shopee kasih playleter,2,positive
love you,love,love,['love'],['love'],love,5,positive
nice,nice,nice,['nice'],['nice'],nice,4,positive
Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu,3,positive
reguler pra bayar pun TELAT BRUTAL,reguler bayar telat brutal,reguler bayar telat brutal,"['reguler', 'bayar', 'telat', 'brutal']","['reguler', 'bayar', 'telat', 'brutal']",reguler bayar telat brutal,-9,negative
sangat membantu sekali...mantap,sangat membantu sekalimantap,sangat membantu sekalimantap,"['sangat', 'membantu', 'sekalimantap']","['membantu', 'sekalimantap']",bantu sekalimantap,3,positive
semua jadi lebih mudah dengan Shoppe pay,semua jadi lebih mudah dengan shoppe,semua jadi lebih mudah dengan shoppe,"['semua', 'jadi', 'lebih', 'mudah', 'dengan', 'shoppe']","['mudah', 'shoppe']",mudah shoppe,4,positive
"Suka berguna praktis, program & internalnya lebih fleksibel dipakai,bebas iklan,bug,ataupun lelet,cepat bila dijalankan & mengakses smua menu2nya.Tapi di sayangkan pernah juga dipake terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil,terkadang perputarannya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini & yg lain-lainnya sesuai pengalaman transaksi sukses,,masukan tuk perkembangannya dibenahi lebih bersinergi semuan.",suka berguna praktis program internalnya lebih fleksibel dipakaibebas iklanbugataupun leletcepat bila dijalankan mengakses smua menunyatapi sayangkan pernah juga dipake terkadang agak sulit membukanya saat koneksi lagi buruk tidak stabilterkadang perputarannya lambat banget cuma berputarputar saja mungkin cuma yang biasa terjadi apps lainlainnya sesuai pengalaman transaksi suksesmasukan perkembangannya dibenahi lebih bersinergi semuan,suka berguna praktis program internalnya lebih fleksibel dipakaibebas iklanbugataupun leletcepat bila dijalankan mengakses semua menunyatapi sayangkan pernah juga dipakai terkadang agak sulit membukanya saat koneksi lagi buruk tidak stabilterkadang perputarannya lambat banget cuma berputarputar saja mungkin cuma yang biasa terjadi apps lainlainnya sesuai pengalaman transaksi suksesmasukan perkembangannya dibenahi lebih bersinergi semuan,"['suka', 'berguna', 'praktis', 'program', 'internalnya', 'lebih', 'fleksibel', 'dipakaibebas', 'iklanbugataupun', 'leletcepat', 'bila', 'dijalankan', 'mengakses', 'semua', 'menunyatapi', 'sayangkan', 'pernah', 'juga', 'dipakai', 'terkadang', 'agak', 'sulit', 'membukanya', 'saat', 'koneksi', 'lagi', 'buruk', 'tidak', 'stabilterkadang', 'perputarannya', 'lambat', 'banget', 'cuma', 'berputarputar', 'saja', 'mungkin', 'cuma', 'yang', 'biasa', 'terjadi', 'apps', 'lainlainnya', 'sesuai', 'pengalaman', 'transaksi', 'suksesmasukan', 'perkembangannya', 'dibenahi', 'lebih', 'bersinergi', 'semuan']","['suka', 'berguna', 'praktis', 'program', 'internalnya', 'fleksibel', 'dipakaibebas', 'iklanbugataupun', 'leletcepat', 'dijalankan', 'mengakses', 'menunyatapi', 'sayangkan', 'dipakai', 'terkadang', 'sulit', 'membukanya', 'koneksi', 'buruk', 'stabilterkadang', 'perputarannya', 'lambat', 'banget', 'berputarputar', 'apps', 'lainlainnya', 'sesuai', 'pengalaman', 'transaksi', 'suksesmasukan', 'perkembangannya', 'dibenahi', 'bersinergi', 'semuan']",suka guna praktis program internal fleksibel dipakaibebas iklanbugataupun leletcepat jalan akses menunyatapi sayang pakai terkadang sulit buka koneksi buruk stabilterkadang putar lambat banget berputarputar apps lainlainnya sesuai alam transaksi suksesmasukan kembang benah sinergi semu,33,positive
Nggak bisa buat bayar quaris padahal udah update dan hapus data cache. Kesalahan sistem terus👎👎👎,nggak bisa buat bayar quaris padahal udah update hapus data cache kesalahan sistem terus,tidak bisa buat bayar quaris padahal sudah update hapus data cache kesalahan sistem terus,"['tidak', 'bisa', 'buat', 'bayar', 'quaris', 'padahal', 'sudah', 'update', 'hapus', 'data', 'cache', 'kesalahan', 'sistem', 'terus']","['bayar', 'quaris', 'update', 'hapus', 'data', 'cache', 'kesalahan', 'sistem']",bayar quaris update hapus data cache salah sistem,-13,negative
ganggu banget ih lagi main game serius seriusnya malah muncul iklan ini mulu mana langsung masuk ke aplikasi nyaaa 😭,ganggu banget lagi main game serius seriusnya malah muncul iklan mulu mana langsung masuk aplikasi nyaaa,ganggu banget lagi main game serius seriusnya malah muncul iklan mulu mana langsung masuk aplikasi nya,"['ganggu', 'banget', 'lagi', 'main', 'game', 'serius', 'seriusnya', 'malah', 'muncul', 'iklan', 'mulu', 'mana', 'langsung', 'masuk', 'aplikasi', 'nya']","['ganggu', 'banget', 'main', 'game', 'serius', 'seriusnya', 'muncul', 'iklan', 'mulu', 'langsung', 'masuk', 'aplikasi', 'nya']",ganggu banget main game serius serius muncul iklan mulu langsung masuk aplikasi nya,-10,negative
Aplikasi Paling Best Pokoknya😇😇😇,aplikasi paling best pokoknya,aplikasi paling best pokoknya,"['aplikasi', 'paling', 'best', 'pokoknya']","['aplikasi', 'best', 'pokoknya']",aplikasi best pokok,-1,negative
"Minta update, m-mulu HBSin kuota.. otw hapus atuh•!🙏🥺",minta update mmulu hbsin kuota hapus atuh,meminta update mmulu hbsin kuota hapus atuh,"['meminta', 'update', 'mmulu', 'hbsin', 'kuota', 'hapus', 'atuh']","['update', 'mmulu', 'hbsin', 'kuota', 'hapus', 'atuh']",update mmulu hbsin kuota hapus atuh,-6,negative
"Pokoknya bagus juga harga,terjangkau.programnya & internalnya lebih bekerja dgn baik,bebas iklan,bug,ataupun lelet,cepatlah ketika dijalankan & mengakses smua menu2nya.Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi mantap,masukan tuk bagusnya dibenahi segalanya👍.",pokoknya bagus juga hargaterjangkauprogramnya internalnya lebih bekerja baikbebas iklanbugataupun leletcepatlah ketika dijalankan mengakses smua menunyatapi sayangkan sering ketika dipakai terkadang agak sulit membukanya saat koneksi lagi buruk tidak stabil terkadang loadingnya lambat banget cuma berputarputar saja mungkin cuma yang biasa terjadi apps yang lainlainnya sesuai pengalaman transaksi mantapmasukan bagusnya dibenahi segalanya,pokoknya bagus juga hargaterjangkauprogramnya internalnya lebih bekerja baikbebas iklanbugataupun leletcepatlah ketika dijalankan mengakses semua menunyatapi sayangkan sering ketika dipakai terkadang agak sulit membukanya saat koneksi lagi buruk tidak stabil terkadang loadingnya lambat banget cuma berputarputar saja mungkin cuma yang biasa terjadi apps yang lainlainnya sesuai pengalaman transaksi mantapmasukan bagusnya dibenahi segalanya,"['pokoknya', 'bagus', 'juga', 'hargaterjangkauprogramnya', 'internalnya', 'lebih', 'bekerja', 'baikbebas', 'iklanbugataupun', 'leletcepatlah', 'ketika', 'dijalankan', 'mengakses', 'semua', 'menunyatapi', 'sayangkan', 'sering', 'ketika', 'dipakai', 'terkadang', 'agak', 'sulit', 'membukanya', 'saat', 'koneksi', 'lagi', 'buruk', 'tidak', 'stabil', 'terkadang', 'loadingnya', 'lambat', 'banget', 'cuma', 'berputarputar', 'saja', 'mungkin', 'cuma', 'yang', 'biasa', 'terjadi', 'apps', 'yang', 'lainlainnya', 'sesuai', 'pengalaman', 'transaksi', 'mantapmasukan', 'bagusnya', 'dibenahi', 'segalanya']","['pokoknya', 'bagus', 'hargaterjangkauprogramnya', 'internalnya', 'baikbebas', 'iklanbugataupun', 'leletcepatlah', 'dijalankan', 'mengakses', 'menunyatapi', 'sayangkan', 'dipakai', 'terkadang', 'sulit', 'membukanya', 'koneksi', 'buruk', 'stabil', 'terkadang', 'loadingnya', 'lambat', 'banget', 'berputarputar', 'apps', 'lainlainnya', 'sesuai', 'pengalaman', 'transaksi', 'mantapmasukan', 'bagusnya', 'dibenahi']",pokok bagus hargaterjangkauprogramnya internal baikbebas iklanbugataupun leletcepatlah jalan akses menunyatapi sayang pakai terkadang sulit buka koneksi buruk stabil terkadang loadingnya lambat banget berputarputar apps lainlainnya sesuai alam transaksi mantapmasukan bagus benah,32,positive
good apk,good,good,['good'],['good'],good,5,positive
tolong hapus seluruh data saya yh terdaftar di Shopeepay ini.. saya gk jadi ajukan pinjaman..alasannya baru instal apk ini.. baru daftar langsung di tolak ..dgn alasan tidak dapat memberikan pinjaman. padahal saya blm mengajukan pinjaman . yaa sudah saya hapus lagi aja apk ini untuk apalagi percumah...,tolong hapus seluruh data saya terdaftar shopeepay saya jadi ajukan pinjamanalasannya baru instal baru daftar langsung tolak alasan tidak dapat memberikan pinjaman padahal saya mengajukan pinjaman sudah saya hapus lagi untuk apalagi percumah,tolong hapus seluruh data saya terdaftar shopeepay saya jadi ajukan pinjamanalasannya baru instal baru daftar langsung tolak alasan tidak dapat memberikan pinjaman padahal saya mengajukan pinjaman sudah saya hapus lagi untuk apalagi percumah,"['tolong', 'hapus', 'seluruh', 'data', 'saya', 'terdaftar', 'shopeepay', 'saya', 'jadi', 'ajukan', 'pinjamanalasannya', 'baru', 'instal', 'baru', 'daftar', 'langsung', 'tolak', 'alasan', 'tidak', 'dapat', 'memberikan', 'pinjaman', 'padahal', 'saya', 'mengajukan', 'pinjaman', 'sudah', 'saya', 'hapus', 'lagi', 'untuk', 'apalagi', 'percumah']","['tolong', 'hapus', 'data', 'terdaftar', 'shopeepay', 'ajukan', 'pinjamanalasannya', 'instal', 'daftar', 'langsung', 'tolak', 'alasan', 'pinjaman', 'mengajukan', 'pinjaman', 'hapus', 'percumah']",tolong hapus data daftar shopeepay aju pinjamanalasannya instal daftar langsung tolak alas pinjam aju pinjam hapus percumah,-11,negative
"apk nya simple dan bagus buat transaksi,terima kasih",simple bagus buat transaksiterima kasih,simple bagus buat transaksiterima kasih,"['simple', 'bagus', 'buat', 'transaksiterima', 'kasih']","['simple', 'bagus', 'transaksiterima', 'kasih']",simple bagus transaksiterima kasih,7,positive
wihh keren,wihh keren,wih keren,"['wih', 'keren']","['wih', 'keren']",wih keren,0,neutral
belanja paling enak dsini 😊,belanja paling enak dsini,belanja paling enak disini,"['belanja', 'paling', 'enak', 'disini']","['belanja', 'enak']",belanja enak,7,positive
Terima kasih,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']",terima kasih,4,positive
okey sih,okey,okey,['okey'],['okey'],okey,0,neutral
saran buat shopeepay saat kirim sesama shopee pay kalau bisa di tampilkan nama dan no penerima kan tujuan.nya buat bukti,saran buat shopeepay saat kirim sesama shopee kalau bisa tampilkan nama penerima tujuannya buat bukti,saran buat shopeepay saat kirim sesama shopee kalau bisa tampilkan nama penerima tujuannya buat bukti,"['saran', 'buat', 'shopeepay', 'saat', 'kirim', 'sesama', 'shopee', 'kalau', 'bisa', 'tampilkan', 'nama', 'penerima', 'tujuannya', 'buat', 'bukti']","['saran', 'shopeepay', 'kirim', 'shopee', 'tampilkan', 'nama', 'penerima', 'tujuannya', 'bukti']",saran shopeepay kirim shopee tampil nama terima tuju bukti,7,positive
sangat menarik dan mempermudah untuk pembayaran,sangat menarik mempermudah untuk pembayaran,sangat menarik mempermudah untuk pembayaran,"['sangat', 'menarik', 'mempermudah', 'untuk', 'pembayaran']","['menarik', 'mempermudah', 'pembayaran']",tarik mudah bayar,7,positive
good loh,good,good,['good'],['good'],good,5,positive
ada diamond geratis,diamond geratis,diamond geratis,"['diamond', 'geratis']","['diamond', 'geratis']",diamond gerat,3,positive
sangat memudahkan untuk bertransaksi,sangat memudahkan untuk bertransaksi,sangat memudahkan untuk bertransaksi,"['sangat', 'memudahkan', 'untuk', 'bertransaksi']","['memudahkan', 'bertransaksi']",mudah transaksi,8,positive
Sangat membantu utk segala proses pembayaran transaksi keuangan sy khususnya utk media pembayaran..,sangat membantu segala proses pembayaran transaksi keuangan khususnya media pembayaran,sangat membantu segala proses pembayaran transaksi keuangan khususnya media pembayaran,"['sangat', 'membantu', 'segala', 'proses', 'pembayaran', 'transaksi', 'keuangan', 'khususnya', 'media', 'pembayaran']","['membantu', 'proses', 'pembayaran', 'transaksi', 'keuangan', 'media', 'pembayaran']",bantu proses bayar transaksi uang media bayar,10,positive
apk mantapp lancar Jaya.. kpn Shopee pinjam lolos min?? saya sdh rajin belanja.. saya perlu spinjam untuk usaha warung agar berkembang ke dpn.. semoga di dengarkan keluh kesah saya,mantapp lancar jaya shopee pinjam lolos saya rajin belanja saya perlu spinjam untuk usaha warung agar berkembang semoga dengarkan keluh kesah saya,mantap lancar jaya shopee pinjam lolos saya rajin belanja saya perlu spinjam untuk usaha warung agar berkembang semoga dengarkan keluh kesah saya,"['mantap', 'lancar', 'jaya', 'shopee', 'pinjam', 'lolos', 'saya', 'rajin', 'belanja', 'saya', 'perlu', 'spinjam', 'untuk', 'usaha', 'warung', 'agar', 'berkembang', 'semoga', 'dengarkan', 'keluh', 'kesah', 'saya']","['mantap', 'lancar', 'jaya', 'shopee', 'pinjam', 'lolos', 'rajin', 'belanja', 'spinjam', 'usaha', 'warung', 'berkembang', 'semoga', 'dengarkan', 'keluh', 'kesah']",mantap lancar jaya shopee pinjam lolos rajin belanja spinjam usaha warung kembang moga dengar keluh kesah,24,positive
mantap mudah 🥰,mantap mudah,mantap mudah,"['mantap', 'mudah']","['mantap', 'mudah']",mantap mudah,9,positive
sangat canggih,sangat canggih,sangat canggih,"['sangat', 'canggih']",['canggih'],canggih,0,neutral
bagus praktis,bagus praktis,bagus praktis,"['bagus', 'praktis']","['bagus', 'praktis']",bagus praktis,6,positive
membuat jadi lebih mudah dan praktis,membuat jadi lebih mudah praktis,membuat jadi lebih mudah praktis,"['membuat', 'jadi', 'lebih', 'mudah', 'praktis']","['mudah', 'praktis']",mudah praktis,8,positive
Terima kasih... dengan Shopee saya bisa menambah wawasan baru dalam transaksi digital,terima kasih dengan shopee saya bisa menambah wawasan baru dalam transaksi digital,terima kasih dengan shopee saya bisa menambah wawasan baru dalam transaksi digital,"['terima', 'kasih', 'dengan', 'shopee', 'saya', 'bisa', 'menambah', 'wawasan', 'baru', 'dalam', 'transaksi', 'digital']","['terima', 'kasih', 'shopee', 'menambah', 'wawasan', 'transaksi', 'digital']",terima kasih shopee tambah wawas transaksi digital,11,positive
