full_text,teks_bersih,label,steming_data
@Ngadinopanser @bangherwin Kebijakan negara sering bikin susah rakyat karena lahir dari ego politik atau visi ambisius tanpa analisis risikonya yang matang. Di kasus etanol campur BBM niat hemat impor dan ramah lingkungan mulia tapi tanpa infrastruktur Pertamina siap malah picu harga naik kerusakan,Ngadinopanser bangherwin Kebijakan negara sering bikin susah rakyat karena lahir dari politik atau visi ambisius tanpa analisis risikonya yang matang kasus etanol campur niat hemat impor ramah lingkungan mulia tapi tanpa infrastruktur Pertamina siap malah picu harga naik kerusakan,negative,
Ngotot nyampurin etanol ke BBM tanpa beresin dulu infrastruktur Pertamina itu kayak maksa orang minum obat cacing padahal lagi demam: salah sasaran salah timing dan jelas bukan solusi. Bukti bahwa kebijakan di Indonesia saat ini selalu lahir dari ego bukan dari nalar. https://t.co/tn7DtM5Xt6,Ngotot nyampurin etanol tanpa beresin dulu infrastruktur Pertamina kayak maksa orang minum obat cacing padahal lagi demam salah sasaran salah timing jelas bukan solusi Bukti bahwa kebijakan Indonesia saat selalu lahir dari bukan dari nalar httpstcotn7DtM5Xt6,negative,
@blackshark7890 Bahlil sengaja buat kegaduhan di masyarakat. termul mcm dia sdh layak dipecat Presiden @prabowo. sejatinya dia bersama pertamina hanya ingin cari keuntungan utk tutupi dana di pertamina yg banyak raib krn dipakai buat biayai ambisimulyono. itu bkn etanol tp air biasa @msaid_didu,blackshark7890 Bahlil sengaja buat kegaduhan masyarakat termul layak dipecat Presiden prabowo sejatinya bersama pertamina hanya ingin cari keuntungan tutupi dana pertamina banyak raib dipakai buat biayai ambisimulyono etanol biasa msaid_didu,negative,
@blackshark7890 Pola ngoplos BBM fix kelakuan pertamina yg di rekomendasi si bahlil bahlul. jgn kan oplos dgn etanol dioplos dgn air biasa jg bisa. dr video tsb bisa di test klu air tsb bkn ethanol tp air biasa. #bahlilbahlul,blackshark7890 Pola ngoplos kelakuan pertamina rekomendasi bahlil bahlul oplos etanol dioplos biasa bisa video bisa test ethanol biasa bahlilbahlul,negative,
@KangManto123 Jangan buta dan tuli @pertamina. Benerin kwalitas udh kemarin Pertamax rasa pertalite. Sekarang perlite ada etanol. Udh satu-satu jdi perusahaan penyedia BBM malah amatir. Maluuuuu aku tuh BUMN Indonesia model ky gini,KangManto123 Jangan buta tuli pertamina Benerin kwalitas kemarin Pertamax rasa pertalite Sekarang perlite etanol satusatu perusahaan penyedia malah amatir Maluuuuu BUMN Indonesia model gini,negative,
Pertamina banyak amat kasusnya ga selesai2. Ini yang pertalite dicampur etanol benar gak @grok kok motorku juga brebet2. Mau beli bensin jadi bingung,Pertamina banyak amat kasusnya selesai2 yang pertalite dicampur etanol benar grok motorku juga brebet2 beli bensin jadi bingung,negative,
Bahlil Etanol masa lalu nya kelam seperti kelamnya masa depan Pertamina. Kapan #PecatBahlil ??,Bahlil Etanol masa lalu kelam seperti kelamnya masa depan Pertamina Kapan PecatBahlil,negative,
@PUTRY_NUSANTARA Sepertinya Pertamina gak mampu utk ngomong ke bahlul kalau hasil dari ngoplos prtlite dng etanol akan berdampak pada mesin roda dua dan roda empat dasar bahlul botol dungu..!!,PUTRY_NUSANTARA Sepertinya Pertamina mampu ngomong bahlul kalau hasil dari ngoplos prtlite etanol akan berdampak pada mesin roda roda empat dasar bahlul botol dungu,negative,
ETANOL itu tidak berbahaya klu di olah di negara yg waras.... Masalahnya bukan di ETANOL tapi perusahaan yg mengolah nya yaitu Pertamina. Kita pernah di prenk Pertamax oplosan.... https://t.co/eAViYjTjYe,ETANOL tidak berbahaya olah negara waras Masalahnya bukan ETANOL tapi perusahaan mengolah yaitu Pertamina Kita pernah prenk Pertamax oplosan httpstcoeAViYjTjYe,negative,
habis jemput ibu gara gara motornya mogok dijalan dan ternyata bener jd salah satu korban pertamina. bensin bisa bisanya di oplos sama etanol pantes aja gua cek tadi tangki bensinnya atasnya kayak ada air bening,habis jemput gara gara motornya mogok dijalan ternyata bener salah satu korban pertamina bensin bisa bisanya oplos sama etanol pantes tadi tangki bensinnya atasnya kayak bening,negative,
@ARSIPAJA Kan b2b business pertamina buat nguntungin business suku cadang kendaraan bermotor yg terdampak etanol. Emg anjing,ARSIPAJA business pertamina buat nguntungin business suku cadang kendaraan bermotor terdampak etanol anjing,negative,
@blaugrana1O Standar Pertamina yg jelek Artinya karena dioplos etanol Gitu aja kok gak paham,blaugrana1O Standar Pertamina jelek Artinya karena dioplos etanol Gitu paham,negative,
Tolak BBM Etanol Pertamina. #TolakBBMEtanolPertamina #PecatBahlil,Tolak Etanol Pertamina TolakBBMEtanolPertamina PecatBahlil,negative,
@pertamina noh etanol benerin kontol,pertamina etanol benerin kontol,negative,
@bahlillahadalia Lo yang bikin ulah malah @pertamina yang harus tanggung jawab ke kendaraan korban bbm di oplos pake etanol. @prabowo @Gerindra udah pada sakit jiwa kali menteri lo wo. Tiap hari cuma bikin susah rakyat aja kerjaanya,bahlillahadalia yang bikin ulah malah pertamina yang harus tanggung jawab kendaraan korban oplos pake etanol prabowo Gerindra udah pada sakit jiwa kali menteri Tiap hari cuma bikin susah rakyat kerjaanya,negative,
@putrasensei @SosmedAnu Situasi ini menggambarkan ledakan kerusakan motor di Jawa Timur setelah isi Pertalite Pertamina diduga tercampur air atau etanol yang bikin injektor rusak massal. Bengkel-bengkel jadi ramai konsumen mogok sehingga pengusaha dapat cuan melimpah dari perbaikan. Meme itu ironis,putrasensei SosmedAnu Situasi menggambarkan ledakan kerusakan motor Jawa Timur setelah Pertalite Pertamina diduga tercampur atau etanol yang bikin injektor rusak massal Bengkelbengkel jadi ramai konsumen mogok sehingga pengusaha dapat cuan melimpah dari perbaikan Meme ironis,negative,
bensin mengandung etanol hasil pertamina impor yang rencana dibuang ke swasta so pasti tidak mau. tidak ada trust kepada mentri esdm yang katanya bisa kerja tapi mulutnya saja (beda dengan mulut pak baya). mobil keluaran terbaru masih sanggup minum bensin etanol mobil tua? mati,bensin mengandung etanol hasil pertamina impor yang rencana dibuang swasta pasti tidak tidak trust kepada mentri esdm yang katanya bisa kerja tapi mulutnya saja beda dengan mulut baya mobil keluaran terbaru masih sanggup minum bensin etanol mobil mati,negative,
@tempodotco Diduga @bahlillahadalia mmg SDH menyiapkan supplier etanol miliknya utk supply @pertamina. Jadi wajar dia MEMAKSAKAN KEHENDAK baik ke WNI maupun ke SPBU swasta. Saya tetap pilih SPBU swasta. Percaya ke Bahlil itu musyrik. @Shell,tempodotco Diduga bahlillahadalia menyiapkan supplier etanol miliknya supply pertamina Jadi wajar MEMAKSAKAN KEHENDAK baik maupun SPBU swasta Saya tetap pilih SPBU swasta Percaya Bahlil musyrik Shell,negative,
MBG digembosi LBP Pertamina ETANOL digembosi BAHLIL Kok masih belom sadar² sih pak @prabowo @bang_dasco @Gerindra,digembosi Pertamina ETANOL digembosi BAHLIL masih belom sadar² prabowo bang_dasco Gerindra,negative,
@somexthread @sapajabowleh BBM JENIS PERTALITE PERTAMINA YG ADA DIPASARAN MMG KUALITASNYA TDK STANDAR (ADA PENCAMPURAN ETANOL AIR UDARA &amp; BAHAN ADITIF LAIN) SHG KANDUNGAN GAS SULFURNYA TINGGI. INI SGT MERUGIKAN KONSUMEN KRN DAMPAKNYA RESIKO KERUSAKAN MESIN TINGGI. SDH TERJADI BERULANG'. DASAR MALING!,somexthread sapajabowleh JENIS PERTALITE PERTAMINA DIPASARAN KUALITASNYA STANDAR PENCAMPURAN ETANOL UDARA BAHAN ADITIF LAIN KANDUNGAN SULFURNYA TINGGI MERUGIKAN KONSUMEN DAMPAKNYA RESIKO KERUSAKAN MESIN TINGGI TERJADI BERULANG DASAR MALING,negative,
@somexthread bukan karena dioplos etanol emang jelek aja bensinnya pertamina,somexthread bukan karena dioplos etanol emang jelek bensinnya pertamina,negative,
@tempodotco Ya ya ya tapi kan ada pasar yg gak mau pake etanol. Gila juga gesernya dari impor 1 pintu pertamina yg gak bisa nyediain barang standar swasta jadi etanol bahaya/gak bahaya.,tempodotco tapi pasar pake etanol Gila juga gesernya dari impor pintu pertamina bisa nyediain barang standar swasta jadi etanol bahayagak bahaya,negative,
@twiramizu dioplos sama etanol emang bahlil anjim ngerusak mesin itu. kudu ganti pake pertamax atoga selain pertamina dah biar aman,twiramizu dioplos sama etanol emang bahlil anjim ngerusak mesin kudu ganti pake pertamax atoga selain pertamina biar aman,negative,
Tolong pak @PurbayaYudhi @mohmahfudmd @prabowo @sudjiwotedjo @luhut_binsar @basuki_btp @ganjarpranowo Untuk pertamina jangan lakukan hal konyol melakukan oplos pertalite dengan etanol akibatnya kendaraan rakyat jadi korban banyak mobil motor rusak karena oplosan pertalite tsb.,Tolong PurbayaYudhi mohmahfudmd prabowo sudjiwotedjo luhut_binsar basuki_btp ganjarpranowo Untuk pertamina jangan lakukan konyol melakukan oplos pertalite dengan etanol akibatnya kendaraan rakyat jadi korban banyak mobil motor rusak karena oplosan pertalite,negative,
@Doneh yang kalian ributin itukan nilai oktannya. pertamina yang adalah sumber dari segalah kadal menambahkan etanol lebih dari 20% disamping menaikan nilai oktan juga memboroskan kantong kalian. sampe situ paham?,Doneh yang kalian ributin itukan nilai oktannya pertamina yang adalah sumber dari segalah kadal menambahkan etanol lebih dari disamping menaikan nilai oktan juga memboroskan kantong kalian sampe situ paham,negative,
bisa ga si ini pertamina kena somasi atau dituntut masyarakat gara-gara pertalite campur etanol ini?,bisa pertamina kena somasi atau dituntut masyarakat garagara pertalite campur etanol,negative,
@hanyarbabini @anunemouse @jimans_ yakin pertamina hanya 10 persen etanol ?,hanyarbabini anunemouse jimans_ yakin pertamina hanya persen etanol,neutral,
Rieke Diah Pitaloka mengkritik impor etanol oleh Pertamina. Jika produksi nasional mampu memasok mengapa tidak dimanfaatkan? #dprri #pdiperjuangan #fraksipdiperjuangan https://t.co/32ro5iujzM,Rieke Diah Pitaloka mengkritik impor etanol oleh Pertamina Jika produksi nasional mampu memasok mengapa tidak dimanfaatkan dprri pdiperjuangan fraksipdiperjuangan httpstco32ro5iujzM,neutral,
Pertamina menilai etanol 70 persen lebih murah dari bensin dan membuka peluang ekonomi baru serta energi ramah lingkungan https://t.co/zjBjw0yi72,Pertamina menilai etanol persen lebih murah dari bensin membuka peluang ekonomi baru serta energi ramah lingkungan httpstcozjBjw0yi72,neutral,
@tanyakanrl 1st cleanser : minyak telon fw : bimoli 12 liter exfo : pertalite ( pertamina ) toner : etanol serum / ampul : kampas oli moist : minyak rem ss : zambuk oil vera semoga bermanfaat,tanyakanrl cleanser minyak telon bimoli liter exfo pertalite pertamina toner etanol serum ampul kampas moist minyak zambuk vera semoga bermanfaat,neutral,
@Ndons_Back @florieliciouss @03__nakula @ardinat4_ @MyPertaminaID @pertamina @Abe_Mukti @andrewenas @Intel_Imut @AskPerplexity oh jelassssss ... sayang aja kenapa hal kek gini sepi ya malah yang rame etanol,Ndons_Back florieliciouss 03__nakula ardinat4_ MyPertaminaID pertamina Abe_Mukti andrewenas Intel_Imut AskPerplexity jelassssss sayang kenapa gini sepi malah yang rame etanol,neutral,
@YuriAndriyanto @AntzBrutallica @GNFI Masak gak bisa mbandingin lebih baik mana pake BBM etanol pertamina seharga 13rb dan mesin rusak Atau Pake Bobibos seharga 8700 dan mesin rusak..?,YuriAndriyanto AntzBrutallica GNFI Masak bisa mbandingin lebih baik mana pake etanol pertamina seharga 13rb mesin rusak Atau Pake Bobibos seharga 8700 mesin rusak,neutral,
@Excel_Dee Betul masyarakat belum tahu kalau bobibos ini juga etanol sama dengan pertamina bahkan belum tau etanolnya brp %,Excel_Dee Betul masyarakat belum tahu kalau bobibos juga etanol sama dengan pertamina bahkan belum etanolnya,neutral,
@hakimsrg Jadi pertanyaan kalau dr Pertamina bensinnya mengandung etanol jg atau tidak?,hakimsrg Jadi pertanyaan kalau Pertamina bensinnya mengandung etanol atau tidak,neutral,
Semua akan bioetanol pada waktunya Termasuk yg kemarin marah soal campuran etanol di bBM produksi pertamina... ,Semua akan bioetanol pada waktunya Termasuk kemarin marah soal campuran etanol produksi pertamina,neutral,
@pikiran_rakyat Gini dah wkwk itu pertamina make 10% etanol aja motor vario gue suka brebet 1 bulan make full pertamax udah servis injeksi apalagi yang 100%? Bukannya nyepong bahlil tapi doi juga ada benernya harus ada riset lebih dalem lagi apalagi ini murni 100% ,pikiran_rakyat Gini wkwk pertamina make etanol motor vario suka brebet bulan make full pertamax udah servis injeksi apalagi yang Bukannya nyepong bahlil tapi juga benernya harus riset lebih dalem lagi apalagi murni,neutral,
@PartaiSocmed Gini dah wkwk itu pertamina make 10% etanol aja motor vario gue suka brebet 1 bulan make full pertamax udah servis injeksi apalagi yang 100%? Bukannya nyepong bahlil tapi doi juga ada benernya harus ada riset lebih dalem lagi apalagi ini murni 100% tapi yaudah apresiasi aja dlu,PartaiSocmed Gini wkwk pertamina make etanol motor vario suka brebet bulan make full pertamax udah servis injeksi apalagi yang Bukannya nyepong bahlil tapi juga benernya harus riset lebih dalem lagi apalagi murni tapi yaudah apresiasi,neutral,
Pertamina mau pake etanol pada ngamuk. Giliran ini pada didukung padahal etanolnya lebih banyak,Pertamina pake etanol pada ngamuk Giliran pada didukung padahal etanolnya lebih banyak,neutral,
@BANGSAygSUJUD @99propaganda @are_inismyname @arum_melasari @kiwalipitu @Ndons_Back @SBaigin @florieliciouss @xquitavee @tonybulumanu @FDonghun Bobibos itu etanol sm kyk yg dipakai Pertamina. Pas banget gonjang ganjing Etanol bobibos keluar. Sy masih bingung maksudny apaan.. https://t.co/i3uastrX1k,BANGSAygSUJUD 99propaganda are_inismyname arum_melasari kiwalipitu Ndons_Back SBaigin florieliciouss xquitavee tonybulumanu FDonghun Bobibos etanol dipakai Pertamina banget gonjang ganjing Etanol bobibos keluar masih bingung maksudny apaan httpstcoi3uastrX1k,neutral,
@ertigaid kalo pada dasarnya itu etanol yg udah terlanjur dibenci krn bahlil ya akan sulit berkembang. apalagi kendaraan skrg belum semua kompatibel dgn bahan bakar nabati solusinya kejar kontrak jadi supplier etanol pertamina kalo mau eksis terus,ertigaid kalo pada dasarnya etanol udah terlanjur dibenci bahlil akan sulit berkembang apalagi kendaraan skrg belum semua kompatibel bahan bakar nabati solusinya kejar kontrak jadi supplier etanol pertamina kalo eksis terus,neutral,
PT Pertamina Patra Niaga menegaskan produk BBM jenis Petralite (RON 90) yang saat ini beredar di seluruh SPBU diproduksi tanpa etanol. Pertamina Patra Niaga memastikan seluruh produk BBM termasuk Petralite diproduksi dan didistribusikan sesuai dengan spesifikasi yang telah https://t.co/WsPr3Rnq5n,Pertamina Patra Niaga menegaskan produk jenis Petralite yang saat beredar seluruh SPBU diproduksi tanpa etanol Pertamina Patra Niaga memastikan seluruh produk termasuk Petralite diproduksi didistribusikan sesuai dengan spesifikasi yang telah httpstcoWsPr3Rnq5n,neutral,
PT Pertamina Patra Niaga menegaskan produk BBM jenis Petralite (RON 90) yang saat ini beredar di seluruh SPBU diproduksi tanpa etanol. #Pertamina #BangkaBelitung prioritaskan kebutuhan rakyat #GalaxyA56 #Fyp https://t.co/hIovUmKC2u,Pertamina Patra Niaga menegaskan produk jenis Petralite yang saat beredar seluruh SPBU diproduksi tanpa etanol Pertamina BangkaBelitung prioritaskan kebutuhan rakyat GalaxyA56 httpstcohIovUmKC2u,neutral,
@AndrewSinaga9 @kenhans03 Pertamax Turbo Pertamina adalah bensin RON 98 dengan aditif untuk performa tinggi. Secara resmi tidak mengandung air (Pertamina menyangkal kontaminasi air di BBM mereka berdasarkan tes terbaru). Untuk etanol ada campuran hingga 3.5-5% di beberapa varian Pertamina sebagai bagian,AndrewSinaga9 kenhans03 Pertamax Turbo Pertamina adalah bensin dengan aditif untuk performa tinggi Secara resmi tidak mengandung Pertamina menyangkal kontaminasi mereka berdasarkan terbaru Untuk etanol campuran hingga beberapa varian Pertamina sebagai bagian,neutral,
@kenhans03 Apa ini @grok ? apakah benar pertamax turbo Pertamina mengandung air atau etanol ?,kenhans03 grok apakah benar pertamax turbo Pertamina mengandung atau etanol,neutral,
@SammiSoh Punyaku yang buat harian normal aja tuh bisa jadi itu yang kasus kecampuran air di dalam tangki BBM jadi brebet. Pertamina bilang hanya Pertamax Green yang ada etanol. Pengalamanku kalo mesin injeksi brebet di filter BBM kotor parah (wajib ganti tiap 3000km) filter udara OEM https://t.co/g6Zu7S5IVH,SammiSoh Punyaku yang buat harian normal bisa jadi yang kasus kecampuran dalam tangki jadi brebet Pertamina bilang hanya Pertamax Green yang etanol Pengalamanku kalo mesin injeksi brebet filter kotor parah wajib ganti tiap 3000km filter udara httpstcog6Zu7S5IVH,neutral,
@gulapait8 @infomalang beda perusahaan beda deal2annya Kak kl BP/Vivo kan mslhin ada campurn etanol. kl shell gk mau beli dr pertamina krn curiga kl pertamina beli dr russia...katanya gt ya Kak.,gulapait8 infomalang beda perusahaan beda deal2annya BPVivo mslhin campurn etanol shell beli pertamina curiga pertamina beli russiakatanya,neutral,
