Review text,teks_bersih
astaga sekarang ini apk ga jelas banget lupa pin lalu verif kode otp buat pin baru lalu masukin pin baru tadi dan salah giman coba astaga kecewa sekali,astaga sekarang jelas banget lupa lalu verif kode buat baru lalu masukin baru tadi salah giman coba astaga kecewa sekali
harap bantu saya munculkan dana cicil,harap bantu saya munculkan dana cicil
"kenapa punya ku engga bisa diklik dana cicil terus layar putih, mohon dibantu cek, karena saya sering terna saksi kekeluarga atau teman",kenapa punya engga bisa diklik dana cicil terus layar putih mohon dibantu karena saya sering terna saksi kekeluarga atau teman
baik dan fleksibel,baik fleksibel
kurang bagus karna aku kena bg ga bisa liat tanggal pengiriman atau teransfer,kurang bagus karna kena bisa liat tanggal pengiriman atau teransfer
"mau login tapi lupa pin, ngurusnya buat lupa pin ribettt bgt. pdhl kalo yg aplikasi yg lain tinggal kirim kode otp. ini ada vermuk pdhl dulu waktu bikin gaada indentifikasi wajah. udah ngajuin bantuan juga sama aja ga membantu sm sekali. arahannya cuman mengulang2 aja. gajelas",login tapi lupa ngurusnya buat lupa ribettt pdhl kalo aplikasi lain tinggal kirim kode vermuk pdhl dulu waktu bikin gaada indentifikasi wajah udah ngajuin bantuan juga sama membantu sekali arahannya cuman mengulang2 gajelas
mudah dalam pengiriman uang,mudah dalam pengiriman uang
saldo sayah hilang ngga tau kmana ...pas top up pemberitauan nya sudah masuk tpi saldo ngga bertambah,saldo sayah hilang ngga kmana pemberitauan sudah masuk saldo ngga bertambah
cerita nya memberi inspirasi banget,cerita memberi inspirasi banget
memudahkan segala urusan dan gak ribet,memudahkan segala urusan ribet
baik cepat,baik cepat
"dana ini gmna kejelasannya, uang gw yg di dana, di sedot sama capcut uda lewat dari 4 hari gaada kejelasan, kabar atau gimana loh, ini gmnaa, bantuin dong, lu jangan diem terus, gw uda nyoba semua cara, dari refund dan batalkan langganan, yg katanya nunggu dari 1 hari sampe 4 hari, gada kabarnya sekarang, giliran yg 15k itu aja, uda di konfirmasi dengan alesan ga bisa refund, tolong dong, lu jangan gampang nya, semua uang org tersedot harusnya make verivikasi yg lebih, bagus",dana gmna kejelasannya uang dana sedot sama capcut lewat dari hari gaada kejelasan kabar atau gimana gmnaa bantuin dong jangan diem terus nyoba semua cara dari refund batalkan langganan katanya nunggu dari hari sampe hari gada kabarnya sekarang giliran konfirmasi dengan alesan bisa refund tolong dong jangan gampang semua uang tersedot harusnya make verivikasi lebih bagus
aplikasi butut jangan download aplikasi ini mending ewallet yg lain aja.,aplikasi butut jangan download aplikasi mending ewallet lain
alhmdulillah bisa transaksi lebih mudah,alhmdulillah bisa transaksi lebih mudah
apk ini sangat bermanfaat,sangat bermanfaat
Ok,
tidak puas,tidak puas
Good,Good
udah apdet tapi blom dapet fitur dana intstan dan dana cicil... ya udah lah,udah apdet tapi blom dapet fitur dana intstan dana cicil udah
gajelas saldo kepotong,gajelas saldo kepotong
"Wahhh nampak nya Admin Dana langsung gercep hihi oke deh min masalah teratasi!! terima kasih min, aku naikin bintang 5!!!",Wahhh nampak Admin Dana langsung gercep hihi masalah teratasi terima kasih naikin bintang
"dompet serba guna , banyak promo dan potongan harga setiap pembelian di berbagai merchandise",dompet serba guna banyak promo potongan harga setiap pembelian berbagai merchandise
Fitur dana cicil nya tidak ada,Fitur dana cicil tidak
best,best
dana cicil tidak muncul,dana cicil tidak muncul
sangat baik pelayanan dan mudah,sangat baik pelayanan mudah
"saya sudah melunasi dana cicil lebih awal dari tempo nya, tetapi limit dana cicil tidak bisa di gunakan (tidak berlaku) kenapa ya?",saya sudah melunasi dana cicil lebih awal dari tempo tetapi limit dana cicil tidak bisa gunakan tidak berlaku kenapa
"ga bisa loin, jaringan bermasalah terus aneh",bisa loin jaringan bermasalah terus aneh
UPGRADE KE PREMIUM RIBET BANGET. 👎🏻👎🏻👎🏻👎🏻👎🏻 ujung ujungnya gak bisa juga. 😒👎🏻,UPGRADE PREMIUM RIBET BANGET ujung ujungnya bisa juga
ssering susah buat login tak tau knp?? 😕 bingung,ssering susah buat login bingung
saya pengen menghapus data yang di kumpul kan,saya pengen menghapus data yang kumpul
sangat nyaman,sangat nyaman
bagus jadi ngirim lebih mudah,bagus jadi ngirim lebih mudah
bgus bnget,bgus bnget
saya sangat menyukai aplikasi ini karna dapat memudahkan urusan kami,saya sangat menyukai aplikasi karna dapat memudahkan urusan kami
aplikasi yang bagus untuk di gunakan saya kasih rating 5,aplikasi yang bagus untuk gunakan saya kasih rating
punya saya pitur dana cicilnya ko gak ada,punya saya pitur dana cicilnya
aplikasi tukang sedot Saldo gak merasa membeli atau langganan apapun tapi nyedot Saldo mulu sampai 400 ribu,aplikasi tukang sedot Saldo merasa membeli atau langganan apapun tapi nyedot Saldo mulu sampai ribu
sangat membatu sekali,sangat membatu sekali
baikk,baikk
agak lambat,agak lambat
Layanan dana sangat tidak bagus. Lambat proses nya,Layanan dana sangat tidak bagus Lambat proses
"DANA PARAH mo komplain dari DM, CS, Email Telepon, semua ga direspon kecuali BOT. saldo hilang berhari-hari, history transaksi juga ilang, menghilangkan bukti buat komplain kah??? gimana nih tanggung jawabnya? masa ya ga ada CS yang bener2 siap sedia buat keluhan pelanggan. ati2 deh yang sekarang pakai dana, saldo ilang, transaski CC sukses, ga bisa komplain. nombok kasihan merchant mau lapor kemana",DANA PARAH komplain dari Email Telepon semua direspon kecuali saldo hilang berharihari history transaksi juga ilang menghilangkan bukti buat komplain gimana tanggung jawabnya masa yang bener2 siap sedia buat keluhan pelanggan ati2 yang sekarang pakai dana saldo ilang transaski sukses bisa komplain nombok kasihan merchant lapor kemana
"dana, tolong bug nya dibenerin lagi lah. ini saya nyoba prem dan berhasil, tapi tiap mau ngirim duit gabisa terus disuruh upgrade, tiap mau upgrade lagi ternyata udah sukses. udah saya coba download ulang, hapus data dana, ganti profile dan tetep gabisa ngirim juga, tipe akun juga udah jadi dana premium, tapi tetep gabisa ngirim?!? TOLONG LAHH DIBENERNIN LAGIIII INI GIMANA CARANYA",dana tolong dibenerin lagi saya nyoba prem berhasil tapi tiap ngirim duit gabisa terus disuruh upgrade tiap upgrade lagi ternyata udah sukses udah saya coba download ulang hapus data dana ganti profile tetep gabisa ngirim juga tipe akun juga udah jadi dana premium tapi tetep gabisa ngirim TOLONG LAHH DIBENERNIN LAGIIII GIMANA CARANYA
belum tersedian dana cicil,belum tersedian dana cicil
"nggak masuk top up ku, diana nya bikin pusing itu itu aja yang di chet",nggak masuk diana bikin pusing yang chet
saya senang sekali memakai aplikasi Dana,saya senang sekali memakai aplikasi Dana
metode pembayaran alternatif bagi yg gk punya no rekening bank,metode pembayaran alternatif bagi punya rekening bank
"Masalah yang saya alami telah terselesaikan, semoga aplikasi dana tetap oke, terima kasih.",Masalah yang saya alami telah terselesaikan semoga aplikasi dana tetap terima kasih
uang suka hilang sendiri tanpa ada bukti transaksi,uang suka hilang sendiri tanpa bukti transaksi
"ini aplikasi memang ada indikasi mau menguasai saldo pemilik yg nomor hangus atau sudah mati.. setiap habis top up pasti selalu minta otp nomer.. sudah pasti ingin menguasai saldo para pemilik akun teledor karena sim card mati .. walau sudah vermuk atau pin sandi ,setiap habis top up pasti minta otp wa atau sms , dia berharap si pemilik saldo nomor nya sudah tidak aktif.. lu mau rampok ya hah",aplikasi memang indikasi menguasai saldo pemilik nomor hangus atau sudah mati setiap habis pasti selalu minta nomer sudah pasti ingin menguasai saldo para pemilik akun teledor karena card mati walau sudah vermuk atau sandi setiap habis pasti minta atau berharap pemilik saldo nomor sudah tidak aktif rampok
dengan adanya aplikasi ini segala urusan jadi mudah.,dengan adanya aplikasi segala urusan jadi mudah
"jangan percaya sama ini aplikasi,uang saya hilang buat topup kartu tol,saldo dana kepotong kartu tol saldonya ga bertambah benar² buruk",jangan percaya sama aplikasiuang saya hilang buat topup kartu tolsaldo dana kepotong kartu saldonya bertambah benar² buruk
PARAH FITUR DANA CICIL SAYA TIDAK BISA DIBUKA LOADY TERUS UDH DI COBA PAKE DATA TERUS WIFI TETAP GABISA,PARAH FITUR DANA CICIL SAYA TIDAK BISA DIBUKA LOADY TERUS COBA PAKE DATA TERUS WIFI TETAP GABISA
saya tidak bisa loggin d akun dana saya karna nomor sudah hilang... semua sudah saya hubungi tapi percuma tetap tidak bisa loggin... kecewa poll sama dana,saya tidak bisa loggin akun dana saya karna nomor sudah hilang semua sudah saya hubungi tapi percuma tetap tidak bisa loggin kecewa poll sama dana
instant dan mantap,instant mantap
kerenn amat cuyyyy,kerenn amat cuyyyy
"Aplikasi yang merugikan, sistem keamanan yang seenaknya diberikan ke merchant dan kerja sama dengan pihak merchant untuk mencari ke untungan,saya kehilangan salado tanpa saya lakukan dan ini paling pertama dari sebelumnya. total Rp. 1.481.000, di refund Dengan Rp. 50.000. Lucu padahal sudah diinformasikan dari customer dana akan segera dikembalikan cek secara berkala, All hasil nunggu dengan waktu 3 Minggu dana kembali 3%. Dana protection 100% Apa cuma kiasan.",Aplikasi yang merugikan sistem keamanan yang seenaknya diberikan merchant kerja sama dengan pihak merchant untuk mencari untungansaya kehilangan salado tanpa saya lakukan paling pertama dari sebelumnya total 1481000 refund Dengan 50000 Lucu padahal sudah diinformasikan dari customer dana akan segera dikembalikan secara berkala hasil nunggu dengan waktu Minggu dana kembali Dana protection cuma kiasan
sangat buruk,sangat buruk
jelek aplikasi sampah coba buka akun dak bisa masuk ..,jelek aplikasi sampah coba buka akun bisa masuk
kirain upgrade ke premium harus nunggu 2 hari ini udah lebih 2 hari masih sama aja hadehh mana ada saldo nya kaga bisa di tarik mau update lagi ke premium gabisa,kirain upgrade premium harus nunggu hari udah lebih hari masih sama hadehh mana saldo kaga bisa tarik update lagi premium gabisa
suka,suka
karena belum terbiasa... masih binggung,karena belum terbiasa masih binggung
sangat memuaskan untuk melakukan transaksi secara cepat,sangat memuaskan untuk melakukan transaksi secara cepat
aplikasi nya sangat bagus sekali sangat membantu saat penting,aplikasi sangat bagus sekali sangat membantu saat penting
tolong dana cicil nya kaka,tolong dana cicil kaka
"susah yah akun dana harus pake otp ke no yang sudah hilang sedangkan di akun tersebut uang saya ada 2jt parah udah berapa x di coba masih aja di puter puter hati hati yang pake app ini terouma uang saya Angus 2jt,gegara no hp hilang",susah akun dana harus pake yang sudah hilang sedangkan akun tersebut uang saya parah udah berapa coba masih puter puter hati hati yang pake terouma uang saya Angus 2jtgegara hilang
pengiriman cepat,pengiriman cepat
aku suka ini dana hmmmm,suka dana hmmmm
"tiba tiba aplikasi dana di hp ngk bisa dibuka saat hendak dibuka selalu muncul kalimat"" sayangnya , dana telah berhentik"" mau minta solusi ke custamer servis Dana ngak bisa memberi solusi bentar2 langsung diputus saluraannya, mau ke bertanya Diana harus log in ke akunya dulu padahal.saldo masih ada diatas 5 ratusan ribu tolong solusinya semakin kesini bukan semakin baik malah buruk padahal saya pengguna setia dana",tiba tiba aplikasi dana bisa dibuka saat hendak dibuka selalu muncul kalimat sayangnya dana telah berhentik minta solusi custamer servis Dana ngak bisa memberi solusi bentar2 langsung diputus saluraannya bertanya Diana harus akunya dulu padahalsaldo masih diatas ratusan ribu tolong solusinya semakin kesini bukan semakin baik malah buruk padahal saya pengguna setia dana
saya kecewa banget pakai ini di saat saya membutuhkan pertolongan tidak samaa sekali dana ini membantu apalagi soal penipuan banyak kali prosedur yah saya pengguna lama dana sangat kecewa berkali-kali soal ini 😭😭,saya kecewa banget pakai saat saya membutuhkan pertolongan tidak samaa sekali dana membantu apalagi soal penipuan banyak kali prosedur saya pengguna lama dana sangat kecewa berkalikali soal
cool,cool
taik banget ini dana tiba-tiba saldoku kepotong tanpa tau apa transaksinya padahal tidak pernah berlaku apapun,taik banget dana tibatiba saldoku kepotong tanpa transaksinya padahal tidak pernah berlaku apapun
sayang nyh punya saya blum ada viktur dana cicil nyh,sayang punya saya blum viktur dana cicil
cara aktifin dana cicil gimana,cara aktifin dana cicil gimana
lemot,lemot
buruk transaksi lama uang belum kebali,buruk transaksi lama uang belum kebali
Aman dan terjamin mantap selalu,Aman terjamin mantap selalu
"kak tolong di aktifkan fitur dana cicil nya udah menuhi syarat tapi belum muncul"" fitur nya",tolong aktifkan fitur dana cicil udah menuhi syarat tapi belum muncul fitur
aplikasi yang sangat burun kurang membantu,aplikasi yang sangat burun kurang membantu
"sekarang dana makin ribet bukannya diperbaiki malah diribetin,gw gabisa login ke akun dana gw sendiri,lewat otp WhatsApp,katanya otp gagal terkirim ke WhatsApp,aplikasi dobgo",sekarang dana makin ribet bukannya diperbaiki malah diribetingw gabisa login akun dana sendirilewat WhatsAppkatanya gagal terkirim WhatsAppaplikasi dobgo
sangat membantu dalam transaksi,sangat membantu dalam transaksi
kurang memuaskan.karna dana saya gak ada dana cicil,kurang memuaskankarna dana saya dana cicil
mantap dana mempermudah segala transaksi jngn lupa ya bos dana bonusnya 😁🙏,mantap dana mempermudah segala transaksi jngn lupa dana bonusnya
bagus sangat membantu,bagus sangat membantu
kecewa ma pelayanan csnya gapernah dijawab pertanyaan saya sama saldo saya yg blum masuk gaada kejelasannya bilangnya 3/5 hari tpi udh lebih masih blum masuk giliran dichat gadi blz blz parah sih csnya slow respon bgt kalau dana udh kembali saya Ubang bintangnya,kecewa pelayanan csnya gapernah dijawab pertanyaan saya sama saldo saya blum masuk gaada kejelasannya bilangnya hari lebih masih blum masuk giliran dichat gadi parah csnya slow respon kalau dana kembali saya Ubang bintangnya
fitur dana cicil ada tapi ga bisa diaktivasi sekarang gimana lah,fitur dana cicil tapi bisa diaktivasi sekarang gimana
katanya maen dana+ depo 5jt perhari dpt 749 nyatanya dibawah 150,katanya maen dana depo perhari nyatanya dibawah
buruk,buruk
"buat dana instannya belum muncul smsek,padahal udah pakai berapa tahun",buat dana instannya belum muncul smsekpadahal udah pakai berapa tahun
tong perbaiki sistem mu,tong perbaiki sistem
aplikasi yg sangat baik dan lebih aman jika kita ingin nabung,aplikasi sangat baik lebih aman jika kita ingin nabung
Alhamdulillah memakai aplikasi Dana bisa transaksi lebih Mudah & simpel,Alhamdulillah memakai aplikasi Dana bisa transaksi lebih Mudah simpel
"transfer ke Bank gagal tidak mau tanggung jawab uang hilang entah kemana, di kasih keluhan jawabnya pake sistem chat robot, jujur jangan pake Dana, aplikasinya gak mau tanggung jawab",transfer Bank gagal tidak tanggung jawab uang hilang entah kemana kasih keluhan jawabnya pake sistem chat robot jujur jangan pake Dana aplikasinya tanggung jawab
Kendala saya saat ini.. saat melakukan pembayaran melalui Qris selalu gagal.. aplikasi langsung keluar.. Aplikasi Dana cicil blm tersedia,Kendala saya saat saat melakukan pembayaran melalui Qris selalu gagal aplikasi langsung keluar Aplikasi Dana cicil tersedia
apk yang simpel banget,yang simpel banget
sangat mudah,sangat mudah
Saya senang pakai dana,Saya senang pakai dana
dana mantap,dana mantap
terimakasih dana bisa membantu dan memudahkakan transaksi keuangan pokoknya mantap,terimakasih dana bisa membantu memudahkakan transaksi keuangan pokoknya mantap
kenapa tidak bisa diinstal ya ini aplikasi,kenapa tidak bisa diinstal aplikasi
"nomor dana saya lama hilang saya mau login ga bisa harus lewat verifikasi wa/SMS tanya sama misa Diana ga nyambung"" ga kelar' gimana ini apa ga ada cara lain",nomor dana saya lama hilang saya login bisa harus lewat verifikasi waSMS tanya sama misa Diana nyambung kelar gimana cara lain
sangat membantu bagi masyarakat,sangat membantu bagi masyarakat
banyak biaya admin,banyak biaya admin
👌👌👌👌,
makin sini makin ga jelas!! dikit dikit admin admin admin!!! gerak dikit adminnya segambreng!,makin sini makin jelas dikit dikit admin admin admin gerak dikit adminnya segambreng
