steming_data,score,label
dokumen deagregasi gempa indonesia alumnus itb ngerjain skripsi nonlinear pushover isi declustering dekat magnitude periode ulang megathrust shallow benioff,5,positive
perintah anjing ya tanda negara pengin azab megathrust,-7,negative
bawa kantor polisi,1,positive
gempa megathrust solusi hilang hama,7,positive
brin temu jejak tsunami raksasa selatan jawa picu gempa megathrust,6,positive
sejarah gempa semenanjung kamchatka rusia gempa megathrust picu tsunami gempa picu tsunami source pinegina et al,12,positive
gempa semenanjung kamchatka rusia februari april gempa megathrust sebab tsunami,11,positive
gesek ribu tibatiba hilang menit rilis energi gempa kenal gempa megathrust pic,21,positive
easyhhhh oknum jabat ormas calo gulung megathrust,-3,negative
pikir jadi megathrust kayak kamchatka kemarin hewan laut kayak paus ngerasainnya kayak turbulensi pesawat kali ya,-6,negative
gempa megathrust picu anomali aktifitas gunung rap rusia,4,positive
letus gunung rap pasca gempa akbar megathrust lengkap pasca gempa akbar kamchatka juli gunung rap semenanjung kamchatka russia timur amat alami tingkat aktivitas,8,positive
sih teliti gempa megathrusttsunami periode bumi siklus,4,positive
otw megathrust tenan,0,neutral
megathrust jawa barat gunung gede pangrango aktif ya min amp dampak ya,9,positive
proses kayak bulat goreng dada btw gempa sesar opak butuh bikin erupsi rapi gempa megathrust aceh butuh ngebangunin sabung waspada gunung gede,2,positive
gempa megathrust daerah gunung api tibatiba gunung api kecuali konteks proses juta,15,positive
bukti gempa megathrust bangun gunung aktif contoh indonesia sabung,3,positive
teraomega izin sanggah tau gempa pangandaran megathrust sumber indak ngurangin tumpu energi tektonik,0,neutral
tsunami ya gempa megathrust kayak ya parah daerah gantiwarno,4,positive
bikin lagu abang lirik isi ingat negara masyarakat waspada megathrust dosa jabat,2,positive
gempa juli gempa jalur subduksi fore arc basin ya patah megathrust ya patah hasil tabrak jalur megathrust megathrust selatan jawa diy jarang jadi gempa atas,1,positive
zona megathrust indonesia khawatir rusia,1,positive
gunung api selatan jawa potensi aktif akibat gempa megathrust liput anak krakatau zona subduksi historis kait tsunami gedepangrango dorman rentan getar galunggung picu tekan tektonik,10,positive
gempa megathrust pulau jawa selatan gunung potensi aktif,9,positive
jadi megathrust selat sunda gunung karang pandeglang banten aktif mas zak,0,neutral
kena gempa megathrust ketar tir bantu internasional dunia mitigasi indonesia jelek,-3,negative
tunggu one piece vp ri tunggu janji badud tua gemoy mabuk capai tunggu citra jabat tunggu lbp kasih cekek rakyat kentut babi bmkg gempa megathrust ri tunggu cek zona merah,4,positive
gunung pasif erupsi tuh brti dapur magma isi magma probably megathrust bikin patah bawah gunung hasil subduksi lempeng jujur ngeri sih kaya bayang rumah gunung klaim pasif,10,positive
this guy analisis bikin video megathrust kamchatka jadi lengkap efek volcanic eruption telah,10,positive
megathrust selatan jawa bangun gunung api tidur,7,positive
zona megathrust indonesia bahaya banding rusia,-2,negative
ada gunung rap indonesia letus picu gempa megathrust abang,4,positive
gunung krakatau letus efek gempa megathrust ya min,7,positive
gara megathrust kemarin gunung bangun tidur panjang wow,1,positive
zona megathrust indonesia khawatir banding kamchatka rusia,4,positive
gempa kuat megathrust bangun gunung api dorman,10,positive
bmkg gempa megathrust ri tunggu cek zona merah,5,positive
duh ngeri euyyy moga ppatk beku seismic gap megathrust,-7,negative
seismic gap megathrust banten amp selat sunda usia gempa megathrust picu tsunami zona seismic gap mentawaisiberut usia gemba megathrust picu tsunami seismic gap usia rilis energi,10,positive
gempa megathrust bangkit tsunami angkat dasar laut amp air laut alir arah tsunami mrpkn pindah massa air laut capai darat variasi gantung sumber tsunami besar,15,positive
anime asih tau megathrust benar ngeri bro kayak film,-6,negative
mari tunggu megathrust adil khianat bangsa trust rakyat kunjung,8,positive
moga azab turun indonesia moga megathrust landa indonesia,-2,negative
jujur kampung ku wilayah megathrust langsung trigger sih orang tinggal wilayah rawan bencana suka kata doain bencana udha tau dampak enak,-5,negative
gempa megathrust gunung klyuchevskov letus dahsyat lava alir deras abu bumbung suara letus dengar puluh kilometer jauh,6,positive
gunung rap aktif rusia gunung klyuchevskoy letus gempa megathrust dampak lintas benua wati rangkum kawanwh,-1,negative
syukur tinggal tunggu ya bencana megathrust amin,9,positive
pantek asli megathrust njing muak gue,-3,negative
gempa rusia ri waspada megathrust tsunami jayapura meter akibat gempa rusia indonesia waspada potensi gempa megathrust mitigasi bencana amp kesiapsiagaan tingkat siagabencana,18,positive
qupret ya tsunami sebab gempa bumi magnitudo lepas pantai semenanjung kamchatka rusia juli gempa megathrust picu gelombang tsunami rusia capai pantai jepang hawaii pantai barat as data usgs,17,positive
ingat tsunami akibat gempa kamchatka tsunami rendah khawatir pasifik rawan gempa amp tsunami ancam permanen cincin api mam sumber gempa megathrust sarang gempa dahsyat,10,positive
indonesia rawan terjang tsunami letak strategis hadap samudra luas sumber gempa dahsyat subduksi megathrust aktif laut karakter tsunami jalar ribu kilometer halang darat,1,positive
sejarah catat gempa megathrust magnitudo tsunami dahsyat guncang banda,3,positive
gera nonblok bebas aktif selamat megathrust,3,positive
tinggal lahir sound horeg buat artis horeg megathrust,7,positive
gila artis megathrust qi,5,positive
mbak korban rekening blokir ppatk ya stres banget kayak dosa megathrust mbak,-13,negative
wkwkwkkwkw gajadi megathrust,-3,negative
gila sih megathrust sumba amit jadi beuh dom gue rasa,-2,negative
greenland film bencana baik penuh aksi tegang kisah sentuh juang manusia,11,positive
rusia kena megathrust indonesia kena gelombang tsunami berita jabat perintah adaaaa gebrak mending sejahtera rakyat,-11,negative
gempa guncang kamchatka rusia timur rabu picu tsunami negara indonesia korban jiwa pusat gempa zona megathrust salah sumber gempa dahsyat dunia baca lengkap carousel,12,positive
ya australia relatif aman gempa megathrust lempeng tektonik stabil intraplate zona subduksi indonesia jepang gempa jarang maks megathrust risiko tsunami zona dekat,13,positive
sunda megathrust potensi anak krakatau min,0,neutral
rame bahas gempa rusia tsunami jp semenjak rame rumor indonesia megathrust tenang posisi kamar mandi takut banget jadi kayak bom rasai gempa gede posisi kamar mandi,18,positive
tinggal selat sunda bikin gue takut banget baca berita gempa megathrust,6,positive
postingan skenario gempa megathrust selatan jawa,4,positive
anyway alat pendeksi tsunami megathrust jawa amp sumatera,0,neutral
jadi bro megathrust selat sunda tau,-3,negative
once upon a time teliti ungkap hsl teliti megathrust selatan sumatra jawa panggil polisi bikin gaduh,2,positive
gera gps pulau jawa bukti megathrust selatan jawa aktif ledak,-5,negative
megathrust pakai aba kayak banding surprise jadi kayak mas,0,neutral
timelapse gempa segmen kurilekamchatkal segmen megathrust pecah magnitudo senyap ramai boom suara dentum seismic sound gempa st petropavlovsk hatihati pakai earphone jenis,14,positive
was was banget tinggal pantai info megathrust,0,neutral
domisili area potensi megathrust pindah ktp area potensi,7,positive
seismic sound gempa megathrust rusia mag st petropavlovsk hatihati pakai earphone jenis,4,positive
iussil ya efek rembet energi gempa megathrust zona subduksi sunda capai new zealand gelombang seismik picu dampak signifikan jarang jarak tsunami lemah risiko utama nz hikurangi,20,positive
megathrust patah lempeng indonesia australia zona subduksi sunda efek rembet energi nz ya,6,positive
teliti bmkg panggil polisi perkara hukum gara neliti kasih ingat gempa megathrust asih bukti hasil ilmiah pidana hambat investasi,1,positive
selatan jawa indak masuk megathrust mas,-3,negative
gue baca concern megathrust jp orang kenal ya tokyo,10,positive
kayak mama besok teliti pantai megathrust aktifaktifnya ganti teliti sungai,5,positive
atulaaah bencana ya allah jepang isu megathrust perang dunia gempa tsunami aman ya amin,12,positive
bmkg gempa megathrust rasa banda aceh dinihari,2,positive
gempa megathrust samudera hindia pulau jawa nusa tenggara gelombang tsunami capai daerah utara australia,8,positive
seram banget ya tuhan megathrust kamchatka,4,positive
keluar ingat makimo catat ya gempa bumi magnitudo megathrust ratus ribu lakh gempa gempa gempa gempa bumi ringan amp kuat rasa kamchatska petropavlovsk hokkaido,25,positive
gempa megathrust magnitudo rusia tibatiba buka gempa kuat magnitudo juli susul gempa magnitudo,17,positive
halo megathrust jekarda piye kavare,-2,negative
camat wanasalam malingping cihara panggarangan bayah cilograng daerah rawan gempa megathrust daerah temu tumbu lempeng samudera hindia australiabenua asia lengkap,3,positive
sesal nunda plan banda neira gegara rumor gempa megathrust tau tsunami stay safe,-7,negative
wilayah dunia potensi alami gempa megathrust masa sunda megathrust selat sunda amp tawa cascadia subduction as kanada peru chile trench manila trench filipina taiwan nankai trough jepang gempa megathrust prediksi,17,positive
stormwatch lokasi cincin asia pasifik ciri khas gempa megathrust,8,positive
bicara megathrust negara megathrust bentang ujung sumatera jawa nusa tenggara laut banda cermin bencana gambar destruktif gempa megathrust,2,positive
megathrust ya ring of fire seram banget dampak seluruh dunia,-1,negative
berita gempa magnitudo wilayah peninsula rusia salah gempa besar ukur dunia gempa gempa megathrust what a devastating news indeed,16,positive
lihat berita gempa isu megathrust,2,positive
gempa rusia ancam nyata gempa megathrust indonesia,8,positive
gempa dahsyat rusia alarm megathrust indonesia,6,positive
bmkg gempa rusia contoh ancam nyata gempa megathrust,8,positive
bmkg gempa dahsyat rusia contoh nyata gempa megathrust,14,positive
jawa area selatan kelar sih megathrust inpokan tanah borneo mumer,3,positive
ngeri megathrust,-4,negative
mode siaga megathrust,0,neutral
ahli bilang gempa megathrust situasi lumayan serius hati partai timur indonesia dekatdekat pantai jam sore,3,positive
megathrust,0,neutral
sumber gempa megathrust indonesia peta sumber bahaya gempa indonesia,3,positive
ah megathrust ya,4,positive
megathrust,0,neutral
marymochi main gedhenya megathrust,2,positive
sepi banget berita ancam tsunami seram gempa megathrust jarang ancam indonesia gaterlalu bahaya be careful,-19,negative
sumatra masuk kali potensi daerah potensi megathrust probabilitas besar indonesia sumtra selatan jawa wilayah,10,positive
kamchatka patah jalur patah megathrust jepang ya mas,-8,negative
gempa megathrust gempa megathrust segmen kuril kamchatka relatif umur segmen selatan jawa cermin segmen hasil gempa megathrust,22,positive
meanwhile orang kantor gue lulus teknik sipil bangga nya jumawa biilang ah pulau jawa mah aman kena megathrust dasar ilmu sipil geser bumi gakan kena ancol banten duh gue cuman sengir iblis gempa russiaa efek mana,2,positive
tarik gempabumi pagi ikut rangkai foreshocks intensif gempa kali juli rangkai gempa gempa utama fenomena foreshocks observasi event gempa megathrust,10,positive
badan geologi pusat vulkanologi mitigasi bencana geologi pvmbg terima kunjung deputi i bidang geostrategi dewan tahan nasional republik indonesia ri bahas laksana admin game hadap megathrust tsunami,2,positive
nih negara azab megathrust sih cok,-5,negative
waspada masyarakat megathrust ledak bantenlampung gulung tsunami hitung menit,0,neutral
megathrust ledak selatan jawa lokasi bandara yogya,-4,negative
bpbd pacitan gelar simulasi gempa tsunami watu karung pacitan warga latih evakuasi teknik selamat bencana,2,positive
megathrust ledak selatan jawa lokasi bandara yogya,-4,negative
megathrust ledak selatan jawa gulung tsunami raksasa,-4,negative
lokasi megathrust ri kepala bmkg kasih ingat keras,4,positive
berita ancam gempa megathrust bal wilayah indonesia bikin cemas kecapekanstres coba relaks minum teh hangat curhat teman parah konsultasi ahli ya semangat,5,positive
megathrust ledak bantenlampung gulung tsunami hitung menit,-3,negative
pulau sabang salah wisata populer indonesia ancam megathrust,-3,negative
wisata populer indonesia ancam megathrust,1,positive
indonesia pesona simpan bahaya megathrust bahaya upaya mitigasi siap,-7,negative
daerah pulau jawa potensi megathrust,3,positive
megathrust nyata destinasi wisata populer ancam wajib mitigasi,3,positive
pusat gempa zona subduksi tipe gempa megathrust,11,positive
truth iya barusan banget mimpi gempa megathrust pas bangun keringetan,10,positive
kenal gedung tingkat tahan gempa megathrust jakarta bmkg,9,positive
lebih gedung inamhews tahan gempa megathrust teknologi mutakhir,10,positive
lebih gedung inamhews tahan gempa megathrust teknologi mutakhir,10,positive
kenal gedung tingkat tahan gempa megathrust jakarta bmkg,9,positive
megathrust rujuk gempa mekanisme pematah magnitudo picu tsunami gempa megathrust zona subduksi batas lempeng bumi salah satu susup bawah lempeng sunda megathrust indonesia,2,positive
min megathrust sunda,0,neutral
daftar wilayah jawa alami gempa megathrust,2,positive
jepang siaga megathrust parah tsunami,-5,negative
daftar wilayah ri hantam gempa megathrust tunggu,1,positive
nih negara layak kena gempa megathrust tsunami habis sih garagara an juta duduk minat eliminate keluarga oligarki ngereset system,17,positive
entot megathrust solution kampus universitas indonesia depok siapuntukselamat budayasadarbencana kitajagaalamjagakita bnpb bpbd direktorat prb bnpb bpbd dki jakarta pompiers deh lurgence internationale international emergency firefighters universitas indonesia,0,neutral
lempeng indonesia australia susup lempeng sunda eurasia cepat ratarata konsekuensi nyata alami erupsi gunung api gempa potensi gempa megathrust magnitudo,14,positive
bmkg klarifikasi video viral gempa megathrust lumpuh jakarta,4,positive
segmen alaskaaleutian megathrust,0,neutral
tsunami kulon progo megathrust,0,neutral
supervolcano aktif sejarah gempa megathrust catat sumatera indonesia,6,positive
megathrust mitigasi bencana pesisir,-5,negative
pikir megathrust ya ya allah tolong lindung hamba orang hamba sayang,24,positive
indonesia jalur ring of fire milik tingkat rentan bencana alam gempa bumi tsunami wilayah indonesia segmen megathrust potensi picu gempa bumi,2,positive
tsunami pangandaran juli thread juli segmen megathrust selatan jawa barat baratdaya pangandaran guncang lemah jam wib magnitudo deformasi batu dalam rasa masyarakat,5,positive
siaga waspada darurat gempa megathrust,8,positive
wilayah indonesia letak kawasan cincin api pasifik ring of fire milik tingkat rentan bencana gempa tsunami segmen megathrust sebar wilayah tanah air sumber potensi gempa badan,4,positive
cilacap kabupaten cilacap garis depan risiko bencana gempa bumi tsunami kawasan salah wilayah langsung hadap potensi megathrust selatan pulau jawa sabuk api ring of fire,-1,negative
ri bayang megathrust cek zona merah,2,positive
ancam cnbc minggu korupsi ekonomi bahas megathrust melulu tau sih target cnbc ri bayang megathrust cek zona merah,-11,negative
labgsung pikir takut megathrust sih kak,2,positive
capek banget asli wni asa injek harga tanah pengin tuhan sh megathrust,13,positive
mak liyut nglilir gempa anak megathrust keri rebah tempel tanah dengar bletak tanah vertigo dikit sepanjangpantaiselatanjabarjateng megathrustngeriiiii pantekanamerika pantekanrussia littlestarlouvre glasshouserevolution,-3,negative
gue pikir sky duluan bawa topik ramal manga megathrust jepang bayang jelasin dampak jepang alonalon nan tuh dijelasin detail gue sky gue pls,0,neutral
iwe sh request tuhan megathrust kena dampak umpetin muak banget asli dah,-8,negative
salah paham erti megathrust jelas daryono bmkg,-1,negative
kasih tau tulis berita bawah sesar lembang megathrust strike slip fault megathrust zona subduksi laut,-11,negative
tsunami gempa skala kecilsedang wilayah pantai selatan ya sambung sambung the megathrust,3,positive
nih hadap megathrust,0,neutral
betuldan tarik garis panjang utara gugus pulau jawasunda potensi ancam megathrust,-4,negative
asli pengin stay bal kerja takut megathrust,5,positive
indonesia heboh gempa megathrust jepang dijepang orang kayak peduli santai kayak,5,positive
shio timpa rezeki megathrust hujan uang sukses sangka,7,positive
ancam megathrust sesar lembang mitigasi bencana gempa bandung,-6,negative
idk about others nihonjin sekitar panik specific tanggal tas emergency earthquake drill kali orang tau sadar nankai megathrust,-13,negative
dek mas lembur pulang jam hawa ya mendung alhamdulillah panas pagi gempa dek fyp viral ramal ryo natsuki tanggal gempa megathrust bmkg jepang bilang parno ya pagi pagi,15,positive
btw min gempa megathrust jepang viral tuh benar jadi kah rame banget,10,positive
amin pusat gempa kagoshima kemarin tuh megathrust kansai kena dikit,3,positive
jepang wilayah dunia potensi alami gempa megathrust masa dasar akumulasi strain seismic gap riwayat gempa sunda megathrust selat sunda amp tawa cascadia subduction as kanada peru chile trench,9,positive
tki waswas ramal gempa megathrust tsunami jepang sabtu malam juli taiwan waspada,1,positive
jepang ramal rio tatsuki gempa megathrust laut jepang filipina gempa gempa tandatandanya ramal besok juli juli,8,positive
prediksi megathrust gempa kawasan selatan kaki sembuh total vacay survival game enih wkwk,13,positive
percaya megathrust jawa percaya,4,positive
h ramal nankai megathrust,-2,negative
bangun megathrust,0,neutral
avraham pas grafik efesiensi kemarin bnpb kena efisiensi gede padhaal kemarin maren rame megathrust tau basarnas kena efisiensi kayak nandingin siaga bencana ya jepang coba kena bencana,-13,negative
gempa megathrust hantam ri cek ingat baru bmkg,-3,negative
tibatiba bmkg ingat megathrust ri menakutnakuti,2,positive
tibatiba bmkg ingat megathrust ri menakutnakuti,2,positive
saksi the silent threat dokumenter ancam amp mitigasi megathrust pesisir kanal youtube watchdoc documentary gempa megathruts intai pesisir barat sumaterajawa selatan jawabali kesiap masyarakat hadap megathrust,1,positive
kelompok pancing megathrust,-5,negative
jam pagi selesai hitung skenario what if gempa megathrust selatan malang jam pagi kuat longsor panjang zona roe rise pacitan jember estimasi tsunami tsunami extreme cengang hasil,12,positive
kena megathrust tuhan maha adil,8,positive
efek nuklir perang dunia picu megathrust,1,positive
bmkg gempa megathrust tinggal tunggu,6,positive
capek sih kemarin covid potensi megathrust,7,positive
iya pikir nyata rusia china megathrust perang dunia,3,positive
mwnding gulung megathrust mah ww anjing,-4,negative
umur kepala pikir ww megathrust,5,positive
ya rame anggap siap amp mitigasi guys megathrust siapin tas darurat tau bencana bumi tua amp alam,-2,negative
kapanewon diy masuk zona rawan tsunami gempa megathrust bpbd siap mitigasi,-3,negative
kapanewon diy masuk zona rawan tsunami gempa megathrust bpbd siap mitigasi,-3,negative
indonesia prediksi megathrust jugagatahu,3,positive
tinggal tunggu megathrust mother of wave waterfall front pintu air njagir mana kota surabaya porak poranda,0,neutral
megathrust amit jadi gue benar tas darurat gue anak gue,-3,negative
indonesia bersntakan megathrust solusi,3,positive
waspada gempa megathrust,7,positive
btw isu daerah jawa barat kena gempa megathrust sr nguap ya kayak sih banjir informasi ya nguap orang kayak aware gempa gede yaudah mati mah mati sih,23,positive
bpbd kalurahan bantul rawan tsunami megathrust masuk zona merah gempa megathrust tsunami gempamegathrust tsunamidiy,0,neutral
harap kuat manusia tuhansaya kali memberitahu alami,5,positive
banget mas zak postingan tt megathrust bareng postingan mitigasi wal hasil komentar aman ya tanggal sekian jogja,5,positive
gempa megathrust ancam yogya warga menit aman gempa tsunami gempayogyakarta gempamegathrust gempamegathrustyogyakarta,4,positive
giat isi tanam mangrove aksi nyata mitigasi tsunami lokasi sekolah zona merah megathrust moga gera laznas nurul hayat gugah sadar masyarakat kesiapsiagaan bencana,18,positive
megathrust ledak bantenlampung gulung tsunami hitung menit,-3,negative
ikn kota perintah cadang timur indonesia pulau jawa sumatera pusat perintah ekonomi tunggu negara serang pakai rudal balistik gempa megathrust wilayah negara kolaps,0,neutral
gempa megathrust hantu ri kuat ai tolong,12,positive
gempa megathrust selatan jogja sumber mekanisme pemetaanya terbit pusgen pasti gempa megathrust pasti skala magnitudo data saji,15,positive
waras stunami megathrust meluluhlantakkan jakarta doa dukung gibran diijabah semesta,6,positive
megathrust kaaaan,0,neutral
potensi gempa megathrust srtsunami meter ancam selatan jogja,3,positive
kalurahan kulonprogo rawan dampak tsunami megathrust bpbd siap titik evakuasi,-10,negative
bilang jogya rawan tsunami megathrust mudah an ya mbak,3,positive
heraaan rakyat takut tin mulu ya tsunami gempa bla blatapi urus banjir biar antisipasi rakyat teroor doang jabat asn indonesia konslet kali ya,21,positive
giring nasionalisme gap pikir ah gila kali main kleann kena buntut megathrust klean,4,positive
ya emak semalem seru mabar roblox panggil suruh kapai omong besok megathrust,2,positive
daftar lurah kulonprogo yogya masuk zona merah gempa megathrust picu tsunami,6,positive
kaji bpbd diy potensi megathrust pantai selatan jogja daerah rawan dampak,0,neutral
ibu semalem heboh banget megathrust orang asik main roblox heboh banget heh besok megathrust banyak tiktokan kau mak,13,positive
indonesia pikir amanaman tsunami xxx meter megathrust ancam gapapa khawatir danantara,-2,negative
ingat gempa megathrusttsunami jogja warga menit jauh,2,positive
kalurahan kulonprogo rawan dampak tsunami megathrust bpbd siap titik evakuasi,-10,negative
top ten news kamis juni sd gunungkidul murid kalurahan bantul rawan tsunami megathrust,3,positive
megathrust srtsunami intai selatan jogja kaji bmkg,4,positive
jawir megathrust sakit kelamin prostitusi tinggi jawa khawatir wir,-4,negative
pikir megathrust berita ya ig ku warga gunkid bantul evakuasi menit,1,positive
tni angkat laut al belah latih tanggulang bencana gempa bumi tsunami pantai samas kapanewon sanden kabupaten bantul,3,positive
kalurahan bantul rawan tsunami megathrust zona merah,-1,negative
berita megathrust liar arah resah,-8,negative
gempa megathrust magnitudo tsunami meter ancam yogyakarta warga menit selamat tribunkaltim gempamegathrust tsunami yogyakarta gempa bmkg,9,positive
megathrust laut selatan cipta gelombang tsunami meter,0,neutral
bmkg gempa dangkal nias utara akibat aktivitas megathrust,6,positive
badan meteorologi klimatologi geofisika bmkg gempa bumi tektonik magnitudo nias utara sumatera utara akibat dampak aktivitas megathrust,-1,negative
masyarakat imbau tenang pengaruh isu dipertanggungjawabkan benar,9,positive
bmkg gempa dangkal nias utara picu aktivitas zona megathrust,5,positive
indonesia cincin api pasifik bmkg ingat segmen megathrust risiko waspada moga aman,7,positive
megathrust selat sunda selatan jawa megathrust jawa timur zona hasil gempa picu tsunami,7,positive
gempa megathrust tinggal tunggu hantam ri zona merah,5,positive
ikhtiar dhohir wal bathin,3,positive
gempa megathrust tinggal tunggu hantam ri zona merah,5,positive
inv perintah lawan tsunami gempa megathrust,5,positive
mitigasi bmkg tunggu megathrust selat sunda amp padang segmen lupa mekanisme lempeng skala penuh syarat potensi tsunami darat pantai waspada catat juni,10,positive
negara ditenggelemin megathrust heran layak,7,positive
emberaaan cyyyyn koruptor kagak takut megathrust tsunami lenyapka koruptor doang,-1,negative
indonesia gunung api aktif lewat sesar gempa megathrust anggar tahan bencana korban mbak,7,positive
maret gempa megathrust wib guncang sumatera gempa menit kuat bmg gempa putus alir listrik telepon sumatera getar bangkok berita gempa kal,15,positive
wkwkwkwkwk gue tinggal tunggu negara bangkrut hancur megathrust,-3,negative
issue megathrust angin,0,neutral
ancam megathrust ya takut banget,2,positive
halo om ayo java sentris deh sesar lembang potensi gempa jakarta potensi tenggelam selatan jawa ancam megathrust gunung aktif gapapa nih tahan bencana anggar gapapa jawa,12,positive
ancam megathrust ya jadi mitigasi proper tuh nasib,1,positive
lupa kah gempa megathrust indonesia why i the only one being scared of this info,1,positive
asmara jakarta tenggelam hitung ilmuwan lho potensi gempa megathrust potensi krakatau jokowi siapin ibukota hebat hidup jokowii,15,positive
pakar ugm indonesia hadap ancam gempa megathrust,-1,negative
akhirakhir geser tanah wilayah rumah heran sih himbauan perintah megathrust dinaikin biar masyarakat kudu waspada ya indonesia ring of fire,16,positive
akhirakhir geser tanah wilayah rumah heran sih himbauan perintah megathrust dinaikin biar masyarakat kudu waspada ya indonesia ring of fire,16,positive
indonesia wilayah cincin api rawan gempa bumi manfaat mitigasi inovasi ai,12,positive
gempa megathrust ri tinggal tunggu dimitigasi pakai ai,6,positive
jelas gempa bengkulu megathrust,5,positive
perintah jabat mugo lek pas sono megathrust ojok pas njabat,3,positive
buset sedimen tsunami tebal sebab gempa tsunami gede banget dalam sedimen ratus ribu selatan jawa kali gempa tsunami megathrust gede ya,23,positive
perspektif megathrust,0,neutral
temu geologis kait megathrust selatan yogyakarta,3,positive
korban jiwa akibat gempa bengkulu bmkg pasti megathrust,4,positive
gempa bengkulu gempa lempeng intraslab earthquake gempa megathrust gempa milik sifat guncang kuat gempa libat lepas energi tekan tektonik akumulasi lempeng sifat batu homogen,26,positive
gempa bengkulu sumber bidang kontak lempeng zona megathrust gempa sumber zona benioff mana lempengindoaustralia tersubduksi megahthrust pecah lempeng populer intraslab earthquake,15,positive
efisiensi anw ring of fire bjir tukats banget kena megathrust ingat,0,neutral
gempa bengkulu intraslab earthquake sumber gempa lempeng bidang kontak lempeng megathrust,10,positive
murni tektonik kak fyi gempa dalam gempa asal zona intraslab megathrust,11,positive
teliti paleotsunami temu bukti tsunami lampau timur yia temu bukti jalur subduksi picu gempa selatan jawa moga mitigasinya benarbenar siap ancam megathrust nyata,0,neutral
tunggu cegah sisi sisi zona megathrust indonesia pecah,3,positive
tutup slow megathrust mah aman,-1,negative
riset mikroatol admin bangun webgis posisi gempagempa gempa mgt sumatra temanteman lihat titik merah bulat ramai panjang megathrust sumatra,10,positive
sumatra sejarah gempa mudah baca jawa bukti gemla megathrust raksasa pulau satusatunya proksi ungkap sejarah megathrust jawa studi paleotsunami,15,positive
gempa sebab tsunami rusak deposit rekam tipe gempa megathrust gempa tsunami,20,positive
kamis badan tanggulang bencana daerah bpbd dki jakarta narasumber acara giat simulasi tanggap darurat megathrust gempa bumi bakar pt pln indonesia power unit bisnis pelihara ubh kantor utama ubh,5,positive
gempa bumi besar dunia sejarah mei gempa bumi guncang chile episentrum gempa megathrust lumaco kilometer selatan santiago valdivia kota dampak gempa kuat magnitudo,16,positive
mah celah reta megathrust,-3,negative
kali gempa guncang pacitan mei bpbd getar redam potensi gempa megathrust,10,positive
siklus megathrust,0,neutral
megathrust ledak bantenlampung gulung tsunami hitung menit,-3,negative
ateroid palsu nuklir kuat indonesia,2,positive
oh tuhan hindar musibah segmen megathrust ancam,-6,negative
megathrust ledak bantenlampung gulung tsunami hitung menit,-3,negative
ahy ingat ancam megathrust tahan gempa syarat wajib bangun infrastruktur,1,positive
antisipasi megathrust ahy infrastruktur kuat tahan gempa,10,positive
antisipasi megathrust ahy infrastruktur kuat tahan gempa,10,positive
antisipasi gempa bumi megathrust rs santa elisabeth gelar simulasi tangan korban igd,6,positive
orang salah dicaricari benar dekam bui manusia laknat tukang bohong lindung dipujapuji duit seri ya allah mending ditenggelamin nih pakai megathrust selat sunda,4,positive
mending megathrust,2,positive
remeh the power of sholawat cegah tawur cegah gempa megathrust kuncinye,12,positive
bayang megathrust hancur edukasi mitigasi aduh kaget perintah urus meme,6,positive
ramal gempa mati jepang perintah jepang keluar ingat serius potensi megathrust earthquake kawasan nankai trough kuat capai risiko tewas orang,7,positive
ekwkekwwk megathrust jadi,1,positive
langkah baru pemkot bandung waspada potensi gempa megathrust sesar lembang,13,positive
bmkg zona megathrust indonesia khawatir jepang bmkg zona megathrust indonesia khawatir zona megathrust nankai jepang,2,positive
antisipasi megathrust patah lembang kota bandung kampung siaga bencana,-8,negative
jam gempa aceh asa medan berastagi plot twist zona megathrust nyeremin zona nankai jepang rame diwarning,9,positive
kepala bnpb waspada potensi bencana gempa megathrust sumatera barat,5,positive
bikin tremor level megathrust nih,0,neutral
bmkg system alami systemapakah bmkg longsor bencana,-8,negative
bnpb ingat zona zona megathrust sumatera barat lepas zona via edu,0,neutral
gempa megathrust ri tinggal tunggu cek zona merah,6,positive
bnpb ingat megathrust sumbar tsunami butuh menit capai padang,1,positive
pasuk an peperangan sesuai ramal kuno bukti ramal kuno keri bencana alam dahsyat gempa megathrust,-13,negative
tiati sih bpk aing diclosingin awas jebak betmen next story dikavling laut pantura jabar bekas cirebon banten sukses panturanya dikavling naikin deh issue gempa megathrust issue sesar lembang biar minggat warga,17,positive
jepang letak cincin api pasifik palung nankai lepas pantai selatan zona patah megathrust potensi gempa ahli gempa palung nankai bukti geologis dukung,11,positive
tolong kabulin doa hamba mu moga gempa megathrust benar amin,17,positive
real beneficial cuy meanwhile benefit teman gue afwan megathrust benar,4,positive
bnpb wantiwanti pemprov sumbar hadap potensi bencana megathrust erupsi gunung marapi,-2,negative
gempa magnitudo guncang nias zona megathrust tawa,1,positive
gempa guncang nias pusat zona megathrust tawa siberut,4,positive
sisi puji sisi dikomenin tsunami urus mah megathrust yaudala,4,positive
kgt benar megathrust earthquake kaco banget ckck,3,positive
hadap megathrust tanah gerak tsunami zombi jamur cordyceps mending ambil kali,-3,negative
ahli tarot velline ratu ayu daerah dampak gempa megathrust,3,positive
megathrust ledak bantenlampung gulung tsunami hitung menit,-3,negative
megathrust ledak bantenlampung gulung tsunami hitung menit,-3,negative
potensi gempa megathrust besar indonesia,11,positive
