full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
Barang mewah . Berijasah tdk mesti waahh... https://t.co/L5QAYqu3HN,barang mewah berijasah mesti waahh tcolqayquhn,barang mewah berijasah mesti waahh tcolqayquhn,"['barang', 'mewah', 'berijasah', 'mesti', 'waahh', 'tcolqayquhn']","['barang', 'mewah', 'berijasah', 'mesti', 'waahh', 'tcolqayquhn']",barang mewah berijasah mesti waahh tcolqayquhn,-3,negative
Tak Perlu Dianggap KEBENARAN NAMUN Perlu Dimaknai Bahwa Segala Sesuatu Tentang Alam Semesta Ini Dapat Terjadi atau Tidak Terjadi Musibah Semua Atas Ijin Yang Kuasa (Pemilik Alam Semesta). https://t.co/uGTcG5Vx0D,perlu dianggap kebenaran namun perlu dimaknai bahwa segala sesuatu tentang alam semesta dapat terjadi atau tidak terjadi musibah semua atas ijin yang kuasa pemilik alam semesta tcougtcgvxd,perlu dianggap kebenaran namun perlu dimaknai bahwa segala sesuatu tentang alam semesta dapat terjadi atau tidak terjadi musibah semua atas ijin yang kuasa pemilik alam semesta tcougtcgvxd,"['perlu', 'dianggap', 'kebenaran', 'namun', 'perlu', 'dimaknai', 'bahwa', 'segala', 'sesuatu', 'tentang', 'alam', 'semesta', 'dapat', 'terjadi', 'atau', 'tidak', 'terjadi', 'musibah', 'semua', 'atas', 'ijin', 'yang', 'kuasa', 'pemilik', 'alam', 'semesta', 'tcougtcgvxd']","['dianggap', 'kebenaran', 'dimaknai', 'alam', 'semesta', 'musibah', 'ijin', 'kuasa', 'pemilik', 'alam', 'semesta', 'tcougtcgvxd']",anggap benar makna alam semesta musibah ijin kuasa milik alam semesta tcougtcgvxd,10,positive
Lebih Berbahaya Mana Gempa Bumi yang Disebabkan Oleh Sesar atau Megathrust? Berikut penjelasannya https://t.co/9tYhd0YlPc,lebih berbahaya mana gempa bumi yang disebabkan oleh sesar atau megathrust berikut penjelasannya tcotyhdylpc,lebih berbahaya mana gempa bumi yang disebabkan oleh sesar atau megathrust berikut penjelasannya tcotyhdylpc,"['lebih', 'berbahaya', 'mana', 'gempa', 'bumi', 'yang', 'disebabkan', 'oleh', 'sesar', 'atau', 'megathrust', 'berikut', 'penjelasannya', 'tcotyhdylpc']","['berbahaya', 'gempa', 'bumi', 'disebabkan', 'sesar', 'megathrust', 'penjelasannya', 'tcotyhdylpc']",bahaya bumi sebab sesar jelas tcotyhdylpc,3,positive
BMKG mengungkapkan sejumlah wilayah di Indonesia memiliki potensi gempa bumi megathrust yang mampu menimbulkan ancaman tsunami 34 meter. Menurut Tim Pusat Studi Gempa Nasional wilayah Indonesia dikelilingi oleh 13 zona megathrust. @infoBMKG @DaryonoBMKG #megathrust #gempabumi https://t.co/HziTM8OhfZ,bmkg mengungkapkan sejumlah wilayah indonesia memiliki potensi gempa bumi megathrust yang mampu menimbulkan ancaman tsunami meter menurut pusat studi gempa nasional wilayah indonesia dikelilingi oleh zona megathrust infobmkg daryonobmkg megathrust gempabumi tcohzitmohfz,bmkg mengungkapkan sejumlah wilayah indonesia memiliki potensi gempa bumi megathrust yang mampu menimbulkan ancaman tsunami meter menurut pusat studi gempa nasional wilayah indonesia dikelilingi oleh zona megathrust infobmkg daryonobmkg megathrust gempabumi tcohzitmohfz,"['bmkg', 'mengungkapkan', 'sejumlah', 'wilayah', 'indonesia', 'memiliki', 'potensi', 'gempa', 'bumi', 'megathrust', 'yang', 'mampu', 'menimbulkan', 'ancaman', 'tsunami', 'meter', 'menurut', 'pusat', 'studi', 'gempa', 'nasional', 'wilayah', 'indonesia', 'dikelilingi', 'oleh', 'zona', 'megathrust', 'infobmkg', 'daryonobmkg', 'megathrust', 'gempabumi', 'tcohzitmohfz']","['bmkg', 'wilayah', 'indonesia', 'memiliki', 'potensi', 'gempa', 'bumi', 'megathrust', 'menimbulkan', 'ancaman', 'tsunami', 'meter', 'pusat', 'studi', 'gempa', 'nasional', 'wilayah', 'indonesia', 'dikelilingi', 'zona', 'megathrust', 'infobmkg', 'daryonobmkg', 'megathrust', 'gempabumi', 'tcohzitmohfz']",bmkg wilayah milik potensi bumi timbul ancam meter pusat studi nasional wilayah keliling zona infobmkg daryonobmkg gempabumi tcohzitmohfz,12,positive
Sesar Baribis disebut penyebab gempa Megathrust ternyata sudah diramalkan Jayabaya https://t.co/QW4tgwzKk1,sesar baribis disebut penyebab gempa megathrust ternyata sudah diramalkan jayabaya tcoqwtgwzkk,sesar baribis disebut penyebab gempa megathrust ternyata sudah diramalkan jayabaya tcoqwtgwzkk,"['sesar', 'baribis', 'disebut', 'penyebab', 'gempa', 'megathrust', 'ternyata', 'sudah', 'diramalkan', 'jayabaya', 'tcoqwtgwzkk']","['sesar', 'baribis', 'penyebab', 'gempa', 'megathrust', 'diramalkan', 'jayabaya', 'tcoqwtgwzkk']",sesar baribis sebab ramal jayabaya tcoqwtgwzkk,5,positive
Sebenarnya apa itu megathrust? #KawanBRIN yuk simak penjelasan dari periset BRIN terkait megathrust melalui unggahan berikut. #Megathrust #GempaBumi #Tsunami #BencanaAlam https://t.co/G1Rzp4doTO,sebenarnya megathrust kawanbrin simak penjelasan dari periset brin terkait megathrust melalui unggahan berikut megathrust gempabumi tsunami bencanaalam tcogrzpdoto,sebenarnya megathrust kawanbrin simak penjelasan dari periset brin terkait megathrust melalui unggahan berikut megathrust gempabumi tsunami bencanaalam tcogrzpdoto,"['sebenarnya', 'megathrust', 'kawanbrin', 'simak', 'penjelasan', 'dari', 'periset', 'brin', 'terkait', 'megathrust', 'melalui', 'unggahan', 'berikut', 'megathrust', 'gempabumi', 'tsunami', 'bencanaalam', 'tcogrzpdoto']","['megathrust', 'kawanbrin', 'simak', 'penjelasan', 'periset', 'brin', 'terkait', 'megathrust', 'unggahan', 'megathrust', 'gempabumi', 'tsunami', 'bencanaalam', 'tcogrzpdoto']",kawanbrin simak jelas riset brin kait unggah gempabumi bencanaalam tcogrzpdoto,5,positive
Banyak yang mengaitkan gempa Cianjur beberapa waktu yang lalu dengan gempa megathrust. Isu ini memancing keresahan karena disebut berpotensi menimbulkan bencana besar di Indonesia.,banyak yang mengaitkan gempa cianjur beberapa waktu yang lalu dengan gempa megathrust memancing keresahan karena disebut berpotensi menimbulkan bencana besar indonesia,banyak yang mengaitkan gempa cianjur beberapa waktu yang lalu dengan gempa megathrust memancing keresahan karena disebut berpotensi menimbulkan bencana besar indonesia,"['banyak', 'yang', 'mengaitkan', 'gempa', 'cianjur', 'beberapa', 'waktu', 'yang', 'lalu', 'dengan', 'gempa', 'megathrust', 'memancing', 'keresahan', 'karena', 'disebut', 'berpotensi', 'menimbulkan', 'bencana', 'besar', 'indonesia']","['mengaitkan', 'gempa', 'cianjur', 'gempa', 'megathrust', 'memancing', 'keresahan', 'berpotensi', 'menimbulkan', 'bencana', 'indonesia']",kait cianjur pancing resah potensi timbul bencana,-1,negative
'Pulau Jawa Terbelah Jadi Dua' Isi Ramalan Jayabaya soal Gempa Megathrust Begitu Mengguncang https://t.co/3QvtDw3IMb,pulau jawa terbelah jadi ramalan jayabaya soal gempa megathrust begitu mengguncang tcoqvtdwimb,pulau jawa terbelah jadi ramalan jayabaya soal gempa megathrust begitu mengguncang tcoqvtdwimb,"['pulau', 'jawa', 'terbelah', 'jadi', 'ramalan', 'jayabaya', 'soal', 'gempa', 'megathrust', 'begitu', 'mengguncang', 'tcoqvtdwimb']","['pulau', 'jawa', 'terbelah', 'ramalan', 'jayabaya', 'gempa', 'megathrust', 'mengguncang', 'tcoqvtdwimb']",pulau belah ramal jayabaya guncang tcoqvtdwimb,-6,negative
Gempa megathrust sebagai siklus masalah waktu ini belum dapat diprediksikan karena Indonesia tidak memiliki alatnya.. https://t.co/PyfUxAMiPW,gempa megathrust sebagai siklus masalah waktu belum dapat diprediksikan karena indonesia tidak memiliki alatnya tcopyfuxamipw,gempa megathrust sebagai siklus masalah waktu belum dapat diprediksikan karena indonesia tidak memiliki alatnya tcopyfuxamipw,"['gempa', 'megathrust', 'sebagai', 'siklus', 'masalah', 'waktu', 'belum', 'dapat', 'diprediksikan', 'karena', 'indonesia', 'tidak', 'memiliki', 'alatnya', 'tcopyfuxamipw']","['gempa', 'megathrust', 'siklus', 'diprediksikan', 'indonesia', 'memiliki', 'alatnya', 'tcopyfuxamipw']",siklus prediksi milik alat tcopyfuxamipw,8,positive
@rmfdimasd @DaryonoBMKG oke sebenarnya penulisan saya kurang tepat lebih tepatnya zona megathrust adalah zona yang paling sering menghasilkan gempa sementara menempatkan Jakarta dengan zona Megathrust sendiri sangat tidak tepat karena aktivitas seismik di region ini sangat kecil. https://t.co/2DeT0CegQP,rmfdimasd daryonobmkg sebenarnya penulisan saya kurang tepat lebih tepatnya zona megathrust adalah zona yang paling sering menghasilkan gempa sementara menempatkan jakarta dengan zona megathrust sendiri sangat tidak tepat karena aktivitas seismik region sangat kecil tcodetcegqp,rmfdimasd daryonobmkg sebenarnya penulisan saya kurang tepat lebih tepatnya zona megathrust adalah zona yang paling sering menghasilkan gempa sementara menempatkan jakarta dengan zona megathrust sendiri sangat tidak tepat karena aktivitas seismik region sangat kecil tcodetcegqp,"['rmfdimasd', 'daryonobmkg', 'sebenarnya', 'penulisan', 'saya', 'kurang', 'tepat', 'lebih', 'tepatnya', 'zona', 'megathrust', 'adalah', 'zona', 'yang', 'paling', 'sering', 'menghasilkan', 'gempa', 'sementara', 'menempatkan', 'jakarta', 'dengan', 'zona', 'megathrust', 'sendiri', 'sangat', 'tidak', 'tepat', 'karena', 'aktivitas', 'seismik', 'region', 'sangat', 'kecil', 'tcodetcegqp']","['rmfdimasd', 'daryonobmkg', 'penulisan', 'tepatnya', 'zona', 'megathrust', 'zona', 'menghasilkan', 'gempa', 'menempatkan', 'jakarta', 'zona', 'megathrust', 'aktivitas', 'seismik', 'region', 'tcodetcegqp']",rmfdimasd daryonobmkg tulis tepat zona zona hasil tempat jakarta zona aktivitas seismik region tcodetcegqp,4,positive
@DaryonoBMKG @ikanwulan Kalo tumbukan lempengnya didarat seperti Himalaya (contoh: gempa Nepal) itu masih termasuk megathrust atau bukan?,daryonobmkg ikanwulan kalo tumbukan lempengnya didarat seperti himalaya contoh gempa nepal masih termasuk megathrust atau bukan,daryonobmkg ikanwulan kalau tumbukan lempengnya didarat seperti himalaya contoh gempa nepal masih termasuk megathrust atau bukan,"['daryonobmkg', 'ikanwulan', 'kalau', 'tumbukan', 'lempengnya', 'didarat', 'seperti', 'himalaya', 'contoh', 'gempa', 'nepal', 'masih', 'termasuk', 'megathrust', 'atau', 'bukan']","['daryonobmkg', 'ikanwulan', 'tumbukan', 'lempengnya', 'didarat', 'himalaya', 'contoh', 'gempa', 'nepal', 'megathrust']",daryonobmkg ikanwulan tumbu lempeng darat himalaya contoh nepal,5,positive
@DaryonoBMKG Cuplikan berita 2: Sumber gempa megathrust terletak di laut dan sumber gempa sesar aktif banyak yang terletak di daratan dekat perkotaan bahkan dekat tempat tinggal kita kata dia... ,daryonobmkg cuplikan berita sumber gempa megathrust terletak laut sumber gempa sesar aktif banyak yang terletak daratan dekat perkotaan bahkan dekat tempat tinggal kita kata,daryonobmkg cuplikan berita sumber gempa megathrust terletak laut sumber gempa sesar aktif banyak yang terletak daratan dekat perkotaan bahkan dekat tempat tinggal kita kata,"['daryonobmkg', 'cuplikan', 'berita', 'sumber', 'gempa', 'megathrust', 'terletak', 'laut', 'sumber', 'gempa', 'sesar', 'aktif', 'banyak', 'yang', 'terletak', 'daratan', 'dekat', 'perkotaan', 'bahkan', 'dekat', 'tempat', 'tinggal', 'kita', 'kata']","['daryonobmkg', 'cuplikan', 'berita', 'sumber', 'gempa', 'megathrust', 'terletak', 'laut', 'sumber', 'gempa', 'sesar', 'aktif', 'terletak', 'daratan', 'perkotaan', 'tinggal']",daryonobmkg cuplik berita sumber letak laut sumber sesar aktif letak darat kota tinggal,7,positive
@DaryonoBMKG Cuplikan berita: Menurut Daryono dalam buku Pusat Studi Gempa Nasional (PuSGeN) 2017 disebutkan bahwa sumber gempa dari segmen megathrust hanya berjumlah 16 segmen. Sementara jumlah segmen sesar aktif yang dimiliki Indonesia lebih dari 295 sesar aktif... ,daryonobmkg cuplikan berita menurut daryono dalam buku pusat studi gempa nasional pusgen  disebutkan bahwa sumber gempa dari segmen megathrust hanya berjumlah segmen sementara jumlah segmen sesar aktif yang dimiliki indonesia lebih dari sesar aktif,daryonobmkg cuplikan berita menurut daryono dalam buku pusat studi gempa nasional pusgen disebutkan bahwa sumber gempa dari segmen megathrust hanya berjumlah segmen sementara jumlah segmen sesar aktif yang dimiliki indonesia lebih dari sesar aktif,"['daryonobmkg', 'cuplikan', 'berita', 'menurut', 'daryono', 'dalam', 'buku', 'pusat', 'studi', 'gempa', 'nasional', 'pusgen', 'disebutkan', 'bahwa', 'sumber', 'gempa', 'dari', 'segmen', 'megathrust', 'hanya', 'berjumlah', 'segmen', 'sementara', 'jumlah', 'segmen', 'sesar', 'aktif', 'yang', 'dimiliki', 'indonesia', 'lebih', 'dari', 'sesar', 'aktif']","['daryonobmkg', 'cuplikan', 'berita', 'daryono', 'buku', 'pusat', 'studi', 'gempa', 'nasional', 'pusgen', 'sumber', 'gempa', 'segmen', 'megathrust', 'segmen', 'segmen', 'sesar', 'aktif', 'dimiliki', 'indonesia', 'sesar', 'aktif']",daryonobmkg cuplik berita daryono buku pusat studi nasional pusgen sumber segmen segmen segmen sesar aktif milik sesar aktif,16,positive
@DaryonoBMKG sebenarnya tanda kalau daerah itu daerah megathrust itu gampang sering terjadi gempa kecil tanda aktifnya lempeng dibawah. sementara dibawah tanah Jakarta sendiri nyaris gaada aktifitas seismik,daryonobmkg sebenarnya tanda kalau daerah daerah megathrust gampang sering terjadi gempa kecil tanda aktifnya lempeng dibawah sementara dibawah tanah jakarta sendiri nyaris gaada aktifitas seismik,daryonobmkg sebenarnya tanda kalau daerah daerah megathrust gampang sering terjadi gempa kecil tanda aktifnya lempeng dibawah sementara dibawah tanah jakarta sendiri nyaris tidak ada aktifitas seismik,"['daryonobmkg', 'sebenarnya', 'tanda', 'kalau', 'daerah', 'daerah', 'megathrust', 'gampang', 'sering', 'terjadi', 'gempa', 'kecil', 'tanda', 'aktifnya', 'lempeng', 'dibawah', 'sementara', 'dibawah', 'tanah', 'jakarta', 'sendiri', 'nyaris', 'tidak', 'ada', 'aktifitas', 'seismik']","['daryonobmkg', 'tanda', 'daerah', 'daerah', 'megathrust', 'gampang', 'gempa', 'tanda', 'aktifnya', 'lempeng', 'dibawah', 'dibawah', 'tanah', 'jakarta', 'aktifitas', 'seismik']",daryonobmkg tanda daerah daerah gampang tanda aktif lempeng bawah bawah tanah jakarta aktifitas seismik,6,positive
‍️ kemarin ngeberitain BMKG Jepang terkait Semeru sekarang ngeberitain Jakarta berpotensi gempa Megathrust anak magang kali ya yg buatnya ‍️,kemarin ngeberitain bmkg jepang terkait semeru sekarang ngeberitain jakarta berpotensi gempa megathrust anak magang kali buatnya,kemarin ngeberitain bmkg jepang terkait semeru sekarang ngeberitain jakarta berpotensi gempa megathrust anak magang kali buatnya,"['kemarin', 'ngeberitain', 'bmkg', 'jepang', 'terkait', 'semeru', 'sekarang', 'ngeberitain', 'jakarta', 'berpotensi', 'gempa', 'megathrust', 'anak', 'magang', 'kali', 'buatnya']","['kemarin', 'ngeberitain', 'bmkg', 'jepang', 'terkait', 'semeru', 'ngeberitain', 'jakarta', 'berpotensi', 'gempa', 'megathrust', 'anak', 'magang', 'kali', 'buatnya']",kemarin ngeberitain bmkg jepang kait meru ngeberitain jakarta potensi anak magang kali buat,6,positive
@ikanwulan Megathrust itu sumbar gempa tumbukan lempeng lokasinya di laut. Sesar itu rekahan dalam lempeng/kerak bumi yang bergeser. Apa mungkin Sesar Baribis dapat membangkitkan megathrust di jakarta. Sementara tdk ada megathrust di Jakarta.,ikanwulan megathrust sumbar gempa tumbukan lempeng lokasinya laut sesar rekahan dalam lempengkerak bumi yang bergeser mungkin sesar baribis dapat membangkitkan megathrust jakarta sementara megathrust jakarta,ikanwulan megathrust sumbar gempa tumbukan lempeng lokasinya laut sesar rekahan dalam lempengkerak bumi yang bergeser mungkin sesar baribis dapat membangkitkan megathrust jakarta sementara megathrust jakarta,"['ikanwulan', 'megathrust', 'sumbar', 'gempa', 'tumbukan', 'lempeng', 'lokasinya', 'laut', 'sesar', 'rekahan', 'dalam', 'lempengkerak', 'bumi', 'yang', 'bergeser', 'mungkin', 'sesar', 'baribis', 'dapat', 'membangkitkan', 'megathrust', 'jakarta', 'sementara', 'megathrust', 'jakarta']","['ikanwulan', 'megathrust', 'sumbar', 'gempa', 'tumbukan', 'lempeng', 'lokasinya', 'laut', 'sesar', 'rekahan', 'lempengkerak', 'bumi', 'bergeser', 'sesar', 'baribis', 'membangkitkan', 'megathrust', 'jakarta', 'megathrust', 'jakarta']",ikanwulan sumbar tumbu lempeng lokasi laut sesar rekah lempengkerak bumi geser sesar baribis bangkit jakarta jakarta,7,positive
Kasang ngeri klo sekilas liat berita atau info tntng megathrust,kasang ngeri sekilas liat berita atau info tntng megathrust,kasang ngeri sekilas lihat berita atau info tntng megathrust,"['kasang', 'ngeri', 'sekilas', 'lihat', 'berita', 'atau', 'info', 'tntng', 'megathrust']","['kasang', 'ngeri', 'sekilas', 'lihat', 'berita', 'info', 'tntng', 'megathrust']",kasang ngeri kilas lihat berita info tntng,-8,negative
Sesar Baribis yang merupakan sesar aktif di wilayah utara Jawa Barat disebut berpotensi menimbulkan gempa megathrust. https://t.co/Xsb2kKAA7a,sesar baribis yang merupakan sesar aktif wilayah utara jawa barat disebut berpotensi menimbulkan gempa megathrust tcoxsbkkaaa,sesar baribis yang merupakan sesar aktif wilayah utara jawa barat disebut berpotensi menimbulkan gempa megathrust tcoxsbkkaaa,"['sesar', 'baribis', 'yang', 'merupakan', 'sesar', 'aktif', 'wilayah', 'utara', 'jawa', 'barat', 'disebut', 'berpotensi', 'menimbulkan', 'gempa', 'megathrust', 'tcoxsbkkaaa']","['sesar', 'baribis', 'sesar', 'aktif', 'wilayah', 'utara', 'jawa', 'barat', 'berpotensi', 'menimbulkan', 'gempa', 'megathrust', 'tcoxsbkkaaa']",sesar baribis sesar aktif wilayah utara barat potensi timbul tcoxsbkkaaa,6,positive
Potensi Gempa Megathrust &amp;amp; Tsunami Terbesar versi Artificial Intelligence: Percaya Atau Tidak? https://t.co/sHqiORORO0,potensi gempa megathrust ampamp tsunami terbesar versi artificial intelligence percaya atau tidak tcoshqiororo,potensi gempa megathrust ampamp tsunami terbesar versi artificial intelligence percaya atau tidak tcoshqiororo,"['potensi', 'gempa', 'megathrust', 'ampamp', 'tsunami', 'terbesar', 'versi', 'artificial', 'intelligence', 'percaya', 'atau', 'tidak', 'tcoshqiororo']","['potensi', 'gempa', 'megathrust', 'ampamp', 'tsunami', 'terbesar', 'versi', 'artificial', 'intelligence', 'percaya', 'tcoshqiororo']",potensi ampamp besar versi artificial intelligence percaya tcoshqiororo,13,positive
Ini juga saya bertanya tanya Hoax / Real Mitigasi bencananya saya udah siap dari sekarang Megathrust https://t.co/V3A9SAYWUR,juga saya bertanya tanya hoax real mitigasi bencananya saya udah siap dari sekarang megathrust tcovasaywur,juga saya bertanya tanya hoax real mitigasi bencananya saya sudah siap dari sekarang megathrust tcovasaywur,"['juga', 'saya', 'bertanya', 'tanya', 'hoax', 'real', 'mitigasi', 'bencananya', 'saya', 'sudah', 'siap', 'dari', 'sekarang', 'megathrust', 'tcovasaywur']","['hoax', 'real', 'mitigasi', 'bencananya', 'megathrust', 'tcovasaywur']",hoax real mitigasi bencana tcovasaywur,-8,negative
Mana ini Kapan weeee cepet Napa ini berita kalo beneran ya beneran jangan hoax Buktikan dong ini yang buat berita Buktikan dong The real gitu aja atau dunia nyata Saya pingin lihat ini we jangan hoax Di bilangin juga Megathrust https://t.co/Zy8pq2jreG,mana kapan weeee cepet napa berita kalo beneran beneran jangan hoax buktikan dong yang buat berita buktikan dong real gitu atau dunia nyata saya pingin lihat jangan hoax bilangin juga megathrust tcozypqjreg,mana kapan weeee cepat kenapa berita kalau benaran benaran jangan hoax buktikan dong yang buat berita buktikan dong real begitu atau dunia nyata saya pengin lihat jangan hoax bilang juga megathrust tcozypqjreg,"['mana', 'kapan', 'weeee', 'cepat', 'kenapa', 'berita', 'kalau', 'benaran', 'benaran', 'jangan', 'hoax', 'buktikan', 'dong', 'yang', 'buat', 'berita', 'buktikan', 'dong', 'real', 'begitu', 'atau', 'dunia', 'nyata', 'saya', 'pengin', 'lihat', 'jangan', 'hoax', 'bilang', 'juga', 'megathrust', 'tcozypqjreg']","['weeee', 'cepat', 'berita', 'benaran', 'benaran', 'hoax', 'buktikan', 'berita', 'buktikan', 'real', 'dunia', 'nyata', 'pengin', 'lihat', 'hoax', 'bilang', 'megathrust', 'tcozypqjreg']",weeee cepat berita benar benar hoax bukti berita bukti real dunia nyata pengin lihat hoax bilang tcozypqjreg,-7,negative
