Review text,teks_bersih
padahal bentar lagi tahun baru tapi gopay coin nya makin dikit setiap transaksi cuma dapet 20 coins,padahal bentar lagi tahun baru tapi gopay coin makin dikit setiap transaksi cuma dapet coins
"respon cepat ,bnyak manfaat,ada diskon juga",respon cepat bnyak manfaatada diskon juga
Alhamdulillah membantu,Alhamdulillah membantu
ko lama banget si uplod premium nya,lama banget uplod premium
"Beli diamond di gopay karena ada cashback. Waktu mau payment gada voc, gua kira otomatis dapet cashback, ternyata ngga(oke fine). Masalahnya diamond ff nya juga ngga dapet?? Padahal duit kepotong. Buat laporan malah katanya ngga ada kesalahan. Wong jelas2 saldo kepotong, diamod ga masuk. Mana balesan laporan lama, hadeeuhhh",Beli diamond gopay karena cashback Waktu payment gada kira otomatis dapet cashback ternyata nggaoke fine Masalahnya diamond juga ngga dapet Padahal duit kepotong Buat laporan malah katanya ngga kesalahan Wong jelas2 saldo kepotong diamod masuk Mana balesan laporan lama hadeeuhhh
cepet transaksi nya,cepet transaksi
mntap 👍,mntap
sangat cocok untuk dipakai untuk keperluan rumah tangga,sangat cocok untuk dipakai untuk keperluan rumah tangga
respon cepat dan banyak hal yg didapar,respon cepat banyak didapar
mudah dan memudahkan transaksi,mudah memudahkan transaksi
apk terbaikkkkk,terbaikkkkk
sangat keren dan membantu,sangat keren membantu
good banget,good banget
"sudah 2hari aplikasi tidak bisa di buka, kenapa ini",sudah 2hari aplikasi tidak bisa buka kenapa
gopay sllu di genggam ku praktis simpel belanja apa saja cukup klik di apl gopay mantap sllu gopay is the best,gopay sllu genggam praktis simpel belanja saja cukup klik gopay mantap sllu gopay best
om bagus,bagus
Bagus dan mudah digunakan tidak ribet,Bagus mudah digunakan tidak ribet
sangat bagus apknya,sangat bagus apknya
keren banget dah pake gopay,keren banget pake gopay
goof,goof
"saya driver gojek sejak 2018 semoga dapat pinjaman tunai dari gopay ,soalnya sering dapat notif penjamin semoga berhasil.😁😁😁",saya driver gojek sejak 2018 semoga dapat pinjaman tunai dari gopay soalnya sering dapat notif penjamin semoga berhasil
"pake gopay emang enak ,",pake gopay emang enak
mantul,mantul
"voucher cashback gopay gk masuk², malah muncul penyalahgunaan kicak refund ajh kalau bisa saldo gua",voucher cashback gopay masuk² malah muncul penyalahgunaan kicak refund kalau bisa saldo
sip mantap,mantap
sangat mudah untuk bertransaksi dan ada limit pinjamanmya. terimakasih gopay,sangat mudah untuk bertransaksi limit pinjamanmya terimakasih gopay
vocer gak bisa di pakai,vocer bisa pakai
good sangat memuaskan,good sangat memuaskan
rada ribet,rada ribet
terima kasih aplikasi yang sangat bagus,terima kasih aplikasi yang sangat bagus
baru dicoba ni..,baru dicoba
top lh,
apk ini sangat berguna sekali,sangat berguna sekali
saya ada saldo sekitar 300k tapi pas login gopay suruh download di play store. padahal itu aplikasi downloadnya dari play store. :( sampe sekarang ga bisa di buka,saya saldo sekitar 300k tapi login gopay suruh download play store padahal aplikasi downloadnya dari play store sampe sekarang bisa buka
"menurut ku bagus sih, apalagi aku sering dapat yg murah, dan bisa dapat koins untuk transaksi di gopay",menurut bagus apalagi sering dapat murah bisa dapat koins untuk transaksi gopay
sangat cocok,sangat cocok
kasih bintang tiga karna akun aku gada coin harian sama gbisa ngurangin dm buat kasih makan kucing kocak banget pdhl biar ad diskon ad coin tuh ini malah gada kocak kocak,kasih bintang tiga karna akun gada coin harian sama gbisa ngurangin buat kasih makan kucing kocak banget pdhl biar diskon coin malah gada kocak kocak
aplikasi nyaman simple,aplikasi nyaman simple
godd,godd
goood,goood
"Aplikasi gopay cuman manis di awal. masa isi saldo di potong 1000 terus, biaya admin juga besar besar. saya sarankan menggunakan aplikasi lain saja.",Aplikasi gopay cuman manis awal masa saldo potong 1000 terus biaya admin juga besar besar saya sarankan menggunakan aplikasi lain saja
sesuai bintang 😊,sesuai bintang
bagus dan sanggat membantu,bagus sanggat membantu
tolong laporan saya dari 4 bulan sampai sekarang belum di konfirmasi gimna ni duit saya juga di tahan di laporkan berulang kali juga sama saja gima ni kerja sama nya 🙏,tolong laporan saya dari bulan sampai sekarang belum konfirmasi gimna duit saya juga tahan laporkan berulang kali juga sama saja gima kerja sama
𝒂𝒍𝒉𝒂𝒎𝒅𝒖𝒍𝒊𝒍𝒍𝒂𝒉,𝒂𝒍𝒉𝒂𝒎𝒅𝒖𝒍𝒊𝒍𝒍𝒂𝒉
"parah banget apk sampah, masa di trasfer dari apk dana udah berhasil ke gopay saya, tapi belum masuk masuk juga, padahal saldo dari dana udah ke potong, ini. gimana tolong perbaiki sistem nya, kami mengalami kerugian besar nih, kalo ngga bisa kembali lagi saldo saya, saya sarankan mending bangkrut aja deh, daripada ngerugiin orang lain",parah banget sampah masa trasfer dari dana udah berhasil gopay saya tapi belum masuk masuk juga padahal saldo dari dana udah potong gimana tolong perbaiki sistem kami mengalami kerugian besar kalo ngga bisa kembali lagi saldo saya saya sarankan mending bangkrut daripada ngerugiin orang lain
bagus👍👍👍,bagus
cukup baik...✌,cukup baik
tidak bisa membeli pulsa,tidak bisa membeli pulsa
konsisten transfer jdi lbih mudah dan bnyk cashback,konsisten transfer lbih mudah bnyk cashback
Ok,
tingkat keamanan trus,tingkat keamanan trus
kalau bagus saya tambahin bintang nya,kalau bagus saya tambahin bintang
"transaksi mudah dan membantu, tapi rate bunga kebesaran",transaksi mudah membantu tapi rate bunga kebesaran
trima kasih,trima kasih
aplikasi gajelas padahal udh terang tapi msh gagal buat verifikasi muka nya,aplikasi gajelas padahal terang tapi gagal buat verifikasi muka
"sangat cocok dan gampang banget,, aku suka",sangat cocok gampang banget suka
"Top up lemot, bayar parkir lemot",lemot bayar parkir lemot
bagus 😎👍,bagus
Kenapa aku ga bisa dowlod lagi padah ku mssih ada saldo,Kenapa bisa dowlod lagi padah mssih saldo
pelayanan nya bagus cuman gopay pinjam nya di tolak terus saya sudah lama pake gopay mudah terpercaya membantu pokonya,pelayanan bagus cuman gopay pinjam tolak terus saya sudah lama pake gopay mudah terpercaya membantu pokonya
harus lebih banyak gratisan nya supaya lebih banyak yg menyukai gopay,harus lebih banyak gratisan supaya lebih banyak menyukai gopay
no 1 yes,
sangat bagus dan hemat waktu,sangat bagus hemat waktu
terima kasih gopay. udh memberikan limit pinjaman yg sangat membantu,terima kasih gopay memberikan limit pinjaman sangat membantu
sangat baik dan banyak diskon nya,sangat baik banyak diskon
mudah teransaksi,mudah teransaksi
"aplikasi apaan, tranfer e wallet aja lama, saldo gamasuk², CS yang jawab BOT, pelayanan lambat, pantes aja sahamnya anjlok",aplikasi apaan tranfer wallet lama saldo gamasuk² yang jawab pelayanan lambat pantes sahamnya anjlok
"untuk admin tercinta, coba buat tambahan fitur nabung emas kayak aplikasi sebelah, saya brani jamin gopay makin mantap kedepannya 🔥",untuk admin tercinta coba buat tambahan fitur nabung emas kayak aplikasi sebelah saya brani jamin gopay makin mantap kedepannya
"keren dan bayak cashback 100% jadi murah transaksi dan enak untuk dipakai pembyaran untuk game dan lain lain, aplikasi yang keren dan cocok untuk di gunakan",keren bayak cashback jadi murah transaksi enak untuk dipakai pembyaran untuk game lain lain aplikasi yang keren cocok untuk gunakan
pokok nya no komen lah,pokok komen
sangat baik dan membantu sekali,sangat baik membantu sekali
gopay memberikan layanan terbaik buat customer terimakasih Gopay,gopay memberikan layanan terbaik buat customer terimakasih Gopay
Cuman mau topup game malah dibilang ada aktivitas wajar. Padahal sebelumnya lancar lancar saja bisa topup. Udah lapor ke admin lewat Gmail balasannya tunggu 3x24 jam namun tetap saja setelah nunggu selama itu masih aja tidak bisa. Ini admin ngasih solusi beneran gak si? kalau iya kenapa saya masih belum bisa topup setelah menunggu 3x24 jam?,Cuman topup game malah dibilang aktivitas wajar Padahal sebelumnya lancar lancar saja bisa topup Udah lapor admin lewat Gmail balasannya tunggu 3x24 namun tetap saja setelah nunggu selama masih tidak bisa admin ngasih solusi beneran kalau kenapa saya masih belum bisa topup setelah menunggu 3x24
"semenjak make gopay terutama yg upgrade tabungan jadi transfer kemana mana gratis tanpa minimal, kebantu banget buat sehari hari",semenjak make gopay terutama upgrade tabungan jadi transfer kemana mana gratis tanpa minimal kebantu banget buat sehari hari
mantepp,mantepp
saya sangat senang,saya sangat senang
sangat berguna,sangat berguna
baguss mantap,baguss mantap
cepet lancar murah,cepet lancar murah
BAGUS,BAGUS
saya meraya ini bagus,saya meraya bagus
mantap..! Dan sangat membantu.,mantap sangat membantu
gopay sangat menarik,gopay sangat menarik
luar biasa,luar biasa
gilaaa mau TF aja harus pakai gopay plus.... akhirnya saya daftar selalu di tolak dikira saya mau minjam uang apa...saya mau TF,gilaaa harus pakai gopay plus akhirnya saya daftar selalu tolak dikira saya minjam uang apasaya
Perbanyak eventnya lagi dong min 😁 sama check in harian kalau bisa coins nya dinaikin lagi hehe 😅,Perbanyak eventnya lagi dong sama check harian kalau bisa coins dinaikin lagi hehe
sangat baik dan bagus dan aman untuk di gunakan,sangat baik bagus aman untuk gunakan
sangat cepat,sangat cepat
kasih bintang 5 siapa tau di setujui pinjaman berikutnya,kasih bintang siapa setujui pinjaman berikutnya
baik',baik
kenapaa pas mau share bukti transfer ngebug trs? aplikasi nya malah keluar???,kenapaa share bukti transfer ngebug aplikasi malah keluar
jos,
seruu aman terpercaya,seruu aman terpercaya
sangat efektif untuk meneransfer uang atau tarik uang,sangat efektif untuk meneransfer uang atau tarik uang
sangat menyenakan sesuai harapan tidak siya2😍,sangat menyenakan sesuai harapan tidak siya2
mantap dan aman,mantap aman
gara gara telat vermuk pengajuan di tolak... padahal pada saat minta vermuk LG melayani pembeli.... eh pas vermuk LG pengajuan nya di tolak......( sulastria ),gara gara telat vermuk pengajuan tolak padahal pada saat minta vermuk melayani pembeli vermuk pengajuan tolak sulastria
bgs sekli,sekli
ada pinjaman gopay tapi ga bisa di gunakan buat pajangan doang padahal udah tau yang minjam driver aktif tapi malah dipersulit bener bener gopay sistemnya kaya gudal ga kaya grab driver aktif ada pinjaman malah dipermudah malah di tawarin asal mau,pinjaman gopay tapi bisa gunakan buat pajangan doang padahal udah yang minjam driver aktif tapi malah dipersulit bener bener gopay sistemnya kaya gudal kaya grab driver aktif pinjaman malah dipermudah malah tawarin asal
bgus,bgus
"pinjaman lancar terus pembayarannya, ajukan ulang terus, jadi kecewa langsung hapus aplikasinya",pinjaman lancar terus pembayarannya ajukan ulang terus jadi kecewa langsung hapus aplikasinya
gopay mudah dan nyaman,gopay mudah nyaman
lemot,lemot
good job,good
aplikasi nya bagus dan terpercaya,aplikasi bagus terpercaya
mantab,mantab
"kalau pinjam disini hati2..kita pinjam bulanan,tapi saldo di kurangi harian..",kalau pinjam disini hati2kita pinjam bulanantapi saldo kurangi harian
Murah-murah,Murahmurah
mantapnya,mantapnya
mantap 👍👍,mantap
bagus nga terlalu banyak kendala,bagus terlalu banyak kendala
entah knp akun gopay saya terkena aktivitas tidak wajar sudah kena 2 hari belum. pulih pulih tolong pulihkan akun saya,entah akun gopay saya terkena aktivitas tidak wajar sudah kena hari belum pulih pulih tolong pulihkan akun saya
sangat membantu dan memudahkan untuk semua pembayaran.,sangat membantu memudahkan untuk semua pembayaran
bagusssss banget 🥰,bagusssss banget
saya baru mencoba gopay,saya baru mencoba gopay
aktifin gopay later ya dong min,aktifin gopay later dong
Good job,Good
saya transper belum juga masuk ke rekening tujuan padahal SDH berhasil tolong diperbaiki secepatnya,saya transper belum juga masuk rekening tujuan padahal berhasil tolong diperbaiki secepatnya
saldo gua ko ke ambil sih padahal ga nge beli apapun mana ga bisa di balikin,saldo ambil padahal beli apapun mana bisa balikin
sangat baik👍🏻👍🏻😘,sangat baik
apa apa pake GO-PAY lebih mudah,pake GOPAY lebih mudah
lumayan membantu transaksi jdi lebih mudah,lumayan membantu transaksi lebih mudah
Karena keren,Karena keren
"gopay,tolong di perbaikkan saya mau top up frefire ada kesalahan,,tolong di perbaikkan",gopaytolong perbaikkan saya frefire kesalahantolong perbaikkan
"Bintang 3, makin update bukannya makin bagus malah makin jelek, mau transaksi saja dipersulit pas mau masukan pin langsung blank hitam/putih,kayanya permasalahan ada di dark mode/white mode & sekarang pas masuk aplikasi gopay sering Blank Hitam, sudah hapus data masih sama, terus pas login harus pake verifikasi muka juga dipersulit, gagal terus padahal muka saya sama seperti yang difoto KTP.",Bintang makin update bukannya makin bagus malah makin jelek transaksi saja dipersulit masukan langsung blank hitamputihkayanya permasalahan dark modewhite mode sekarang masuk aplikasi gopay sering Blank Hitam sudah hapus data masih sama terus login harus pake verifikasi muka juga dipersulit gagal terus padahal muka saya sama seperti yang difoto
baik membantu,baik membantu
"Gopay memang aplikasi yang menjawab kebutuhan segala transaksi pemilik e-wallet, mulai dari pembayaran non tunai hingga pembayaran melalui QRIS. Untuk top up sudah mumpuni, dapat melakukan top up di semua merchant.👍👍👍👍",Gopay memang aplikasi yang menjawab kebutuhan segala transaksi pemilik ewallet mulai dari pembayaran tunai hingga pembayaran melalui QRIS Untuk sudah mumpuni dapat melakukan semua merchant
"gopay ngak jelas, uang saya belum masuk² dari gopay ke bank tujuan, udh 4 hari saya nunggu dengan Alasannya hari libur kerja dan tgl merah. tapi ketika waktu yg di tentukan dari gopay juga belum ada hasil transfer saya. saya sangat kecewa dengan gopay respon nya sangat lama",gopay ngak jelas uang saya belum masuk² dari gopay bank tujuan hari saya nunggu dengan Alasannya hari libur kerja merah tapi ketika waktu tentukan dari gopay juga belum hasil transfer saya saya sangat kecewa dengan gopay respon sangat lama
pake gopay lebih nyaman,pake gopay lebih nyaman
Lo kolo ada masalah bilang lah gw dah isi saldo rekening ke gopay Lo GK masuk ah,kolo masalah bilang saldo rekening gopay masuk
aplikasinya jelek banget gk bisa namabahin saldo dan gopay coins dan gk bisa ngurangin rubi pas main gopay mending gk usah di donlod deh ni aplikasi rusak,aplikasinya jelek banget bisa namabahin saldo gopay coins bisa ngurangin rubi main gopay mending usah donlod aplikasi rusak
aplikasi ini sangat baik untuk pengisian data pulsa,aplikasi sangat baik untuk pengisian data pulsa
"mudah di gunakan dan banyak promo nya, untuk login harian dapat gopay coin dan bisa di tabung juga",mudah gunakan banyak promo untuk login harian dapat gopay coin bisa tabung juga
cepat buat transaksi,cepat buat transaksi
saldo saya hilang sedikit sedikit oleh aplikasi lain kok bisa kaya begitu,saldo saya hilang sedikit sedikit oleh aplikasi lain bisa kaya begitu
baik memudahkan semua transaksi,baik memudahkan semua transaksi
"bagus, sangat membantu",bagus sangat membantu
sangat mudah dan cepat,sangat mudah cepat
bagus dan aman,bagus aman
pokoknya mantap,pokoknya mantap
bagussss,bagussss
"parah bgt aplikasi ini bisa bisanya saldo sya hilang 50.000 di pak gopay,, udah sya hubungin pihak gopay tapi di suruh nuggu 2 hari teruss menerus Ampe sekarang",parah aplikasi bisa bisanya saldo hilang 50000 gopay udah hubungin pihak gopay tapi suruh nuggu hari teruss menerus Ampe sekarang
praktis sih . hanya KL tranfer ke dana atau sebaliknya aga mahal.. tapi KL sesama gopay murah..,praktis hanya tranfer dana atau sebaliknya mahal tapi sesama gopay murah
baguss bangett👍👍👍👍👍,baguss bangett
tidak bisa di buka,tidak bisa buka
gopay pinjam udah lunas pas Ngajukan lgi d tolak...,gopay pinjam udah lunas Ngajukan tolak
"segala transaksi dlm sekali klick, mudah dipahami dan menghemat tenaga banget,,, makasih karya anak bangsa,,, karya mu yg terbaik dlm hidup kami.",segala transaksi sekali klick mudah dipahami menghemat tenaga banget makasih karya anak bangsa karya terbaik hidup kami
bagus banget kalo di pake hemat uang,bagus banget kalo pake hemat uang
sangat mudah da simpel,sangat mudah simpel
"kenapa tidak bisa buat transaksi,",kenapa tidak bisa buat transaksi
mencoba dulu jika aman tambah bintang ok.,mencoba dulu jika aman tambah bintang
"gimana sih kata nya uang kembali setelah top up free fire 100 diamond dengan harga 16 ribu, nyatanya ga ada gopay nya kembali, nipu banget",gimana kata uang kembali setelah free fire diamond dengan harga ribu nyatanya gopay kembali nipu banget
"tolong untuk aplikasi ini ..... yg enak dong kayabiasanya,bisa bantu untuk bayar cicilan kok sekarang susah .... ada tulisan DALAM PERBAIKAN Mulu kenapa yaaaaa ????? secepatnya tlng di perbaiki",tolong untuk aplikasi enak dong kayabiasanyabisa bantu untuk bayar cicilan sekarang susah tulisan DALAM PERBAIKAN Mulu kenapa yaaaaa secepatnya tlng perbaiki
