Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
mntap sekali,mntap sekali,mntap sekali,"['mntap', 'sekali']",['mntap'],mntap
sayah senang,sayah senang,sayah senang,"['sayah', 'senang']","['sayah', 'senang']",sayah senang
mantap banget kalo mau to up game online juga mudah karna ada aplikasi gopay ini,mantap banget kalo game online juga mudah karna aplikasi gopay,mantap banget kalau game online juga mudah karena aplikasi gopay,"['mantap', 'banget', 'kalau', 'game', 'online', 'juga', 'mudah', 'karena', 'aplikasi', 'gopay']","['mantap', 'banget', 'game', 'online', 'mudah', 'aplikasi', 'gopay']",mantap banget game online mudah aplikasi gopay
bagus ada potogan harga bagi yang baru pake,bagus potogan harga bagi yang baru pake,bagus potogan harga bagi yang baru pakai,"['bagus', 'potogan', 'harga', 'bagi', 'yang', 'baru', 'pakai']","['bagus', 'potogan', 'harga', 'pakai']",bagus potogan harga pakai
memuaskan,memuaskan,memuaskan,['memuaskan'],['memuaskan'],muas
fitur streaming film jangan dijadiin satu sama dompet digital/gopay mungkin bisa dipisah menjadi aplikasi baru misal GoWatch,fitur streaming film jangan dijadiin satu sama dompet digitalgopay mungkin bisa dipisah menjadi aplikasi baru misal gowatch,fitur streaming film jangan dijadikan satu sama dompet digitalgopay mungkin bisa dipisah menjadi aplikasi baru misal gowatch,"['fitur', 'streaming', 'film', 'jangan', 'dijadikan', 'satu', 'sama', 'dompet', 'digitalgopay', 'mungkin', 'bisa', 'dipisah', 'menjadi', 'aplikasi', 'baru', 'misal', 'gowatch']","['fitur', 'streaming', 'film', 'dijadikan', 'dompet', 'digitalgopay', 'dipisah', 'aplikasi', 'gowatch']",fitur streaming film jadi dompet digitalgopay pisah aplikasi gowatch
aplikasi sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus,"['aplikasi', 'sangat', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
sangat puas,sangat puas,sangat puas,"['sangat', 'puas']",['puas'],puas
"No comment, bagus banget nih aplikasi",comment bagus banget aplikasi,comment bagus banget aplikasi,"['comment', 'bagus', 'banget', 'aplikasi']","['comment', 'bagus', 'banget', 'aplikasi']",comment bagus banget aplikasi
makasih,makasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']",terima kasih
ini knp pinjaman saya d tolak ya? saya kn byr ny sblm jt,pinjaman saya tolak saya sblm,pinjaman saya tolak saya sebelum,"['pinjaman', 'saya', 'tolak', 'saya', 'sebelum']","['pinjaman', 'tolak']",pinjam tolak
mantap gopay,mantap gopay,mantap gopay,"['mantap', 'gopay']","['mantap', 'gopay']",mantap gopay
segalanya lebih mudah,segalanya lebih mudah,segalanya lebih mudah,"['segalanya', 'lebih', 'mudah']",['mudah'],mudah
"Banyak pilihan Pulsa dan Token murah disini, proses juga cepat dan lancar sejauh ini...",banyak pilihan pulsa token murah disini proses juga cepat lancar sejauh,banyak pilihan pulsa token murah disini proses juga cepat lancar sejauh,"['banyak', 'pilihan', 'pulsa', 'token', 'murah', 'disini', 'proses', 'juga', 'cepat', 'lancar', 'sejauh']","['pilihan', 'pulsa', 'token', 'murah', 'proses', 'cepat', 'lancar']",pilih pulsa token murah proses cepat lancar
ada fitur nonton animenya cocok buat aku member jomok awkwkwkakakakkw,fitur nonton animenya cocok buat member jomok awkwkwkakakakkw,fitur menonton animenya cocok buat member jomok awkwkwkakakakkw,"['fitur', 'menonton', 'animenya', 'cocok', 'buat', 'member', 'jomok', 'awkwkwkakakakkw']","['fitur', 'menonton', 'animenya', 'cocok', 'member', 'jomok', 'awkwkwkakakakkw']",fitur tonton animenya cocok member jomok awkwkwkakakakkw
proses super cepat,proses super cepat,proses super cepat,"['proses', 'super', 'cepat']","['proses', 'super', 'cepat']",proses super cepat
good. anti ribet,good anti ribet,good anti ribet,"['good', 'anti', 'ribet']","['good', 'anti', 'ribet']",good anti ribet
..bayar cicilan gk pernah telat.. Mau ngajuin lagi gk bisa.... parah parah... gk memudahkan pengguna yg gk pernah telat bayar,bayar cicilan pernah telat ngajuin lagi bisa parah parah memudahkan pengguna pernah telat bayar,bayar cicilan pernah telat mengajukan lagi bisa parah parah memudahkan pengguna pernah telat bayar,"['bayar', 'cicilan', 'pernah', 'telat', 'mengajukan', 'lagi', 'bisa', 'parah', 'parah', 'memudahkan', 'pengguna', 'pernah', 'telat', 'bayar']","['bayar', 'cicilan', 'telat', 'mengajukan', 'parah', 'parah', 'memudahkan', 'pengguna', 'telat', 'bayar']",bayar cicil telat aju parah parah mudah guna telat bayar
bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",['bagus'],bagus
aplikasinya dhe bestt,aplikasinya bestt,aplikasinya bestt,"['aplikasinya', 'bestt']","['aplikasinya', 'bestt']",aplikasi bestt
simpel sangat membantu,simpel sangat membantu,simpel sangat membantu,"['simpel', 'sangat', 'membantu']","['simpel', 'membantu']",simpel bantu
1. bagus ya pembayaran lebih cepat dan itu praktis 2. coin gratis yang bisa di buat untuk membayar 3. jelas 4. fleksibilitas 5. fitur canggih 6. game menarik,bagus pembayaran lebih cepat praktis coin gratis yang bisa buat untuk membayar jelas fleksibilitas fitur canggih game menarik,bagus pembayaran lebih cepat praktis coin gratis yang bisa buat untuk membayar jelas fleksibilitas fitur canggih game menarik,"['bagus', 'pembayaran', 'lebih', 'cepat', 'praktis', 'coin', 'gratis', 'yang', 'bisa', 'buat', 'untuk', 'membayar', 'jelas', 'fleksibilitas', 'fitur', 'canggih', 'game', 'menarik']","['bagus', 'pembayaran', 'cepat', 'praktis', 'coin', 'gratis', 'membayar', 'fleksibilitas', 'fitur', 'canggih', 'game', 'menarik']",bagus bayar cepat praktis coin gratis bayar fleksibilitas fitur canggih game tarik
mantap sekarang ada anime di gopay 👍👍,mantap sekarang anime gopay,mantap sekarang anime gopay,"['mantap', 'sekarang', 'anime', 'gopay']","['mantap', 'anime', 'gopay']",mantap anime gopay
mau acan qr ga bisa suruh bayar transfer pake no hp malah suruh abgrade sebelumnya bisa pake qr ga di suruh pake no hp,acan bisa suruh bayar transfer pake malah suruh abgrade sebelumnya bisa pake suruh pake,acan bisa suruh bayar transfer pakai malah suruh abgrade sebelumnya bisa pakai suruh pakai,"['acan', 'bisa', 'suruh', 'bayar', 'transfer', 'pakai', 'malah', 'suruh', 'abgrade', 'sebelumnya', 'bisa', 'pakai', 'suruh', 'pakai']","['acan', 'suruh', 'bayar', 'transfer', 'pakai', 'suruh', 'abgrade', 'pakai', 'suruh', 'pakai']",acan suruh bayar transfer pakai suruh abgrade pakai suruh pakai
Bagus dan saya tiap hari dapat uang koin banyak lumayan bisa buat beli pulsa gratis,bagus saya tiap hari dapat uang koin banyak lumayan bisa buat beli pulsa gratis,bagus saya tiap hari dapat uang koin banyak lumayan bisa buat beli pulsa gratis,"['bagus', 'saya', 'tiap', 'hari', 'dapat', 'uang', 'koin', 'banyak', 'lumayan', 'bisa', 'buat', 'beli', 'pulsa', 'gratis']","['bagus', 'uang', 'koin', 'lumayan', 'beli', 'pulsa', 'gratis']",bagus uang koin lumayan beli pulsa gratis
bagus aplikasinya,bagus aplikasinya,bagus aplikasinya,"['bagus', 'aplikasinya']","['bagus', 'aplikasinya']",bagus aplikasi
sehat bagus saat tf,sehat bagus saat,sehat bagus saat,"['sehat', 'bagus', 'saat']","['sehat', 'bagus']",sehat bagus
Semoga Sukses Selalu,semoga sukses selalu,semoga sukses selalu,"['semoga', 'sukses', 'selalu']","['semoga', 'sukses']",moga sukses
malah suruh nunggu udah di lunasi pas mau minjam lagi harud nunggu sampe tgl 29..aneh banget inu knapa kok bisa gtu,malah suruh nunggu udah lunasi minjam lagi harud nunggu sampe aneh banget knapa bisa,malah suruh menunggu sudah lunasi minjam lagi harud menunggu sampai aneh banget knapa bisa,"['malah', 'suruh', 'menunggu', 'sudah', 'lunasi', 'minjam', 'lagi', 'harud', 'menunggu', 'sampai', 'aneh', 'banget', 'knapa', 'bisa']","['suruh', 'menunggu', 'lunasi', 'minjam', 'harud', 'menunggu', 'aneh', 'banget', 'knapa']",suruh tunggu lunas minjam harud tunggu aneh banget knapa
saya baru mengunakan aplikasi ini semoga aja lancar sukses selalu buat aplikasi nya,saya baru mengunakan aplikasi semoga lancar sukses selalu buat aplikasi,saya baru mengunakan aplikasi semoga lancar sukses selalu buat aplikasi,"['saya', 'baru', 'mengunakan', 'aplikasi', 'semoga', 'lancar', 'sukses', 'selalu', 'buat', 'aplikasi']","['mengunakan', 'aplikasi', 'semoga', 'lancar', 'sukses', 'aplikasi']",mengunakan aplikasi moga lancar sukses aplikasi
dari tadi top up 3 jam belum masuk masuk parah gopay,dari tadi belum masuk masuk parah gopay,dari tadi belum masuk masuk parah gopay,"['dari', 'tadi', 'belum', 'masuk', 'masuk', 'parah', 'gopay']","['masuk', 'masuk', 'parah', 'gopay']",masuk masuk parah gopay
pinjaman di t0lak,pinjaman tlak,pinjaman tlak,"['pinjaman', 'tlak']","['pinjaman', 'tlak']",pinjam tlak
"baguss bangett, pokoknya mantap, ga bisa berkata-kata lagi🤗🤗",baguss bangett pokoknya mantap bisa berkatakata lagi,bagus banget pokoknya mantap bisa berkatakata lagi,"['bagus', 'banget', 'pokoknya', 'mantap', 'bisa', 'berkatakata', 'lagi']","['bagus', 'banget', 'pokoknya', 'mantap', 'berkatakata']",bagus banget pokok mantap berkatakata
Sangat puas dengan pake gopay,sangat puas dengan pake gopay,sangat puas dengan pakai gopay,"['sangat', 'puas', 'dengan', 'pakai', 'gopay']","['puas', 'pakai', 'gopay']",puas pakai gopay
"saya sengaja bintang 5 kenapa?karena tolong perbaiki bug saya mau lupa pin nah lalu sudah masukin pin baru lalu code otp sudah di masukan code otp malah ada bacaan ""GAK BISA PAKAI FITUR INI""",saya sengaja bintang kenapakarena tolong perbaiki saya lupa lalu sudah masukin baru lalu code sudah masukan code malah bacaan bisa pakai fitur,saya sengaja bintang kenapakarena tolong perbaiki saya lupa lalu sudah memasuki baru lalu code sudah masukan code malah bacaan bisa pakai fitur,"['saya', 'sengaja', 'bintang', 'kenapakarena', 'tolong', 'perbaiki', 'saya', 'lupa', 'lalu', 'sudah', 'memasuki', 'baru', 'lalu', 'code', 'sudah', 'masukan', 'code', 'malah', 'bacaan', 'bisa', 'pakai', 'fitur']","['sengaja', 'bintang', 'kenapakarena', 'tolong', 'perbaiki', 'lupa', 'memasuki', 'code', 'masukan', 'code', 'bacaan', 'pakai', 'fitur']",sengaja bintang kenapakarena tolong baik lupa pasuk code masuk code baca pakai fitur
sangat bagus sangat membantu,sangat bagus sangat membantu,sangat bagus sangat membantu,"['sangat', 'bagus', 'sangat', 'membantu']","['bagus', 'membantu']",bagus bantu
mudah n banyak fiturnya..,mudah banyak fiturnya,mudah banyak fiturnya,"['mudah', 'banyak', 'fiturnya']","['mudah', 'fiturnya']",mudah fiturnya
Kren sekali,kren sekali,keren sekali,"['keren', 'sekali']",['keren'],keren
"harus begitu cepat, tepat n murah",harus begitu cepat tepat murah,harus begitu cepat tepat murah,"['harus', 'begitu', 'cepat', 'tepat', 'murah']","['cepat', 'murah']",cepat murah
langsung masuk,langsung masuk,langsung masuk,"['langsung', 'masuk']","['langsung', 'masuk']",langsung masuk
"katanya tapet uang 51,000 ribu kok pas aku download ga dapet 😭😭",katanya tapet uang  ribu download dapet,katanya tapet uang ribu download dapat,"['katanya', 'tapet', 'uang', 'ribu', 'download', 'dapat']","['tapet', 'uang', 'ribu', 'download']",tapet uang ribu download
bonus,bonus,bonus,['bonus'],['bonus'],bonus
semoga aman dari para scamer,semoga aman dari para scamer,semoga aman dari para scamer,"['semoga', 'aman', 'dari', 'para', 'scamer']","['semoga', 'aman', 'scamer']",moga aman scamer
sangat baik dan membantu,sangat baik membantu,sangat baik membantu,"['sangat', 'baik', 'membantu']",['membantu'],bantu
"yg jelas duit gak pernah hilang gak kaya di sebelah duit gua gak pernah di pake tau"" hilang setengah",jelas duit pernah hilang kaya sebelah duit pernah pake hilang setengah,jelas duit pernah hilang kayak sebelah duit pernah pakai hilang setengah,"['jelas', 'duit', 'pernah', 'hilang', 'kayak', 'sebelah', 'duit', 'pernah', 'pakai', 'hilang', 'setengah']","['duit', 'hilang', 'kayak', 'sebelah', 'duit', 'pakai', 'hilang']",duit hilang kayak belah duit pakai hilang
Mantap,mantap,mantap,['mantap'],['mantap'],mantap
cepat bertransaksi,cepat bertransaksi,cepat bertransaksi,"['cepat', 'bertransaksi']","['cepat', 'bertransaksi']",cepat transaksi
sukses selalu,sukses selalu,sukses selalu,"['sukses', 'selalu']",['sukses'],sukses
gajelas saya padahal gak ngapa ngapain ko malah terdeteksi tindakan gak wajar transaksi gagal terus,gajelas saya padahal ngapa ngapain malah terdeteksi tindakan wajar transaksi gagal terus,tidak jelas saya padahal ngapa mengapai malah terdeteksi tindakan wajar transaksi gagal terus,"['tidak', 'jelas', 'saya', 'padahal', 'ngapa', 'mengapai', 'malah', 'terdeteksi', 'tindakan', 'wajar', 'transaksi', 'gagal', 'terus']","['ngapa', 'mengapai', 'terdeteksi', 'tindakan', 'wajar', 'transaksi', 'gagal']",ngapa kapai deteksi tindak wajar transaksi gagal
"kenapa akun saya gk bisa buat login. makin gk jelas aja gopay secara tiba tiba gk bisa login masuk sudah di coba berulang""",kenapa akun saya bisa buat login makin jelas gopay secara tiba tiba bisa login masuk sudah coba berulang,kenapa akun saya bisa buat login makin jelas gopay secara tiba tiba bisa login masuk sudah coba berulang,"['kenapa', 'akun', 'saya', 'bisa', 'buat', 'login', 'makin', 'jelas', 'gopay', 'secara', 'tiba', 'tiba', 'bisa', 'login', 'masuk', 'sudah', 'coba', 'berulang']","['akun', 'login', 'gopay', 'login', 'masuk', 'coba', 'berulang']",akun login gopay login masuk coba ulang
Sangat aman dan terjamin,sangat aman terjamin,sangat aman terjamin,"['sangat', 'aman', 'terjamin']","['aman', 'terjamin']",aman jamin
"keren selain jadi pembayaran harian sekarang fitur hiburannya makin beragam, bahkan bisa nonton anime secara legal dan full hd",keren selain jadi pembayaran harian sekarang fitur hiburannya makin beragam bahkan bisa nonton anime secara legal full,keren selain jadi pembayaran harian sekarang fitur hiburannya makin beragam bahkan bisa menonton anime secara legal full,"['keren', 'selain', 'jadi', 'pembayaran', 'harian', 'sekarang', 'fitur', 'hiburannya', 'makin', 'beragam', 'bahkan', 'bisa', 'menonton', 'anime', 'secara', 'legal', 'full']","['keren', 'pembayaran', 'harian', 'fitur', 'hiburannya', 'beragam', 'menonton', 'anime', 'legal', 'full']",keren bayar hari fitur hibur agam tonton anime legal full
aplikasi nya bagus tapi katanya mendeteksi aktifitas tidak wajar sehingga tidak bisa melakukan transaksi dan sudah dilaporkan tapi belum diselesaikan,aplikasi bagus tapi katanya mendeteksi aktifitas tidak wajar sehingga tidak bisa melakukan transaksi sudah dilaporkan tapi belum diselesaikan,aplikasi bagus tapi katanya mendeteksi aktifitas tidak wajar sehingga tidak bisa melakukan transaksi sudah dilaporkan tapi belum diselesaikan,"['aplikasi', 'bagus', 'tapi', 'katanya', 'mendeteksi', 'aktifitas', 'tidak', 'wajar', 'sehingga', 'tidak', 'bisa', 'melakukan', 'transaksi', 'sudah', 'dilaporkan', 'tapi', 'belum', 'diselesaikan']","['aplikasi', 'bagus', 'mendeteksi', 'aktifitas', 'wajar', 'transaksi', 'dilaporkan', 'diselesaikan']",aplikasi bagus deteksi aktifitas wajar transaksi lapor selesai
"jangan pakai apk ini,kemarin saya mau di tipu orang ingin tarik uang.setelah itu saya kesal saya laporkan ke ig gopayindonesia,tiba2 ada yang telepon saya di ig lalu orang tersebut mengirim website dari gopay,lalu saya masukkan kode otp dari wa nya tetapi dari website tidak msk,pas kemarin saya top up 300k karna ad orang beli 130 pas malam nya saya cek uang saya di bajak orang lain nominal 170k,saya lapor sampai sekarang tidak ada konfirmasi yang layak.sekian terima kasih",jangan pakai inikemarin saya tipu orang ingin tarik uangsetelah saya kesal saya laporkan gopayindonesiatiba yang telepon saya lalu orang tersebut mengirim website dari gopaylalu saya masukkan kode dari tetapi dari website tidak mskpas kemarin saya k karna orang beli malam saya uang saya bajak orang lain nominal ksaya lapor sampai sekarang tidak konfirmasi yang layaksekian terima kasih,jangan pakai inikemarin saya tipu orang ingin tarik uangsetelah saya kesal saya laporkan gopayindonesiatiba yang telepon saya lalu orang tersebut mengirim website dari gopaylalu saya masukkan kode dari tetapi dari website tidak mskpas kemarin saya ke karena orang beli malam saya uang saya bajak orang lain nominal ksaya lapor sampai sekarang tidak konfirmasi yang layaksekian terima kasih,"['jangan', 'pakai', 'inikemarin', 'saya', 'tipu', 'orang', 'ingin', 'tarik', 'uangsetelah', 'saya', 'kesal', 'saya', 'laporkan', 'gopayindonesiatiba', 'yang', 'telepon', 'saya', 'lalu', 'orang', 'tersebut', 'mengirim', 'website', 'dari', 'gopaylalu', 'saya', 'masukkan', 'kode', 'dari', 'tetapi', 'dari', 'website', 'tidak', 'mskpas', 'kemarin', 'saya', 'ke', 'karena', 'orang', 'beli', 'malam', 'saya', 'uang', 'saya', 'bajak', 'orang', 'lain', 'nominal', 'ksaya', 'lapor', 'sampai', 'sekarang', 'tidak', 'konfirmasi', 'yang', 'layaksekian', 'terima', 'kasih']","['pakai', 'inikemarin', 'tipu', 'orang', 'tarik', 'uangsetelah', 'kesal', 'laporkan', 'gopayindonesiatiba', 'telepon', 'orang', 'mengirim', 'website', 'gopaylalu', 'masukkan', 'kode', 'website', 'mskpas', 'kemarin', 'orang', 'beli', 'malam', 'uang', 'bajak', 'orang', 'nominal', 'ksaya', 'lapor', 'konfirmasi', 'layaksekian', 'terima', 'kasih']",pakai inikemarin tipu orang tarik uangsetelah kesal lapor gopayindonesiatiba telepon orang kirim website gopaylalu masuk kode website mskpas kemarin orang beli malam uang bajak orang nominal ksaya lapor konfirmasi layaksekian terima kasih
semoga bermanfaat dan sangat membantu,semoga bermanfaat sangat membantu,semoga bermanfaat sangat membantu,"['semoga', 'bermanfaat', 'sangat', 'membantu']","['semoga', 'bermanfaat', 'membantu']",moga manfaat bantu
"setiap saya aktifin pinjaman, foto ktp dan verifikasi wajah sudah benar, isi formulir dll, sudah benar semua, giliram klik lanjutkan, selalu muncul ""Yaah, verifikasinya belum berhasil, Soalnya foto kartu ID dan/atau selfie kamu tidak memenuhi ketentuan. Silahan foto ulang kartu ID asli dan selfie secara langsung pakai kamera HP-mu."" terus mulai dari awal terus, capek saya",setiap saya aktifin pinjaman foto verifikasi wajah sudah benar formulir sudah benar semua giliram klik lanjutkan selalu muncul yaah verifikasinya belum berhasil soalnya foto kartu danatau selfie kamu tidak memenuhi ketentuan silahan foto ulang kartu asli selfie secara langsung pakai kamera hpmu terus mulai dari awal terus capek saya,setiap saya aktifin pinjaman foto verifikasi wajah sudah benar formulir sudah benar semua giliram klik lanjutkan selalu muncul ya verifikasinya belum berhasil soalnya foto kartu danatau selfie kamu tidak memenuhi ketentuan silahan foto ulang kartu asli selfie secara langsung pakai kamera hpmu terus mulai dari awal terus capek saya,"['setiap', 'saya', 'aktifin', 'pinjaman', 'foto', 'verifikasi', 'wajah', 'sudah', 'benar', 'formulir', 'sudah', 'benar', 'semua', 'giliram', 'klik', 'lanjutkan', 'selalu', 'muncul', 'ya', 'verifikasinya', 'belum', 'berhasil', 'soalnya', 'foto', 'kartu', 'danatau', 'selfie', 'kamu', 'tidak', 'memenuhi', 'ketentuan', 'silahan', 'foto', 'ulang', 'kartu', 'asli', 'selfie', 'secara', 'langsung', 'pakai', 'kamera', 'hpmu', 'terus', 'mulai', 'dari', 'awal', 'terus', 'capek', 'saya']","['aktifin', 'pinjaman', 'foto', 'verifikasi', 'wajah', 'formulir', 'giliram', 'klik', 'lanjutkan', 'muncul', 'ya', 'verifikasinya', 'berhasil', 'foto', 'kartu', 'danatau', 'selfie', 'memenuhi', 'ketentuan', 'silahan', 'foto', 'ulang', 'kartu', 'asli', 'selfie', 'langsung', 'pakai', 'kamera', 'hpmu', 'capek']",aktifin pinjam foto verifikasi wajah formulir giliram klik lanjut muncul ya verifikasi hasil foto kartu danatau selfie penuh tentu silah foto ulang kartu asli selfie langsung pakai kamera hpmu capek
